publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
"Electronic Arts, Valve","First-Person, Shooter",Valve,"Setting out to do for co-op gaming what Counter-Strike did for team combat, Left 4 Dead is an ambitious survival horror game. Running on the Source engine, Left 4 Dead leaves four armed survivors of a world overrun with zombies, and they must fight their way out to escape the outbreak.

Designed for co-op play, the four players must work together to finish each stage of the game, lending each other artillery support, sharing ammo and rescuing each other when zombies are on top of them. In addition to the standard four players as humans, another four players can be amongst the masses of assaulting zombies, seeking to take down the other players. Zombie players might even find themselves become one of the four mutant ""boss"" zombies, who have unique powers that can be used to devastate, injure, tie up, mark and track, confuse, or even humiliate the gun-toting human survivors.",Left 4 Dead,http://www.ign.com/games/left-4-dead/xbox-360-14322220,http://xbox360.ign.com/articles/983/983285p1.html,59.95 USD,9.0,Xbox 360,"May 12, 2009","http://www.ign.com/games/halo-4/xbox-360-110563,http://www.ign.com/games/gears-of-war-judgment/xbox-360-135402,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/xbox-360-20007855,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Great,8.8,"Blood and Gore, Intense Violence, Language",M for Mature,Amazing
Sony Computer Entertainment,Pinball,Zen Studios,"With a variety of in-game missions, head-to-head online multiplayer bouts and multi-day worldwide tournaments, Zen Pinball offers the ultimate arcade experience for both casual gamers and pinball enthusiasts alike. In addition to the regular All-Time and Weekly scoreboards, Zen Pinball features Score Speed, Best One Minute, and Multiplayer Ranking scoreboards, letting players test their mettle against pinball players from all over the world!",Zen Pinball [2009],http://www.ign.com/games/zen-pinball-1/ps3-14322197,http://ps3.ign.com/articles/983/983659p1.html,9.99 USD,8.1,PS3,"May 14, 2009","http://www.ign.com/games/zen-pinball-2/ps3-131925,http://www.ign.com/games/the-pinball-arcade/ps3-121575,http://www.ign.com/games/extreme-pinball/ps3-57015,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419",Good,7.9,"Comic Mischief, Mild Suggestive Themes",E for Everyone,Great
Nintendo,Sports,Next Level Games,"Punch-Out!! players are invited to step into the ring as underdog Little Mac as they go toe-to-toe with an array of memorable characters, including familiar faces like Glass Joe, King Hippo and Don Flamenco.

The motion-sensitive Wii Remote and Nunchuk controllers turn the swings players make in real life into on-screen punches. Both novice and veteran gamers can pick up Punch-Out!! and punch their way to the top. The optional Wii Balance Board accessory (sold separately with Wii Fit) can be added to provide an extra challenge for advanced players who want to literally bob and weave through their fights. For those who insist on old-school Punch-Out!! purity, the game also can be played with classic NES-style controls by turning the Wii Remote controller sideways.",Punch-Out!!,http://www.ign.com/games/punch-out-2009/wii-14266716,http://wii.ign.com/articles/983/983268p1.html,49.99 USD,8.8,Wii Wii U,"May 18, 2009","http://www.ign.com/games/wii-sports/wii-826987,http://www.ign.com/games/wii-sports-resort/wii-14266992,http://www.ign.com/games/fifa-2013/wii-115690,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Great,8.6,"Cartoon Violence, Comic Mischief",E10+ for Everyone 10 and older,Great
Valcon Games,Shooter,Gulti,"A compilation of games in the Raiden Fighters franchise. All three arcade classics have been faithfully recreated in this ultimate collection. A new Training mode lets you modify every aspect your ships and wingmen, skip to any level, or play in slow-motion. Comprehensive screen and control settings let you play each game full-screen as a side-scroller, or even vertically on a rotated 4:3 display! Play 2-player co-op games offline, or play Arcade Mode as a lone-wolf, posting high-scores and gameclips to Xbox Live.",Raiden Fighters Aces,http://www.ign.com/games/raiden-fighters-aces/xbox-360-14227827,http://xbox360.ign.com/articles/982/982674p1.html,29.99 USD,7.3,Xbox 360,"May 12, 2009","http://www.ign.com/games/halo-4/xbox-360-110563,http://www.ign.com/games/gears-of-war-judgment/xbox-360-135402,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/xbox-360-20007855,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Great,8.0,Mild Language; Mild Fantasy Violence,E10+ for Everyone 10 and older,Good
Ronimo Games,"Real-Time, Strategy",Ronimo Games,"Designed by the innovative game designers at Ronimo Games, Swords & Soldiers is a sidescrolling real time strategy game in which three distinct factions battle for the powers of the gods. The game will feature a single player campaign and a competitive splitscreen multiplayer mode as well as several other game modes.",Swords & Soldiers,http://www.ign.com/games/swords-and-soldiers/wii-14274340,http://wii.ign.com/articles/982/982994p1.html,,8.7,Wii PS3 iPad Mac Wii U 3DS PC iPhone,"June 8, 2009","http://www.ign.com/games/pikmin-2/wii-14286473,http://www.ign.com/games/fire-emblem-radiant-dawn/wii-826984,http://www.ign.com/games/phantom-brave/wii-14305688,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Great,8.2,Violence,T for Teen,Great
Telltale Games,Adventure,Telltale Games,"Join Wallace and his dog Gromit in a series episodes of of grand adventures create by Telltale Games, the minds behind the Sam & Max game series and Strong Bad's Cool Game for Attractive People.

The inventor and his loyal pooch are faced with a big problem. They need 50 gallons of honey by tonight – far more than their bees can handle! When Wallace's plans to step up production go horribly awry, it falls to Gromit to fight off the angry swarm. Featuring a brand new story with the same slapstick humour, cinematic visuals, and charm fans of the Wallace & Gromit films have come to love, Fright of the Bumblebees kicks off this four-episode series in cracking style!","Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees",http://www.ign.com/games/wallace-and-gromits-grand-adventures-episode-1-fright-of-the-bumblebees/xbox-360-14330730,http://xboxlive.ign.com/articles/986/986623p1.html,10 USD,8.0,Xbox 360 PC,"May 27, 2009","http://www.ign.com/games/life-is-strange-episode-4/xbox-360-20031276,http://www.ign.com/games/the-walking-dead-the-game/xbox-360-100888,http://www.ign.com/games/life-is-strange-episode-5/xbox-360-20031282,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Great,8.0,"Comic Mischief, Mild Cartoon Violence",E for Everyone,Great
Hudson Soft,Platformer,Hudson Soft,"Adventure Island: The Beginning comes to the Wii console with exciting new skills and elements. Learn how to use new skills while exploring Adventure Island from coast to coast. Search for Golden Melons hidden throughout the stages and mini-games. When obtaining Golden Melons, you'll be able to purchase various items to help you on your adventure. These items can increase your attack power or enable you to reach places you couldn't get to before. Fulfill certain requirements while playing in any of the modes to achieve a “Master Higgins Feat” and you'll be awarded a Master Higgins costume.",Adventure Island: The Beginning,http://www.ign.com/games/adventure-island-the-beginning/wii-14329261,http://wii.ign.com/articles/986/986237p1.html,8 USD,7.0,Wii,"May 26, 2009","http://www.ign.com/games/kirbys-dream-land-2/wii-132757,http://www.ign.com/games/super-mario-galaxy-2/wii-14354736,http://www.ign.com/games/new-super-mario-bros-wii/wii-14354229,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Good,7.3,"Cartoon Violence, Comic Mischief",E for Everyone,Good
Viva Media,Strategy,Spellbound,Helldorado is a Wild West Tactical Action & Strategy game based on the universe created by Spellbound for its previous games. It continues on from where Western Commando ended and gives players the opportunity to answer some of the mysterious questions left open. But it also offers a well balanced and self-contained story for those players who didn't play those games at all.,Helldorado,http://www.ign.com/games/helldorado/pc-943743,http://pc.ign.com/articles/986/986665p1.html,,5.7,PC,"April 30, 2009","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Okay,6.1,"Alcohol Reference, Mild Language, Violence",T for Teen,Mediocre
Electronic Arts,Sports,EA Canada,"Developed in collaboration with fitness experts, including Bob Greene -- renowned exercise physiologist, author and Oprah's personal trainer -- EA Sports Active is a simple, fun and cost-effective way to achieve a healthy lifestyle. Suitable for the whole family, though designed specifically for women seeking an entertaining way to work out, EA Sports Active features a wide variety of interactive activities combined into a circuit that target both the upper and lower body as well as cardio, and supports two players to allow family or friends to get fit together. The game provides a new level of motivation with on-screen, real-time feedback on your workout such as calories burned, while also allowing you to adjust intensity levels.

The package includes two specially-designed leg straps that hold the Wii's Nunchuk controller to track lower body movements, as well as a resistance band to support a number of upper body strength training exercises. Players can run through the 30 Day Challenge, mode, where each circuit feels different and increases in intensity as fitness levels improve. Users can also create their own custom workouts that vary in activity, duration and intensity, and the Wii Balance Board will add functionality to many exercises.",EA Sports Active,http://www.ign.com/games/ea-sports-active/wii-14298310,http://wii.ign.com/articles/986/986562p1.html,59.99 USD,7.8,Wii,"May 19, 2009","http://www.ign.com/games/wii-sports/wii-826987,http://www.ign.com/games/wii-sports-resort/wii-14266992,http://www.ign.com/games/fifa-2013/wii-115690,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Good,7.9,No Descriptors,E for Everyone,Good
Gamevil,RPG,Gamevil,"Classic RPG action returns with Zenonia. Get ready for the endless journey of Regret, who is on a mission to find the reason for the death of his father at the hands of a demon. He begins his quest by choosing one of three classes: Paladin, Warrior or Assassin. Players can equip and customize using hundreds of different types of weapons and armor. There are tons of items to refine or combine from five different item classes: normal, magic, rare, unique and epic. There are even more astonishing features such as full skill trees which you can level up.

Zenonia offers extensive playtime with numerous main and side quests, plus good and evil storylines to choose from. Anime-style graphics and innovative real-life systems such as a day/night cycle and hunger/weight system make Zenonia a unique gaming experience for everybody.",Zenonia,http://www.ign.com/games/zenonia/iphone-14337223,http://wireless.ign.com/articles/986/986564p1.html,,9.0,iPhone DSi Android PSP,"May 24, 2009","http://www.ign.com/games/final-fantasy-vii/iphone-20038892,http://www.ign.com/games/final-fantasy-13/iphone-20035851,http://www.ign.com/games/final-fantasy-dimensions/iphone-135306,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119",Great,8.6,,,Amazing
SEGA,Action,"Backbone Entertainment, SEGA","As the ninja Shinobi (Joe Musashi) you must stop the criminal organization known as Zeed, who have kidnapped the children of the Oboro clan. Test your ninja skills through five missions of increasing difficulty, and make your way to Zeed's headquarters to free all the hostages. The Ring of Five, the leaders of Zeed, are determined to stop you as you face off against one of them at the end of each stage.",Shinobi [1987],http://www.ign.com/games/shinobi-1987/xbox-360-14348806,http://xboxlive.ign.com/articles/993/993914p1.html,5 USD,4.0,Xbox 360 SMS Arcade PC NES LCD Wii TG16 CPC,"June 10, 2009","http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/metal-gear-solid-5/xbox-360-149842,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Okay,6.2,Mild Violence,E10+ for Everyone 10 and older,Bad
Firemint,Racing,Firemint,"A realistic racing game created by Firemint, Real Racing includes such advanced features as a HUDless cockpit view with dash instruments showing race data, an animated driver (doing steering and gear changes) and race tracks set across the globe. Up to six cars race on-screen at any time. Control options include accelerometer steering, no brake assist or auto acceleration (touch the screen to accelerate and brake.)",Firemint Real Racing,http://www.ign.com/games/real-racing-hd-138944/iphone-14322786,http://wireless.ign.com/articles/994/994093p1.html,,9.0,iPhone iPad,"June 8, 2009","http://www.ign.com/games/need-for-speed-most-wanted-2012/iphone-135825,http://www.ign.com/games/asphalt-7-heat/iphone-135767,http://www.ign.com/games/sonic-all-stars-racing-transformed/iphone-144765,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119",Great,8.7,,,Amazing
SEGA,Platformer,"Backbone Entertainment, Sonic Team","A downloadable version of the 1994 Genesis/Mega Drive game.

Sonic and Tails are back for another adventure as they again battle the evil Dr. Eggman (AKA Dr. Robotnik), who is desperately trying to collect all the Chaos Emeralds in order to rebuild his Death Egg.  Our heroes must find the Chaos Emeralds before Dr. Eggman does, but winning the race won't be easy  -- a new adversary, Knuckles the Echidna, has arrived on the scene and will do whatever he can to keep Sonic and Tails from reaching their goal.  Grab all the golden rings, find various bonus zones, and overcome Knuckles and Dr. Eggman as you rocket through the third chapter in Sonic's adventures.",Sonic the Hedgehog 3,http://www.ign.com/games/sonic-the-hedgehog-3/xbox-360-14307831,http://xboxlive.ign.com/articles/993/993940p1.html,5 USD,8.0,Xbox 360 LCD Wii Gen,"June 10, 2009","http://www.ign.com/games/limbo/xbox-360-63756,http://www.ign.com/games/rayman-legends/xbox-360-159979,http://www.ign.com/games/fez/xbox-360-19159,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Great,8.4,"Comic Mischief, Online Interactions Not Rated by the ESRB",E for Everyone,Great
Sony Online Entertainment,Action,PopCap Games,"Heavy Weapon: Atomic Tank unleashes adrenaline-soaked, side-scrolling, shoot-em-up arcade action. Players fight through a variety of story-based missions to upgrade six weapon banks, or jump into instant action with the fast-paced Survival mode.",Heavy Weapon: Atomic Tank,http://www.ign.com/games/heavy-weapon-deluxe/ps3-14318918,http://ps3.ign.com/articles/994/994134p1.html,9.99 USD,7.3,PS3 Xbox 360 Web,"June 11, 2009","http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/metal-gear-solid-5/ps3-149839,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419",Good,7.6,"Fantasy Violence, Use of Tobacco, Online Interactions Not Rated by the ESRB",E10+ for Everyone 10 and older,Good
Hudson Soft,Action,Hudson Soft,"Bomberman Ultra retains classic gameplay elements combined with online multiplayer, full character customization and high-definition graphics. Fans of the popular series will be able to compete with the best Bomberman players worldwide, as Bomberman Ultra delivers frantic 8-player multiplayer battles online in 14 exotic arenas, as well as 4-player local multiplayer. Players can customize their own Bomberman characters with more than 50 character costumes, resulting in more than 150,000 possible combinations!",Bomberman Ultra,http://www.ign.com/games/bomberman-ultra/ps3-775490,http://ps3.ign.com/articles/993/993904p1.html,9.99 USD,8.0,PS3,"June 11, 2009","http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/metal-gear-solid-5/ps3-149839,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419",Good,7.7,"Comic Mischief, Tobacco Reference",E for Everyone,Great
