community_score,community_score_phrase,description,developers,genres,ign_score,ign_score_phrase,platforms,price,publisher,rating_category,rating_content,related_games,release_date,review_link,title,url
8.6,Great,"The highly-anticipated sequel to 2000's legendary Tekken Tag Tournament, Tekken Tag Tournament 2 is being brought to home consoles with all of the action seen in the arcades along with unique content and features that can't be seen anywhere else.

Tekken Tag Tournament 2 delivers new and returning characters in the largest roster ever. Experience the most advanced attack mechanics, ultimate combo move sets and new battle modes. With innovative features to broaden Tekken consumer accessibility, unlimited fighter combinations and multiple ways to challenge your friends, it's time to get ready for the next battle.",Bandai Namco Games,Fighting,7.5,Good,PS3 Wii U Xbox 360 Arcade,,Bandai Namco Games,T for Teen,"Alcohol Reference, Crude Humor, Mild Blood, Partial Nudity, Sexual Themes, Violence","http://www.ign.com/games/dragon-ball-xenoverse/ps3-20018802,http://www.ign.com/games/persona-4-arena/ps3-116910,http://www.ign.com/games/dead-or-alive-5/ps3-117918,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419","September 11, 2012",http://www.ign.com/articles/2012/09/11/tekken-tag-tournament-2-review,Tekken Tag Tournament 2,http://www.ign.com/games/tekken-tag-tournament-2/ps3-124584
8.6,Great,"The highly-anticipated sequel to 2000's legendary Tekken Tag Tournament, Tekken Tag Tournament 2 is being brought to home consoles with all of the action seen in the arcades along with unique content and features that can't be seen anywhere else.

Tekken Tag Tournament 2 delivers new and returning characters in the largest roster ever. Experience the most advanced attack mechanics, ultimate combo move sets and new battle modes. With innovative features to broaden Tekken consumer accessibility, unlimited fighter combinations and multiple ways to challenge your friends, it's time to get ready for the next battle.",Bandai Namco Games,Fighting,7.5,Good,Xbox 360 Wii U PS3 Arcade,,Bandai Namco Games,T for Teen,"Alcohol Reference, Crude Humor, Mild Blood, Partial Nudity, Sexual Themes, Violence","http://www.ign.com/games/dragon-ball-xenoverse/xbox-360-20018803,http://www.ign.com/games/dead-or-alive-5/xbox-360-866449,http://www.ign.com/games/mortal-kombat-x-past-gen-version/xbox-360-20019318,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563","September 11, 2012",http://www.ign.com/articles/2012/09/11/tekken-tag-tournament-2-review,Tekken Tag Tournament 2,http://www.ign.com/games/tekken-tag-tournament-2/xbox-360-124581
8.8,Great,"Hold your breath and slow your heart. You can't make a sound. You're a ninja. From the shadow of a deep doorway, you hear footsteps echoing in the alley, pacing back and forth. Out here the city is asleep, and there are few noises to cover you. Your hiding place keeps you safe, but it also blocks your view.The target is out here somewhere, but he's not alone...

Mark of the Ninja is a stealth game developed by Klei Entertainment for Xbox Live Arcade. Observe your enemies from afar, manipulate them with your tools, and execute your plan with precision. But be careful -- you're as fragile as you are powerful.",Klei Entertainment,Action,9.0,Amazing,Xbox 360 PC,15 USD,Microsoft Game Studios,M for Mature,"Blood and Gore, Intense Violence, Strong Language","http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/metal-gear-solid-5/xbox-360-149842,http://www.ign.com/games/rise-of-the-tomb-raider/xbox-360-20020152,http://www.ign.com/games/assassins-creed-black-flag/xbox-360-161487,http://www.ign.com/games/grand-theft-auto-v/xbox-360-20587,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563","September 7, 2012",http://www.ign.com/articles/2012/09/07/mark-of-the-ninja-review,Mark of the Ninja,http://www.ign.com/games/mark-of-the-ninja-135615/xbox-360-129276
8.8,Great,"Hold your breath and slow your heart. You can't make a sound. You're a ninja. From the shadow of a deep doorway, you hear footsteps echoing in the alley, pacing back and forth. Out here the city is asleep, and there are few noises to cover you. Your hiding place keeps you safe, but it also blocks your view.The target is out here somewhere, but he's not alone...

Mark of the Ninja is a stealth game developed by Klei Entertainment. Observe your enemies from afar, manipulate them with your tools, and execute your plan with precision. But be careful -- you're as fragile as you are powerful.",Klei Entertainment,Action,9.0,Amazing,PC Xbox 360,,Microsoft Game Studios,M for Mature,"Blood and Gore, Strong Language, Violence","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/rise-of-the-tomb-raider/pc-20020150,http://www.ign.com/games/assassins-creed-black-flag/pc-159976,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","October 16, 2012",http://www.ign.com/articles/2012/09/07/mark-of-the-ninja-review,Mark of the Ninja,http://www.ign.com/games/mark-of-the-ninja-135615/pc-143761
,,"Awakened by an oncoming storm, you open your eyes to discover yourself in a strange, dark room -- tucked away in a house that's not yours.

Home is a unique horror adventure game. As you play Home, it changes -- subtly, almost imperceptibly -- to reflect your perspective. It's a horror game unlike any other, and as you'll discover, its truths are entirely subjective.",Benjamin Rivers Inc.,Adventure,6.5,Okay,Mac iPhone PS4 Vita PC,2.99 USD,Benjamin Rivers Inc.,M for Mature,"Violence, Blood","http://www.ign.com/games/the-walking-dead-the-game/mac-100885,http://www.ign.com/games/broken-age/mac-163339,http://www.ign.com/games/broken-age-act-2/mac-20011569,http://www.ign.com/games/divinity-original-sin-enhanced-edition/mac-20037340,http://www.ign.com/games/divinity-original-sin/mac-135173,http://www.ign.com/games/elder-scrolls-online/mac-133733","December 11, 2013",http://www.ign.com/articles/2012/09/06/home-review,Home: A Unique Horror Adventure,http://www.ign.com/games/home-a-unique-horror-adventure/mac-20014750
6.3,Okay,"Awakened by an oncoming storm, you open your eyes to discover yourself in a strange, dark room -- tucked away in a house that's not yours.

Home is a unique horror adventure game. As you play Home, it changes -- subtly, almost imperceptibly -- to reflect your perspective. It's a horror game unlike any other, and as you'll discover, its truths are entirely subjective.",Benjamin Rivers Inc.,Adventure,6.5,Okay,PC iPhone PS4 Vita Mac,2 USD,Benjamin Rivers Inc.,M for Mature,"Violence, Blood","http://www.ign.com/games/recore/pc-20047415,http://www.ign.com/games/life-is-strange-episode-4/pc-20031273,http://www.ign.com/games/the-walking-dead-the-game/pc-100880,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","June 1, 2012",http://www.ign.com/articles/2012/09/06/home-review,Home: A Unique Horror Adventure,http://www.ign.com/games/home-a-unique-horror-adventure/pc-137135
7.3,Good,"Avengers Initiative, developed by Wideload Games, is a gesture-based action game that centers on one of the most iconic and beloved characters in the Marvel Universe, the Incredible Hulk. Players can fully customize the Hulk, acquiring exclusive costumes, unlocking incredible super-powered abilities and upgrading the Hulk's combat stats.",Wideload Games,Action,8.0,Great,iPhone Android,6.99 USD,Marvel Interactive,,,"http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/disney-infinity-3/iphone-20036726,http://www.ign.com/games/the-lego-movie-videogame/iphone-20030673,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119","September 5, 2012",http://www.ign.com/articles/2012/09/05/avengers-initiative-review,Avengers Initiative,http://www.ign.com/games/avengers-initiative/iphone-141579
7.8,Good,"Torture chambers, naughty midnight missions in the dark and all the brutal slaughtering you can handle await in this sandbox-style samurai period action game. Admiral Perry has just opened Japan's borders to the British, allowing for a long-overdue globalization process to begin. Unfortunately, one of the open ports happens to be a modest Japanese burg called Amihama, where a resistance group known as the ""Disciples of Prajna"" have taken up arms against the arriving foreigners and all who support them.

As a lone samurai who's just arrived amidst the chaos, it's up to you whether you want to join forces with the Prajna resistance, fight alongside the foreigners in the name of progress or take your stance somewhere between the two by supporting the local government's attempts to quell the violence (through any means possible).",Acquire,Action,5.5,Mediocre,PS3 PC,39.99 USD,Xseed Games,M for Mature,,"http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/metal-gear-solid-5/ps3-149839,http://www.ign.com/games/assassins-creed-black-flag/ps3-161486,http://www.ign.com/games/grand-theft-auto-v/ps3-20594,http://www.ign.com/games/assassins-creed-iv-black-flag-freedom-cry/ps3-20009405,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419","August 21, 2012",http://www.ign.com/articles/2012/09/03/way-of-the-samurai-4-review,Way of the Samurai 4,http://www.ign.com/games/way-of-the-samurai-4/ps3-23516
6.9,Okay,"Capcom's classic fighting game returns in this HD reincarnation of the crazy title from Japan. The HD version offers improvements on the original with HD graphic upgrades (with a toggle to switch back to the original presentation) and online multiplayer.

Based on the popular comic book series, JoJo's Bizarre Adventure HD is an arcade fighter that lets you duke it out with your favorite characters from the comics. JoJo must travel to Egypt to find a cure for his sick mother. Each fighting character has his or her own Stand, a guardian spirit that aids in the battle. Unlike mortal humans though, Stands can reanimate quickly after defeat, so use this to your advantage as you try to defeat the evil Dio and his minions.",Capcom,Fighting,7.0,Good,Xbox 360 Arcade DC PS PS3 DC,20 USD,Capcom,T for Teen,"Violence, Suggestive Themes, Partial Nudity","http://www.ign.com/games/dragon-ball-xenoverse/xbox-360-20018803,http://www.ign.com/games/dead-or-alive-5/xbox-360-866449,http://www.ign.com/games/tekken-tag-tournament-2/xbox-360-124581,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563","August 22, 2012",http://www.ign.com/articles/2012/09/03/jojos-bizarre-adventure-hd-review,JoJo's Bizarre Adventure HD,http://www.ign.com/games/jojos-bizarre-adventure/xbox-360-137717
7.7,Good,"Capcom's classic fighting game returns in this HD reincarnation of the crazy title from Japan. The HD version offers improvements on the original with HD graphic upgrades (with a toggle to switch back to the original presentation) and online multiplayer.

Based on the popular comic book series, JoJo's Bizarre Adventure HD is an arcade fighter that lets you duke it out with your favorite characters from the comics. JoJo must travel to Egypt to find a cure for his sick mother. Each fighting character has his or her own Stand, a guardian spirit that aids in the battle. Unlike mortal humans though, Stands can reanimate quickly after defeat, so use this to your advantage as you try to defeat the evil Dio and his minions.",Capcom,Fighting,7.0,Good,PS3 Arcade DC PS DC Xbox 360,19.99 USD,Capcom,T for Teen,"Violence, Suggestive Themes, Partial Nudity","http://www.ign.com/games/dragon-ball-xenoverse/ps3-20018802,http://www.ign.com/games/tekken-tag-tournament-2/ps3-124584,http://www.ign.com/games/persona-4-arena/ps3-116910,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419","August 22, 2012",http://www.ign.com/articles/2012/09/03/jojos-bizarre-adventure-hd-review,JoJo's Bizarre Adventure HD,http://www.ign.com/games/jojos-bizarre-adventure/ps3-137896
8.3,Great,"Mass Effect 3: Leviathan is a downloadable content episode for Mass Effect 3.

Something lurks in the dark corners of space, something powerful enough to kill a Reaper. Shepard must discover the most closely guarded secret in the galaxy before the Reapers silence it forever.

Mass Effect 3: Leviathan expands upon the events of Mass Effect 3, with gripping and emotional storytelling, compelling new characters, and powerful weapons and upgrades. Unravel the dark history about the Reapers as you race across the galaxy to discover the Leviathan.",BioWare,RPG,7.5,Good,Xbox 360 PS3 PC,,Electronic Arts,M for Mature,,"http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/xbox-360-146422,http://www.ign.com/games/mass-effect-3/xbox-360-14235014,http://www.ign.com/games/mass-effect-3/xbox-360-110694,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563","August 28, 2012",http://www.ign.com/articles/2012/08/31/mass-effect-3-leviathan-dlc-review-2,Mass Effect 3: Leviathan,http://www.ign.com/games/mass-effect-3-leviathan/xbox-360-138918
8.3,Great,"When a sinister conspiracy targets Commander Shepard, you and your team must uncover the truth, through battles and intrigue that range from the glamour of the Citadel's Wards to the top-secret Council Archives. Uncover the truth and fight alongside your squad – as well as the cast from the original Mass Effect and Mass Effect 2.",BioWare,RPG,7.5,Good,PS3 Xbox 360 PC,,Electronic Arts,M for Mature,,"http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419,http://www.ign.com/games/mass-effect-3/ps3-14235017,http://www.ign.com/games/mass-effect-3/ps3-110697,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419","March 5, 2013",http://www.ign.com/articles/2012/08/31/mass-effect-3-leviathan-dlc-review-2,Mass Effect 3: Leviathan,http://www.ign.com/games/mass-effect-3-leviathan/ps3-138915
8.1,Great,"Mass Effect 3: Leviathan is a downloadable content episode for Mass Effect 3.

Something lurks in the dark corners of space, something powerful enough to kill a Reaper. Shepard must discover the most closely guarded secret in the galaxy before the Reapers silence it forever.

Mass Effect 3: Leviathan expands upon the events of Mass Effect 3, with gripping and emotional storytelling, compelling new characters, and powerful weapons and upgrades. Unravel the dark history about the Reapers as you race across the galaxy to discover the Leviathan.",BioWare,RPG,7.5,Good,PC Xbox 360 PS3,,Electronic Arts,M for Mature,,"http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505,http://www.ign.com/games/the-witcher-3/pc-134497,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","August 28, 2012",http://www.ign.com/articles/2012/08/31/mass-effect-3-leviathan-dlc-review-2,Mass Effect 3: Leviathan,http://www.ign.com/games/mass-effect-3-leviathan/pc-138919
