community_score,community_score_phrase,description,developers,genres,ign_score,ign_score_phrase,platforms,price,publisher,rating_category,rating_content,related_games,release_date,review_link,title
,,"Thanks to the celebrity editions of poker tournaments of Bravo, Texas Hold 'Em has become the new game of choice amongst the twentysomething set. Atlas Mobile zeroed in on this trend and has prepped a poker game of its own for its groovy For Prizes! lineup of skill-based games. Now, Hold 'Em Poker+ For Prizes! is not Texas Hold 'Em. It is a variation on the game of poker that does indeed share some similarity with Texas, but is also a very different game altogether. Based on ThwartPoker (by ThwartPoker, Inc.), Hold 'Em Poker+ For Prizes! levels the field by allowing players to pick their cards after viewing a three card flop.","Thwartpoker, Atlas Mobile",Card,9.0,Amazing,Cell,,Atlas Mobile,,,"http://www.ign.com/games/blackjack-cheater/cell-749134,http://www.ign.com/games/card-sharks/cell-754101,http://www.ign.com/games/jet-set-solitaire/cell-791356,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725","Apr 8, 2004",http://wireless.ign.com/articles/503/503359p1.html,Hold 'em Poker+ for Prizes!
,,,Vicarious Visions,Action,7.5,Good,Cell PSP NDS PC Cell Cell PC Cell GCN NNG GBA PC PS2 Mac Xbox,,Sony Pictures Mobile,,,"http://www.ign.com/games/just-cause-2/cell-14280725,http://www.ign.com/games/rayman/cell-567023,http://www.ign.com/games/galaxy-on-fire-2/cell-14270785,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725","May 11, 2004",http://wireless.ign.com/articles/516/516427p1.html,Spider-Man vs. Doc Ock
8.0,Great,"JAMDAT has crafted a golf game from all of the elements of Tiger Woods PGA Tour 2004, just without licensed players and real-life courses. If you're not familiar with the way the game works, JAMDAT has included a tutorial that nudges you along while you learn the ropes. Make sure you use the green overview so you know the course ahead, select your club, and fire up the swing meter. The swing meter is a multi-colored arc that appears around your player. Press the action key to begin filling the meter. When the ball reaches the small green silver, tap action again -- this selects the optimal amount of power. Then, the meter starts back down. Tap the action again when the meter crosses the bottom green silver -- this controls the accuracy of the shot.",JAMDAT,Sports,8.0,Great,Cell,,JAMDAT,,,"http://www.ign.com/games/beijing-2008/cell-787986,http://www.ign.com/games/captain-tsubasa-nankatsu-vs-toho/cell-848854,http://www.ign.com/games/freestyle-moto-x-ii-142665/cell-826649,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725","May 18, 2004",http://wireless.ign.com/articles/518/518592p1.html,JAMDAT Golf 2004
7.3,Good,"The cell adaptation of the blockbuster movie

is a multi-stage, side-scrolling action game that will remind you in many way ways of

mixed with a little

. Moving is attached to your phone's touchpad while shooting is assigned to the number keys. You must press different number keys depending on which direction you want to slash or shoot. For example, to shoot to the upper-left, you need to tap ""1."" The game follows the story of the film. You begin fighting Hyde and conclude in a showdown with Dracula. You have five lives to send Drac back to hell or you can try the game on ""easy"" mode (there are multiple difficulty settings), as you will discover a greater number of health and weapon power-ups.",Lavastorm Engineering,Action,6.0,Okay,Cell PS2 Xbox GBA,,Superscape,,,"http://www.ign.com/games/just-cause-2/cell-14280725,http://www.ign.com/games/rayman/cell-567023,http://www.ign.com/games/galaxy-on-fire-2/cell-14270785,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725","May 15, 2004",http://wireless.ign.com/articles/517/517806p1.html,Van Helsing
,,,,Puzzle,8.0,Great,Cell,,Mobliss,,,"http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/3d-tower-bloxx-deluxe/cell-14232300,http://www.ign.com/games/xxx-puzzle/cell-761657,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725","Aug 1, 2003",http://wireless.ign.com/articles/516/516975p1.html,Jumble
7.6,Good,"The classic Worms game-play remains unchanged, featuring turn-based fighting and relying on the player to judge the trajectory and strength of their shots in order to inflict maximum damage on opponents, but this time in glorious 3D. Favorite weapons such as bazookas, grenades, dynamite, air strikes and sheep are all present with, the addition of brand new weapons designed to take advantage of the new liberating 3D landscape. With a multitude of tactics available, coupled with the ever changing, randomly generated landscapes, Worms 3D promises to take Worms' award-winning gameplay to the next level.",Team17 Software,"Turn-Based, Strategy",7.5,Good,PC GCN Xbox PS2 GBA Mac,29.99 USD,"SEGA, Acclaim Entertainment",T for Teen,Cartoon Violence,"http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","March 11, 2004",http://pc.ign.com/articles/520/520679p1.html,Worms 3D
7.2,Good,"EYE TOY: GROOVE is the successor to EYE TOY: Play, Sony's first Eye Toy game for the PS2. The Eye Toy, for players unfamiliar with it, is a camera that connects to the PS2 and projects a mirror image of the player on the screen. It recognizes hand and body movements, turning the player's body into the controller. In single-player mode, dots appear and move toward one of six these circles on the screen as music plays. The goal is to move your hand over the circle as the dot moves over it. Timing is everything, of course: getting the dot and circle lined up exactly scores you bonus points. As levels progress, the game throws in extra challenges. Dots with trails behind them make you shake your hand over the circle for a few extra seconds. The circles can also change into arrows for your hands to follow. A few times per round, the game will move into pose mode, asking players to strike the indicated pose to score points. In addition to the single-player game, EYE TOY: GROOVE includes a multiplayer mode for up to four people and a custom mode where players can create their own moves. In multiplayer mode, players can either challenge each other or work together to clear the dots. With these different modes, EYE TOY: GROOVE is a great party game. Eye Toy fanatics will enjoy the new challenges in Groove, and newcomers can see what the Eye Toy is all about.",SIE London Studio,Party,7.5,Good,PS2,25.99 USD,Sony Computer Entertainment,E for Everyone,Mild Lyrics,"http://www.ign.com/games/spongebob-squarepants-featuring-nicktoons-globs-of-doom/ps2-14256560,http://www.ign.com/games/eyetoy-play/ps2-570957,http://www.ign.com/games/spongebob-squarepants-lights-camera-pants/ps2-727054,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","April 20, 2004",http://ps2.ign.com/articles/507/507854p1.html,EyeToy: Groove
8.2,Great,"A violent action game from Rockstar, Manhunt is the story of James Earl Cash, a man previously thought dead who wakes up in a town filled with deadly gangs. Guided only by the whispers of a man named ""The Director"" through his earpiece, Cash must find whatever he can to survive the night. 

Players must make strategic choices as to which weapons to use, ranging from silent and stealthy to loud and destructive. Everyday items may be the key to your survival, as plastic bags become instruments of strangulation, and shards of glass your defensive weapons. Escape the nightmare that is Carcer City and maybe you'll learn the identity of the mysterious ""Director"".",Rockstar North,"Third-Person, Action",8.3,Great,PC PS3 Xbox PS2 PS4,19.99 USD,Rockstar  Games,M for Mature,"Blood and Gore, Intense Violence, Strong Language","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","April 20, 2004",http://pc.ign.com/articles/507/507836p1.html,Manhunt
8.1,Great,"A violent action game from Rockstar, Manhunt is the story of James Earl Cash, a man previously thought dead who wakes up in a town filled with deadly gangs. Guided only by the whispers of a man named ""The Director"" through his earpiece, Cash must find whatever he can to survive the night. 

Players must make strategic choices as to which weapons to use, ranging from silent and stealthy to loud and destructive. Everyday items may be the key to your survival, as plastic bags become instruments of strangulation, and shards of glass your defensive weapons. Escape the nightmare that is Carcer City and maybe you'll learn the identity of the mysterious ""Director"".",Rockstar North,"Third-Person, Action",8.3,Great,Xbox PS3 PS2 PC PS4,19.99 USD,Rockstar  Games,M for Mature,"Blood and Gore, Intense Violence, Strong Language","http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","April 20, 2004",http://xbox.ign.com/articles/507/507777p1.html,Manhunt
10,Masterpiece,"For millions of years, our sun provided life on Earth with all the energy it needed. Then, on 25 June 2019, an alien species decided to hijack this energy source for its own ends – sucking all mankind into a savage struggle for survival…",Gameloft,Shooter,9.0,Amazing,Cell,,Gameloft,,,"http://www.ign.com/games/micro-counter-strike/cell-14271633,http://www.ign.com/games/bioshock-mobile/cell-14234779,http://www.ign.com/games/call-of-duty-black-ops/cell-75028,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725","Dec 1, 2003",http://wireless.ign.com/articles/507/507640p1.html,Planet Zero
7.9,Good,"Play as an acrobatic Prince who can run on walls, swing off poles, jump and flip, and much, much more. Using the Sands of Time, players can slow, stop and even reverse the flow of time to their advantage.",Gameloft,Platformer,9.5,Amazing,Cell PS2 Xbox PC GCN PS3 GBA,,Gameloft,,,"http://www.ign.com/games/sonic-the-hedgehog-1/cell-811341,http://www.ign.com/games/earthworm-jim-hd/cell-26624,http://www.ign.com/games/betty-big-head/cell-55382,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725","Nov 1, 2003",http://wireless.ign.com/articles/507/507269p1.html,Prince of Persia: The Sands of Time
,,"An exact port of the Famicom/NES classic game for the Game Boy Advance handheld system in commemoration of the 20th Anniversary legacy of the original Nintendo Famicom system (and the release of the Famicom Edition Game Boy Advance SP system). In this vertical blaster that set the pace for a multitue of ensuing classics from Husdon Soft, blast the alien force into oblivion!",Hudson Soft,Action,4.0,Bad,GBA,,Nintendo,,,"http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/dragon-ball-z-the-legacy-of-goku/gba-17519,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508",Japan only,http://gameboy.ign.com/articles/500/500565p1.html,Star Soldier
,,"Blue Lava Wireless and developer Vanguard are keeping the ball rolling with Pinball Dragon. Pinball Dragon only has a single board, but the board is full of all the bells and whistles you expect to find on a pinball table -- bumpers, buzzers, ramps, flippers, etc. Pinball Dragon also has a variety of special events, triggered by nailing the right bumpers. Rings and shields appear in the center of the screen, and if you manage to hit the object three times, you can unlock special modes like multi-ball.",Vanguard,Pinball,7.5,Good,Cell,,Blue Lava Wireless,,,"http://www.ign.com/games/pac-man-pinball/cell-716630,http://www.ign.com/games/pac-man-pinball-2/cell-14297637,http://www.ign.com/games/cs-garfield-pinball/cell-679992,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725","Jan 1, 2004",http://wireless.ign.com/articles/500/500576p1.html,Pinball Dragon
8.8,Great,"An exact port of the Famicom/NES classic game for the Game Boy Advance handheld system in commemoration of the 20th Anniversary legacy of the original Nintendo Famicom system (and the release of the Famicom Edition Game Boy Advance SP system). It's a game of cops and robbers in this classic Namco platformer, so grab all the loot before the criminal Meowkies catch you and help Mappy save the day",Namco,Action,7.0,Good,GBA,,Nintendo,,,"http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/dragon-ball-z-the-legacy-of-goku/gba-17519,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508",Japan only,http://gameboy.ign.com/articles/500/500164p1.html,Mappy
8.8,Great,"Touted as the most realistic WWII flight simulation game to date, IL-2: Forgotten Battles soars to new heights with this exhilarating expansion pack. Adding 20 authentic new aircraft, three never-explored environments, and 30 demading new missions, Ace will plunge you deeper than ever into the perilous world of a WWII fighter pilot.",1C Company,Flight,8.4,Great,PC,19.99 USD,Ubisoft,T for Teen,Violence,"http://www.ign.com/games/squadron-42/pc-20046151,http://www.ign.com/games/star-citizen/pc-144978,http://www.ign.com/games/microsoft-flight/pc-83711,http://www.ign.com/games/mechwarrior-online/pc-18954,http://www.ign.com/games/stardew-valley/pc-20001247,http://www.ign.com/games/omerta-city-of-gangsters-134706/pc-129676,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",March 2004,http://pc.ign.com/articles/500/500346p1.html,IL-2 Sturmovik: Forgotten Battles -- Ace Expansion Pack
7.7,Good,"Capcom's

series takes a departure from its single player roots in the new multiplayer fighting game,

for the PlayStation 2. Including familiar story elements and gameplay mechanics such as absorbing enemy souls,

focuses on a unique fighting engine where up to four players can battle simultaneously. Fighting takes place in multi-tiered, ancient Japanese styled environments, as well as a few special levels inspired by other classic Capcom games. Fourteen fighters from the

universe are selectable from the start of the game, and over a dozen hidden characters (including Capcom's famed Mega Man) await players.",Capcom Production Studio 2,Fighting,7.0,Good,PS2,19.99 USD,Capcom,T for Teen,"Suggestive Themes, Violence","http://www.ign.com/games/tekken-5/ps2-681191,http://www.ign.com/games/mortal-kombat-shaolin-monks/ps2-709115,http://www.ign.com/games/dragon-ball-z-budokai-3/ps2-679951,http://www.ign.com/games/amplitude/ps2-17285,http://www.ign.com/games/mortal-kombat-shaolin-monks/ps2-709115,http://www.ign.com/games/atari-racing-collection/ps2-483265,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","March 23, 2004",http://ps2.ign.com/articles/500/500079p1.html,Onimusha Blade Warriors
8.5,Great,"Mario vs. Donkey Kong is an action-puzzle game that places you in the shoes of Mario as you attempt to recover toys that were stolen by Donkey Kong. Over forty stages will be present in the game. Mario vs. Donkey Kong branches the theme out into a toy story/factory setting where Mario must rescue toy versions of himself stolen by Donkey Kong by using all sorts of platform hopping and switch flipping skills. At the end of a world's set of challenges, Mario must lead his collected toys like lemmings back to the toychest... a unique challenge new to the series. There are also boss battle challenges as well as extras that get unlocked as players leap through the areas collecting absolutely everything.",NST,Action,8.5,Great,GBA 3DS Wii U,34.99 USD,Nintendo,E for Everyone,Mild Cartoon Violence,"http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/dragon-ball-z-the-legacy-of-goku/gba-17519,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508","May 24, 2004",http://gameboy.ign.com/articles/518/518351p1.html,Mario vs. Donkey Kong
8.2,Great,"The latest baseball offering from 989 Studios is the only baseball game to offer strike zones proportional to individual hitters. Utilizing the PS2's analog buttons, players can now also take advantage of pressure sensitive pitching. Graphically, the game received a complete overhaul -- and all stadiums are designed with city specific details including haze, water effects, fireworks, and animated objects.

will also offer 78 Cooperstown legends, 6 old-time stadiums, throwbacks galore, online play similar to other 989 products (chats, tournaments, leaderboards), as well as all new voice recognition commands that will enable you to shift your outfield and call pitches with words rather than buttons.",989 Sports,Sports,7.9,Good,PS2 PS,17.99 USD,Sony Computer Entertainment,E for Everyone,,"http://www.ign.com/games/madden-nfl-2001/ps2-14286,http://www.ign.com/games/tony-hawks-underground/ps2-545800,http://www.ign.com/games/tony-hawks-pro-skater-4/ps2-482065,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","March 16, 2004",http://ps2.ign.com/articles/499/499623p1.html,MLB 2005
,,"Aces of World War I is a cellphone game that mixes strategy with a little Warlords action. You control either the Axis and the Allies, each team positioned on opposite ends of the board. Now, each team has two bases, surrounded by defensive anti-aircraft guns designed to ward off intrusions. But the main action is sending your six squadrons of fighter planes into the field to dogfight the enemy, and eventually, take the Axis bases. Each turn begins with a roll of the dice. If you roll a six, you must move the full six spaces, even if that means you overshoot the enemy unit. If you do manage a roll that puts you in an adjacent square, you can attack -- the nature of which differs depending on the square you're in.  Card tactics also come into play as cards allow for specific types of attacks and maneuvers in the sky.",Pixel Dust Games,Strategy,8.0,Great,Cell,,Pixel Dust Games,,,"http://www.ign.com/games/1503-ad-the-new-world/cell-715837,http://www.ign.com/games/command-and-conquer-3-deluxe-edition/cell-14233838,http://www.ign.com/games/tower-defense/cell-14222819,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725","Mar 16, 2004",http://wireless.ign.com/articles/499/499788p1.html,Aces of WWI
