community_score,community_score_phrase,description,developers,genres,ign_score,ign_score_phrase,platforms,price,publisher,rating_category,rating_content,related_games,release_date,review_link,title
7.2,Good,"Sin Tzu, cunning master of strategy and martial arts, makes history as the first Batman character to debut in a video game. To commemorate this event, DC Comics and Warner Bros. have showcased the talents of veteran scriptwriter Flint Dille and reknown comic book artist, Jim Lee as Sin Tzu's co-creators and character designers. The third-person action game lets up to two players join forces as Batman and Robin or Nightwing and Batgirl and take on the scum of Gotham City. Utilizing 35 different attacks and plenty of Bat-gadgets, players fight their way through 12 levels, from the Gotham City Docks to the infamous Arkham Asylum.","Ubisoft Montreal, Warner Bros.  Interactive","Third-Person, Action",6.5,Okay,PS2 GBA Xbox GCN PC,19.99 USD,Ubisoft,T for Teen,Mild Realistic Violence,"http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","October 16, 2003",http://ps2.ign.com/articles/455/455468p1.html,Batman: Rise of Sin Tzu
9.1,Amazing,"EA takes its snowboarding series to higher ground -- this time, to the tippy-top slopes of three fully-modeled mountains for players to explore and shred. It's a revolution inspired by free-roam success of Rockstar's

franchise, but EA has made the idea all its own by filling each mountain with miles of terrain to explored and a variety of challenges, course races, stunts and rival encounters to compete against. New to the series beyond the open course structure is the boardpress move (much like the ""manual"" in other extreme sports games) for stringing combos together across flatlands, extreme weather affects that affect rider physics and can even bring an avalanche down on players, 3-level Uber tricks, handplant tricks, improvements in character customization, and even online head-to-head play on the PlayStation 2.",EA Canada,"Extreme Sports, Sports",9.5,Amazing,PS2 GBA GCN Xbox Giz,19.99 USD,Electronic Arts,E for Everyone,"Comic Mischief, Mild Violence","http://www.ign.com/games/madden-nfl-2001/ps2-14286,http://www.ign.com/games/tony-hawks-underground/ps2-545800,http://www.ign.com/games/tony-hawks-pro-skater-4/ps2-482065,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","October 21, 2003",http://ps2.ign.com/articles/455/455424p1.html,SSX 3
8.6,Great,"Sequel to 2D sidescroller Mega Man Zero. In Zero's first mission, the human researcher, Ciel, recruits the legendary warrior to fight against the anti-reploid organization ""Neo Arcadia"". Together, Zero and Ciel create a resistance group and put a stop to the senseless aggressions from the NAO. Once again humans and robot reploids are able to live in harmony. But for how long? In this next mission, Zero falls prey to a trap set by Neo Arcadia's newly, self-appointed and ruthless commander. His plan is to trick Zero and use him to wreak chaos between reploids and humans once again. But, can he succeed? Features a new weapon customization system, a more user-friendly Cyber-Elf collection system, two-player link-up, and improved special effects.","Capcom, Inti Creates",Action,8.0,Great,GBA Wii U,17.99 USD,Capcom,E for Everyone,Cartoon Violence,"http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/dragon-ball-z-the-legacy-of-goku/gba-17519,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508","October 14, 2003",http://gameboy.ign.com/articles/455/455426p1.html,Mega Man Zero 2
9.0,Amazing,"EA takes its snowboarding series to higher ground -- this time, to the tippy-top slopes of three fully-modeled mountains for players to explore and shred. It's a revolution inspired by free-roam success of Rockstar's

franchise, but EA has made the idea all its own by filling each mountain with miles of terrain to explored and a variety of challenges, course races, stunts and rival encounters to compete against. New to the series beyond the open course structure is the boardpress move (much like the ""manual"" in other extreme sports games) for stringing combos together across flatlands, extreme weather affects that affect rider physics and can even bring an avalanche down on players, 3-level Uber tricks, handplant tricks, and improvements in character customization.",EA Canada,"Extreme Sports, Sports",9.3,Amazing,GCN GBA Xbox Giz PS2,19.99 USD,Electronic Arts,E for Everyone,"Mild Animated Violence, Mild Realistic Violence","http://www.ign.com/games/bmx-xxx/gcn-17510,http://www.ign.com/games/mario-superstar-baseball/gcn-716495,http://www.ign.com/games/madden-nfl-2006/gcn-698630,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713","October 20, 2003",http://cube.ign.com/articles/455/455472p1.html,SSX 3
9.1,Amazing,"The fifth installment of the hugely popular Yuke's-developed PSOne/PS2-exclusive wrestling series,

adds several new modes and features. Play as your favorite WWE wrestler, or create your own Superstar and take them through story modes created by the real WWE staff writers. Build up Superstar abilities, and unlock hidden elements by earning money. 

Improved controls add to the action, and a new countering and interactive submission system takes the pain to a whole new level. New match types such as First Blood, Bra and Panty, and Elimination Chamber, along with improved audio, Superstar voiceovers, dynamic camera transitions, and more-realistic animations make the fifth

a force to be reckoned with.",Yuke's Media Creations,Wrestling,9.1,Amazing,PS2,19.99 USD,"THQ, JAKKS Pacific",T for Teen,Realistic Violence,"http://www.ign.com/games/wwe-smackdown-vs-raw-2011/ps2-73314,http://www.ign.com/games/wwe-smackdown-vs-raw-2008/ps2-882477,http://www.ign.com/games/wwe-smackdown-vs-raw-2007/ps2-820800,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","October 27, 2003",http://ps2.ign.com/articles/456/456414p1.html,WWE SmackDown! Here Comes the Pain
8.0,Great,"Top Gear Rally features fast-paced racing through a variety of courses where players battle opponents as well as environmental hazards, tricky terrain and treacherous weather conditions. Mud, snow, ice, rain, dirt, gravel, trees and jumps are all a part of this on- and off-road rally game. Players can choose from a wide variety of vehicles that they can customize, plus they earn more vehicles as they progress.

Top Gear Rally is simple to operate and has an easy-to-execute drift maneuver for cornering at optimum speeds – and more advanced players can enjoy the all-new challenging courses and authentic 3-D rally racing. As an added feature, players will be able to go to a special Web site, enter codes they obtain in the game, and see how they rank against other rally racers worldwide.",Tantalus,Racing,8.0,Great,GBA N64 PC,12.99 USD,"Nintendo, Kemco",E for Everyone,No Descriptors,"http://www.ign.com/games/mario-kart-super-circuit/gba-15249,http://www.ign.com/games/moto-racer-advance/gba-482173,http://www.ign.com/games/disney-sports-motocross/gba-490740,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508","October 27, 2003",http://gameboy.ign.com/articles/456/456514p1.html,Top Gear Rally
7.7,Good,"Designed for gamers of all audiences, Grabbed by the Ghoulies is a humorous beat-'em-up action-adventure game that takes place in a haunted house full of crazed ghoulies. Gamers take the role of Cooper, a kid on a mission to rescue his girlfriend, who has been ""grabbed by the ghoulies."" Players venture through more than 50 rooms and 100 levels within haunted and ominous Ghoulhaven Hall, battling it out with a variety of monsters while trying to escape the many tricks, traps and shocks awaiting them along the way. Grabbed by the Ghoulies features an ensemble of outrageous characters, super-scary surprises and tons of hilarious weapons to keep the baddies at bay. The British expression ""grabbed by the ghoulies"" translates to ""grabbed by the balls.""",Rare,"Third-Person, Action",7.0,Good,Xbox Xbox 360,19.99 USD,Microsoft,E for Everyone,Mild Realistic Violence,"http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","October 21, 2003",http://xbox.ign.com/articles/455/455857p1.html,Grabbed by the Ghoulies
8.6,Great,"This realtime strategy title gives you control of one of seven major civilizations, all historically based: US, UK, Russia, China, Korea, and the Franks. From the middle ages to World War II players will battle for control over 1000 years of history. With weapons and tactics that reflect the uniqueness of each civilization, players will have to master every aspect of their empire as they battle over land, sea and air against equally ambitious opponents. Whether you play the single player campaigns or challenge a friend in multiplayer mode, the cutting edge graphics and cultural diversity will keep you coming back for more.",Activision,"Real-Time, Strategy",8.8,Great,PC,9.99 USD,Stainless Steel Studios,T for Teen,"Blood, Violence","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Oct 21, 2003",http://pc.ign.com/articles/456/456272p1.html,Empires: Dawn of the Modern World
7.5,Good,"GBA update of the classic 16-bit Konami beat 'em up, faithfully recreating the universe of FoxBox's TMNT animated series. Players can choose to be their favorite Teenage Mutant Ninja Turtle and master their ultimate ninja skills in an action packed world. As Leonardo, Michelangelo, Donatello or Raphael, one or two players run, jump, climb, and crash their way through five stages on a collision course with The Shredder and his vile pack of Foot Ninjas. The game features more than 16 levels, over 20 characters, four difficulty settings, and a variety of gameplay styles, including riding a motorcycle, skateboarding, climbing and more.",Konami,Fighting,6.9,Okay,GBA PS2 PC GCN Xbox,8.99 USD,Konami,E for Everyone,"Animated Violence, Realistic Violence","http://www.ign.com/games/sonic-battle/gba-552368,http://www.ign.com/games/dragon-ball-z-supersonic-warriors/gba-667042,http://www.ign.com/games/mortal-kombat-tournament-edition/gba-536084,http://www.ign.com/games/mario-kart-super-circuit/gba-15249,http://www.ign.com/games/mario-golf-advance-tour/gba-550432,http://www.ign.com/games/super-monkey-ball-jr/gba-480095,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508","October 21, 2003",http://gameboy.ign.com/articles/456/456109p1.html,Teenage Mutant Ninja Turtles [2003]
9.3,Amazing,"From the dark and seedy streets of Liberty City's underworld to the glamorous hedonism of Vice City in the 1980s. Two towns, each brimming with limitless delights and degradation, where anything can happen. Two criminal sagas of greed and desperation that will take you into the world of Grand Theft Auto.

This collectible double-pack release (and entry in the Greatest Hits line) features two of the highest-selling PlayStation 2 titles from Rockstar: Grand Theft Auto: Vice City and Grand Theft Auto III. There are no additional features in the re-issue.","Rockstar North, DMA Design","Third-Person, Action",9.7,Amazing,PS2 Xbox,39.99 USD,"Rockstar  Games, Take-Two Interactive",M for Mature,Strong Sexual Content,"http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/god-of-war/ps2-661321,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","October 21, 2003",http://ps2.ign.com/articles/456/456075p1.html,Grand Theft Auto Double Pack: Grand Theft Auto III & Grand Theft Auto: Vice City
7.4,Good,"Sin Tzu, cunning master of strategy and martial arts, makes history as the first Batman character to debut in a video game. To commemorate this event, DC Comics and Warner Bros. have showcased the talents of veteran scriptwriter Flint Dille and reknown comic book artist, Jim Lee as Sin Tzu's co-creators and character designers. The third-person action game lets up to two players join forces as Batman and Robin or Nightwing and Batgirl and take on the scum of Gotham City. Utilizing 35 different attacks and plenty of Bat-gadgets, players fight their way through 12 levels, from the Gotham City Docks to the infamous Arkham Asylum.","Ubisoft Montreal, Warner Bros.  Interactive","Third-Person, Action",6.5,Okay,Xbox PS2 GBA GCN PC,14.99 USD,Ubisoft,T for Teen,Mild Realistic Violence,"http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","Oct 17, 2003",http://xbox.ign.com/articles/456/456089p1.html,Batman: Rise of Sin Tzu
6.4,Okay,"SeaWorld Adventure Park Tycoon is your chance to build the greatest theme park in the world! As the park manager, you will have the chance of a lifetime to construct new attractions, maintain them to keep your customers happy, hire and fire staff, and of course collect admission fees. The game features actual SeaWorld attractions and rides, such as the Great White Rollercoaster and Shamu Stadium.",Activision Value,"Economic, Simulation",7.5,Good,PC,,Activision Value,E for Everyone,,"http://www.ign.com/games/civilization-beyond-earth/pc-20016115,http://www.ign.com/games/simcity/pc-128952,http://www.ign.com/games/civilization-beyond-earth-rising-tide/pc-20040683,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","October 22, 2003",http://pc.ign.com/articles/456/456129p1.html,Sea World Adventure Park Tycoon
9.1,Amazing,"Remedy, the developers of the original Max Payne title have joined forces with Rockstar Games to create the dark and gritty sequel

for PlayStation 2, Xbox and PC. The bullet-time fight sequences that made the first title famous are back, and are more stylish than ever. 

A revamped physics engine and detailed interactive environments turn slow-motion shootout levels into breathtaking cinematic experiences. Rockstar Games has ensured the production values in this tragic film-noir love story are top notch, complete with movie quality voice acting, motion capture, and roller-coaster storyline.",Remedy,"Third-Person, Shooter",9.4,Amazing,PC Xbox 360 Xbox PS2,19.99 USD,Rockstar  Games,M for Mature,"Blood, Intense Violence, Mature Sexual Themes, Strong Language","http://www.ign.com/games/ghost-recon-wildlands/pc-20038799,http://www.ign.com/games/tom-clancys-the-division/pc-20004178,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/pc-20007853,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","October 15, 2003",http://pc.ign.com/articles/455/455259p1.html,Max Payne 2: The Fall of Max Payne
7.4,Good,"Faithful port of Capcom's cel-shaded PlayStation 2 racer, sans online support. The game features nine tracks in all, eight normal and one hidden, and 69 real-world, licensed vehicles -- presented anime-style thanks to the toon-shading technique. Players can choose from arcade mode, a standard enter and race scenario, garage life, which is the career mode of the game, and VJ and Theater, an arena enabling players to watch, edit and direct race replays of their choice. Cars can be fully customized down to the tires, brakes, suspension, turbine kits, mufflers, transmissions and more with hundreds of parts to choose from. Supports two-player split-screen racing.",Capcom Production Studio 1,Racing,5.5,Mediocre,GCN PS2 Xbox,39.99 USD,Capcom,E for Everyone,Suitable for Persons Ages Six and Older,"http://www.ign.com/games/action-replay-ultimate-codes-mario-kart-double-dash/gcn-16574,http://www.ign.com/games/kirby-air-ride/gcn-499716,http://www.ign.com/games/need-for-speed-most-wanted/gcn-740900,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713","October 1, 2003",http://cube.ign.com/articles/455/455219p1.html,Auto Modellista
7.1,Good,"Action game, based on the TV series. Take the wheel of the Zebra 3 with two of the coolest undercover cops in town. Join the soft-spoken Hutch and the street-wise Starsky, as they solve the toughest cases in the roughest neighborhoods -- battling the hard-nosed but lovable Captain to fight crime in their own unconventional way. And with the assistance of the always suave and cool Huggy Bear, they stop the criminals every time. Features more than 25 square miles of free-roaming driving action in ""Bay City,"" the actual city from the Starsky & Hutch TV series meticulously reproduced in polygonal form. Gameplay consists of mission-based driving and shooting gameplay with a variety of control methods: steering wheel driving and shooting at the same time is possible - in either one or two player mode.",Mind's Eye Productions,Racing,5.5,Mediocre,PC PS2 GBA Xbox GCN,4.99 USD,"Empire Interactive, Gotham Games",T for Teen,"Animated Violence, Realistic Violence","http://www.ign.com/games/forza-horizon-3/pc-20054784,http://www.ign.com/games/flatout-4/pc-20068143,http://www.ign.com/games/ubisoft-the-crew/pc-20000080,http://www.ign.com/games/lords-of-the-fallen/pc-131477,http://www.ign.com/games/ubisoft-the-crew/pc-20000080,http://www.ign.com/games/guacamelee/pc-20003228,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Sep 10, 2003",http://pc.ign.com/articles/455/455148p1.html,Starsky & Hutch
7.7,Good,"The all-conquering skateboarding game comes to the Nokia N-Gage game deck, featuring a specially tuned version of the legendary control system, levels taken from three different versions of the game and Bluetooth multiplayer capabilities.","Neversoft Entertainment, Ideaworks 3D","Extreme Sports, Sports",8.8,Great,NNG N64 PS GBC DC,6.99 USD,Activision,T for Teen,Mild Lyrics,"http://www.ign.com/games/mlb-slam/nng-573343,http://www.ign.com/games/virtua-tennis/nng-573374,http://www.ign.com/games/fifa-2004/nng-608300,http://www.ign.com/games/operation-shadow/nng-616991,http://www.ign.com/games/the-king-of-fighters-extreme/nng-682883,http://www.ign.com/games/hooked-on-creatures-of-the-deep/nng-827268","October 13, 2003",http://ngage.ign.com/articles/455/455272p1.html,Tony Hawk's Pro Skater
