community_score,community_score_phrase,description,developers,genres,ign_score,ign_score_phrase,platforms,price,publisher,rating_category,rating_content,related_games,release_date,review_link,title,url
5.7,Mediocre,"Got an itch to shoot some 8 Ball but you don't own a table and it's miles to the nearest pool hall? Just pop VIRTUAL POOL into your PlayStation and you're good to go. Multiple points-of-view enhance the play and make this a true billiards experience. Need to check out that shot from a different angle? Walk all the way around the table, duck to eye level with the felt, even get a birds-eye-view from directly overhead. Want to bank it off two sidewalls and sink it in the corner pocket? With precise cue stick control, you can put the right amount of English on the ball. VIRTUAL POOL gives you the chance to practice your shots in single-player Free Pool mode, and you can even learn to master some tricks of the trade from Machine Gun Lou Butera through the use of full-motion video clips. With multiple games to choose from such as 8 Ball, 9 Ball, Rotation, and Straight Pool, you can play single-player against the computer or invite a friend over and attempt to hustle him in Two-Player mode. Either way, you call the shots in VIRTUAL POOL.",Celeris Corporation,Sports,7.0,Good,PS PC PC PC Mac,25.99 USD,Interplay,E for Everyone,No Descriptors,"http://www.ign.com/games/ncaa-football-2001/ps-14657,http://www.ign.com/games/nhl-2001/ps-14658,http://www.ign.com/games/tony-hawks-pro-skater-2/ps-14304,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Nov 17, 1997",http://psx.ign.com/articles/150/150731p1.html,Virtual Pool,http://www.ign.com/games/virtual-pool/ps-731
7.2,Good,"If you are a true pinball aficionado then PRO PINBALL is worth your while. It offers everything that your typical modern pinball table has, like a three flipper configuration, bumpers, elevated rails, magnets, ramps, sink holes, and ball locks meaning you can have up to six balls going at any given time! There's even a dot-matrix display with little video movies and challenges, resulting in the most realistic pinball simulation you've ever seen. The table you are playing on is called the Web, which will deliver a solid pinball experience. In the game, the player must accomplish several different goals and objectives on The Web, with lots of scoring opportunities along the way. PRO PINBALL also provides six different table views, giving you every possible angle.",Empire Interactive,Pinball,8.0,Great,PS PC Saturn,25.99 USD,Interplay,,,"http://www.ign.com/games/the-pinball-3d/ps-12804,http://www.ign.com/games/hyper-3d-pinball/ps-436,http://www.ign.com/games/dragon-beat-legend-of-pinball/ps-10039,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","May 27, 1997",http://psx.ign.com/articles/150/150756p1.html,Pro-Pinball,http://www.ign.com/games/pro-pinball/ps-756
7.6,Good,"After you magical sword kills your father, the King, your brother accuses you of murder. You are found guilty and sentenced to burn at the stake. With the flames rising around you, you call out for help an agent of the devil saves you, but you must pay with your soul. Now, you are the guardian of a wicked castle, and your sole purpose is to lure and kill adventurers in hopes of reviving Satan. However, you do not face the adventurers directly. You must place traps around the castle and use yourself as bait to lure the invaders into the traps. Do you kill for gold, sacrifice souls for magic, or try to keep the bodies around to create monsters? The choices are yours in TECMO'S DECEPTION: Invitation to Darkness.",Tecmo,Strategy,7.0,Good,PS PSP PS3 Vita,51.99 USD,Tecmo,T for Teen,"Blood, Animated Violence","http://www.ign.com/games/final-fantasy-tactics/ps-26,http://www.ign.com/games/age-of-empires/ps-20051961,http://www.ign.com/games/command-and-conquer-red-alert/ps-2198,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Jun 1, 1997",http://psx.ign.com/articles/150/150755p1.html,Deception: Invitation to Darkness,http://www.ign.com/games/deception-invitation-to-darkness/ps-755
4.7,Bad,"PEAK PERFORMANCE is a racing game based on the Chevrolet Pikes Peak International Hill Climb. The signature course, Pikes Peak Hill Climb, is a solitary climb up a mountain, with more turns on one track than most have in an entire game. This track, as with half of the other four courses, features a combination of dirt and pavement in both urban and rural settings, providing enough variety and difficulty to keep things interesting. Each of the game's 25 cars has its own feel, giving the game a good amount of depth and keeping the replay value high. Each car can also be colored, named, and completely customized, right down to the wheels.",Cave,Racing,7.0,Good,PS,49.99 USD,Atlus,E for Everyone,No Descriptors,"http://www.ign.com/games/gran-turismo-1998/ps-2226,http://www.ign.com/games/crash-team-racing/ps-11595,http://www.ign.com/games/gran-turismo-2/ps-11426,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Nov 17, 1997",http://psx.ign.com/articles/152/152100p1.html,Peak Performance,http://www.ign.com/games/peak-performance/ps-2100
3.2,Awful,"INDEPENDENCE DAY brings the alien blasting action of the movie to the PlayStation. Aliens are invading Earth, and you are the only person who can stop them. Take the controls of a fighter plane and fight through 13 missions in cities across the globe. At the beginning of the game, your will pilot a F or A 18 Hornet, but power-ups scattered throughout the levels will unlock more powerful planes, including an alien fighter ship. Should your friends want a dogfight, challenge them with either the two-player split screen mode or use a link cable for some head-to-head competition. No matter how you play, voice work from Will Smith and full-motion video clips will make you think you are watching the movie. With Earth under attack, only the best of the best will be able to create another INDEPENDENCE DAY.",Radical Entertainment,Action,2.0,Painful,PS PC Saturn RZone Pinball Cell,28.99 USD,Fox Interactive,E for Everyone,Animated Violence,"http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","May 26, 1997",http://psx.ign.com/articles/151/151860p1.html,Independence Day,http://www.ign.com/games/independence-day/ps-1860
7.7,Good,"Late '80s arcade games often had unusual premises but very addictive gameplay; BUSTER BROTHERS was one of those games. Simply put, large balloons threatened the safety of the character at the bottom of the screen. His only chance at survival was to throw a spiked chain in the air to pop the balloon. However, this was no ordinary inflated piece of rubber: after being hit by a spike, the balloon would split into smaller, faster balloons that were harder to avoid. Luckily, the videogame gods made things easier by dropping power-ups from the sky. All of this excitement and action is brought to the PlayStation with BUSTER BROTHERS COLLECTION. Included in the package is the original BUSTER BROTHERS arcade game along with SUPER BUSTER BROTHERS and the never-released BUSTER BUDDIES.",Mitchell Corporation,Action,6.0,Okay,PS Arcade PS3 PSP,25.99 USD,Capcom,E for Everyone,No Descriptors,"http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","May 26, 1997",http://psx.ign.com/articles/150/150759p1.html,Buster Bros. Collection,http://www.ign.com/games/buster-bros-collection/ps-759
5.6,Mediocre,"After escaping from prison, the six Loaded's anti-heroes -- Loaded, Mamma, Bounca, Butch, Cap'n'hands, Sister Magpie and The Consumer -- take brutal revenge C.H.E.B., the betrayer who put them there. These maniacal killers will be slaying and destroying anything in the six levels forming their path, as C.H.E.B. meanwhile finds nothing better to do than evolve into a monstrous being hell-bent on universal domination!

If you like your games violent, you're in for a sick treat with Re-Loaded, the sequel to the popular blood-fest shooter Loaded. Re-Loaded is set over a number of 3D levels each more harrowing than the last. The sound effects will have you cringing, and the character animations show each minuscule trait of the six maniacs. Characters range from armed robots to bloodthirsty cannibal girls, and each is vicious enough to destroy anything in its path. Choose your lunatic and blast, slash, and bite your way to sweet freedom.",Gremlin Interactive Limited,Shooter,4.0,Bad,PS PC PSP PS3 PC,,Interplay,M for Mature,"Blood, Gore, Animated Violence","http://www.ign.com/games/jake2/ps-10446,http://www.ign.com/games/duke-nukem-total-meltdown/ps-2194,http://www.ign.com/games/tom-clancys-rainbow-six/ps-12260,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Dec 1, 1996",http://psx.ign.com/articles/150/150041p1.html,Re-Loaded: The Hardcore Sequel,http://www.ign.com/games/re-loaded-the-hardcore-sequel/ps-41
7.8,Good,"The action of driving and crashing is back with DESTRUCTION DERBY 2. This time around, there are eight tracks that are longer and wider with jumps, flips, and criss-cross sections. Choose from three cars and join a Stock Car (slam and bash your way to first place) or Wreckin' Race (score points by slamming into other cars and causing big accidents). When crashes get really big, watch cars and debris fly into the air. Don't worry, though, a quick pit stop will fix most of the damage. If the idea of going around a track trying to hit your opponents gives you hives, then join the Destruction Derby and slam your way to victory. Enjoy all of the hard rock jams from some of the hottest bands that accompany all of the action. Do you have the skill and endurance to survive DESTRUCTION DERBY 2?",Psygnosis,Racing,7.2,Good,PS PC,56.99 USD,Psygnosis,E for Everyone,No Descriptors,"http://www.ign.com/games/gran-turismo-1998/ps-2226,http://www.ign.com/games/crash-team-racing/ps-11595,http://www.ign.com/games/gran-turismo-2/ps-11426,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Nov 1, 1996",http://psx.ign.com/articles/150/150007p1.html,Destruction Derby 2,http://www.ign.com/games/destruction-derby-2/ps-7
8.3,Great,"Kain was once a nobleman in Nosgoth. But when he was murdered, an evil spirit offers Kain the chance to return and get revenge. However, there is a catch: Kain must serve the evil spirit and will return as the vampire destroyer of Nosgoth. Rather than take eternal rest, Kain chooses revenge. You take control of the Vampire Lord Kain as he seeks revenge on his murderers and tries to destroy the evil spirit that he serves. These are not easy tasks though, and they will require Kain to transform into a bat, wolf, nobleman, and mist. When Kain is hurt, he must drink human blood or once again face death. Your intellect and well as your reaction time will be tested with the varied gameplay found in Blood Omen. Will Kain be able to get revenge and destroy his master?",Silicon Knights,Action,8.5,Great,PS PSP Saturn PC PS3,35.99 USD,Crystal Dynamics,M for Mature,"Animated Blood and Gore, Animated Violence","http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-tactics/ps-26,http://www.ign.com/games/alundra/ps-2018,http://www.ign.com/games/star-ocean-the-second-story/ps-4057,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","November 17, 1997",http://psx.ign.com/articles/152/152024p1.html,Blood Omen: Legacy of Kain,http://www.ign.com/games/blood-omen-legacy-of-kain/ps-2024
6.0,Okay,"Prepare yourself for dangerous underground combat action in TUNNEL B1 for the PlayStation. Command your specialized B1 hovercraft in fierce battles, as you attempt to bring down an evil madman intent on detonating a thermonuclear explosion and destroying the world. Traverse dark and ominous caverns, dank sewers, and winding tunnels at super speeds while blasting enemies and collecting hidden power-ups. Compete in frenzied, timed races against frightening drones which you must hunt down and eliminate, and fight fast helicopters and steel-hardened tanks determined to bring about your demise. Use all the weapons in your deadly arsenal including standard guns, powerful rockets, blistering lasers, flares and mines to do your job. You'll have to take out entrenched enemy gun turrets, unlock security doors to reach new and tougher stages, explore vast subterranean environments, and avoid devious traps in an intense quest to save humankind. In TUNNEL B1 only you and your gaming skills stand in the way of certain destruction.",Ocean,Action,6.0,Okay,PS Saturn,59.99 USD,Acclaim Entertainment,K-A for No Rating,Animated Violence,"http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Dec 15, 1996",http://psx.ign.com/articles/150/150058p1.html,Tunnel B-1,http://www.ign.com/games/tunnel-b-1/ps-58
7.8,Good,"Once again the minions of Hell are trying to take over the Earth, and it's up to a lone space Marine to travel to Hell to save the world. As the hero, you will have to make your way through narrow corridors and hallways, in levels designed especially for the Nintendo 64. Along the way, you will face many old foes including cyber demons, mutant space Marines, flaming skulls, and cacodemons. The classic DOOM weapons also make their return and include pistols, grenade launchers, and the awesome BFG 9000. In addition to obtaining weapons and killing everything in sight, finding key cards and switches are necessary to get to the end of each level. With the power of the Nintendo 64, several graphical improvements have been made the graphics engine renders a true 3D world, and new light sourcing effects create a new mood and atmosphere for the game. You're the only one who can save the Earth from demons in DOOM 64.",Midway  Games,"First-Person, Shooter",7.4,Good,N64 SNES PC 32X Amiga Mac GP32 GP32 Jaguar Xbox 360 iPhone Saturn GBA 3DO PS,4.99 USD,Midway  Games,M for Mature,"Animated Blood and Gore, Animated Violence","http://www.ign.com/games/goldeneye/n64-1991,http://www.ign.com/games/perfect-dark/n64-3906,http://www.ign.com/games/jet-force-gemini/n64-3862,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933","Apr. 02, 1997",http://ign64.ign.com/articles/150/150503p1.html,Doom 64,http://www.ign.com/games/doom/n64-503
7.6,Good,"NHL FACEOFF '97 has all the basic features you've come to expect from a hockey game. All 26 NHL teams from the 1997 season are included, and you'll find all the players as well. The Season mode lets you take a team through a full slate of games while you keep an eye on how the rest of the league is doing. Players can be traded from one team to another, and created as well. This is Sony's first PlayStation hockey series, and graphically it is considered one of the best-looking hockey games ever to appear on the system. You'll find all the action of the real game here, including wicked slap shots, hard body checks, and plenty of fancy skating and stick handling. Up to eight human players can duke it out via a multitap. So if you're looking for a complete hockey simulation, look no further than NHL FACEOFF '97.",Killer Game,Sports,8.0,Great,PS,24.99 USD,Sony Computer Entertainment,E for Everyone,Animated Violence,"http://www.ign.com/games/ncaa-football-2001/ps-14657,http://www.ign.com/games/nhl-2001/ps-14658,http://www.ign.com/games/tony-hawks-pro-skater-2/ps-14304,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Nov 17, 1997",http://psx.ign.com/articles/150/150753p1.html,NHL FaceOff '97,http://www.ign.com/games/nhl-faceoff-97/ps-753
8.9,Great,"Though the single-player mode is a bit of a step back from the SNES original, Mario Kart 64 still offers one of the best multiplayer experiences to be had on Nintendo 64. Like its predecessor, the title is once again a kart race featuring classic Nintendo mascots. This time around players can race as everybody from Mario himself to Luigi, Bowser, the Princess, Yoshi, Donkey Kong and Wario. Mario Kart 64 features a good selection of straightforward single-player levels that allow players to sabotage computer controlled opponents on the roadside with various power-up bonuses. But the main attraction is the addictive multiplayer mode in which up to four players can battle against each other through several arena-style environments.",Nintendo EAD,Racing,8.1,Great,N64 Wii Wii U iQ,39.99 USD,Nintendo,E for Everyone,,"http://www.ign.com/games/diddy-kong-racing/n64-2146,http://www.ign.com/games/f-zero-x/n64-418,http://www.ign.com/games/rush-2-extreme-racing-usa/n64-3852,http://www.ign.com/games/star-fox-64/n64-419,http://www.ign.com/games/diddy-kong-racing/n64-2146,http://www.ign.com/games/star-wars-rogue-squadron/n64-3964,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933","Feb. 10, 1997",http://ign64.ign.com/articles/150/150502p1.html,Mario Kart 64,http://www.ign.com/games/mario-kart-64/n64-502
9.0,Amazing,"If you crossed a puzzle game with Street Fighter the result would be Super Puzzle Fighter II Turbo. At the outset you choose a Street Fighter character like Ryu, Ken, or Chun Li. After choosing your warrior, he or she will help you place falling blocks into groups of four. When a crash crystal drops, you can use it to eliminate the grouped blocks. Do you have the reflexes to defeat Super Puzzle Fighter II Turbo?",Capcom,Puzzle,9.0,Amazing,PS PC Saturn Arcade,21.99 USD,Capcom,E for Everyone,Mild Violence,"http://www.ign.com/games/one-piece-mansion/ps-488410,http://www.ign.com/games/wheel-of-fortune-1998/ps-10374,http://www.ign.com/games/shanghai-true-valor/ps-11799,http://www.ign.com/games/crash-team-racing/ps-11595,http://www.ign.com/games/hot-shots-golf-2/ps-13666,http://www.ign.com/games/one-piece-mansion/ps-488410,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","January 22, 1997",http://psx.ign.com/articles/150/150728p1.html,Super Puzzle Fighter II Turbo,http://www.ign.com/games/super-puzzle-fighter-ii-turbo/ps-728
