community_score,community_score_phrase,description,developers,genres,ign_score,ign_score_phrase,platforms,price,publisher,rating_category,rating_content,related_games,release_date,review_link,title,url
7.9,Good,"Terror grips the land. The powerful and evil Sorcerer Silver has abducted the women of Jarrah for his treacherous purposes. Take control as David, a simple hero on a quest to save his beloved and defeat the almighty Silver. But it won't be easy. In order to succeed you'll need to recruit allies, master swordplay, learn the art of magic, and venture through hostile worlds teeming with Silver's corrupt followers.",Infogrames,RPG,7.1,Good,PC DC,,Infogrames,T for Teen,Animated Violence,"http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505,http://www.ign.com/games/the-witcher-3/pc-134497,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Sep 29, 1999",http://pc.ign.com/articles/161/161228p1.html,Silver,http://www.ign.com/games/silver/pc-11228
7.5,Good,"In NHL FACEOFF 2000 you can make trades, release slackers, create a player, and sign free agents. You'll get gameplay modes like Season, Exhibition, Quick Start. One new feature is Multi-Team play, which lets more than one user play within the same season and creates the potential for some great rivalries. FACEOFF 2000 is officially licensed and has all the real NHL teams and players.",SolWorks,Sports,6.8,Okay,PS,24.99 USD,"989 Sports, Sony Computer Entertainment",E for Everyone,Animated Violence,"http://www.ign.com/games/ncaa-football-2001/ps-14657,http://www.ign.com/games/nhl-2001/ps-14658,http://www.ign.com/games/tony-hawks-pro-skater-2/ps-14304,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","October 1, 1999",http://psx.ign.com/articles/162/162003p1.html,NHL FaceOff 2000,http://www.ign.com/games/nhl-faceoff-2000/ps-12003
8.5,Great,,Capcom,Fighting,8.8,Great,DC Arcade PS,49.99 USD,Capcom,T for Teen,Animated Violence,"http://www.ign.com/games/soulcalibur/dc-10953,http://www.ign.com/games/ultimate-fighting-championship/dc-14160,http://www.ign.com/games/power-stone/dc-10637,http://www.ign.com/games/baldurs-gate/dc-12490,http://www.ign.com/games/nba-2k1/dc-14602,http://www.ign.com/games/tony-hawks-pro-skater-2/dc-14676","October 7, 1999",http://dreamcast.ign.com/articles/159/159967p1.html,Marvel vs. Capcom: Clash of Super Heroes,http://www.ign.com/games/marvel-vs-capcom-clash-of-super-heroes/dc-9967
7.8,Good,"In this edition of the successful turn-based strategy series, the gameplay has been upgraded to fully 3D environments in which forests can burn, cities and airfields can be destroyed and the terrain alters as you crush and conquer your enemies. Promote, dismiss or reassign your commanders to build the most powerful units in all of WWII.","Strategic Simulations, Inc. (SSI)",Strategy,7.6,Good,PC,,"Strategic Simulations, Inc. (SSI)",E for Everyone,Animated Violence,"http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Sep 29, 1999",http://pc.ign.com/articles/163/163200p1.html,Panzer General 3D Assault,http://www.ign.com/games/panzer-general-3d-assault/pc-13200
7.8,Good,,Handheld Games,Action,7.0,Good,G.com TVgame 5200 Intv GBC Coleco Cell Arcade 2600 Apple-II SMS SNES Ody2 Gen Xbox 360 WinPhone iPhone 400/800,,Tiger Electronics Inc.,E for Everyone,,"http://www.ign.com/games/resident-evil-2/gcom-11169,http://www.ign.com/games/castlevania/gcom-16134,http://www.ign.com/games/duke-nukem-3d/gcom-8900,http://www.ign.com/games/mortal-kombat-trilogy/gcom-8897,http://www.ign.com/games/quiz-whiz/gcom-8894,http://www.ign.com/games/lights-out/gcom-8895",September 1999,http://gameboy.ign.com/articles/163/163197p1.html,Frogger,http://www.ign.com/games/frogger/gcom-13197
7.1,Good,"Are you one of those guys that sits at home and watches every episode of WCW Mayhem? Are you one of those guys that feels he didn't get enough out of it when it is all over? If you are, now all you have to do is switch on your N64 and finish the job with WCW Mayhem from EA Sports, if it's on the show its in the game.",Kodiak Interactive,Wrestling,8.5,Great,N64 GBC PS,19.99 USD,Electronic Arts,T for Teen,Animated Violence,"http://www.ign.com/games/wwf-no-mercy/n64-14737,http://www.ign.com/games/wcwnwo-revenge/n64-3875,http://www.ign.com/games/wwf-wrestlemania-2000/n64-1962,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933","September 22, 1999",http://ign64.ign.com/articles/151/151911p1.html,WCW Mayhem,http://www.ign.com/games/wcw-mayhem/n64-1911
8.2,Great,"Marlon Mozzarella's daughter has been kidnapped. It is up to you, a rat with sunglasses and an attitude, to save the rodent you love. Marlon has sent his men as well but, unfortunately, they are not going to help you. Marlon has kidnapped his own daughter, and he doesn't want you to find her. You must navigate over 70 levels, in which the goal is to collect all of the food. Once the chow is yours, the exit to the next levels opens. Since Marlon's goons are after you, a gun will become your best friend. However, the biggest enemy is time if you don't get out of the level within the time limit, the angel of death will stalk you. Try to rescue your beloved and avoid the mobsters in RATS!",Tarantula Studios,Puzzle,8.0,Great,GBC,32.99 USD,Take-Two Interactive,E for Everyone,Mild Animated Violence,"http://www.ign.com/games/tonka-construction-site/gbc-662099,http://www.ign.com/games/pokemon-puzzle-challenge/gbc-13800,http://www.ign.com/games/shanghai-pocket/gbc-10787,http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402",December 1998,http://gameboy.ign.com/articles/160/160786p1.html,Rats!,http://www.ign.com/games/rats-1998/gbc-10786
7.0,Good,"Las Vegas is the gambling capital of the world. Every game in the world has some kind of action in Sin City. Now you can travel to Vegas and try to win some virtual dollars in LAS VEGAS COOL HAND. Play three classic card games: Blackjack, Solitaire, and Cribbage. All of the games have four different variations to play. In Blackjack, the goal is to get as close to 21 as possible without going over, while also beating the dealer's hand. Solitaire has the player trying to place stacks of cards in order and removing the cards one by one. The goal in Cribbage is to be the first person to score 121 points. Take a trip to sin city and try to break the bank in LAS VEGAS COOL HAND.",Tarantula Studios,Casino,4.0,Bad,GBC,32.99 USD,Take-Two Interactive,E for Everyone,Gaming,"http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402",January 1999,http://gameboy.ign.com/articles/161/161630p1.html,Las Vegas Cool Hand,http://www.ign.com/games/las-vegas-cool-hand/gbc-11630
7.0,Good,"The legendary Prince of Persia breaks into the third dimension with this remake of the classic. Guide the prince through environmental dangers and puzzles on his quest to save the life of his wife, the Princess. The game plays much like Tomb Raider, requiring you to move the Prince through the levels and engage in occasional combat from a third person, over the shoulder view.",Red Orb,Action,8.2,Great,PC DC PS,6.99 USD,"The Learning Company, Inc.",T for Teen,"Animated Blood and Gore, Animated Violence","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Sep 20, 1999",http://pc.ign.com/articles/161/161696p1.html,Prince of Persia 3D,http://www.ign.com/games/arabian-nights-prince-of-persia/pc-11696
8.8,Great,"Why watch the game on TV when you can be right there on the turf, delivering bullet passes and bone-crushing tackles along side the pros? Sega Dreamcast now gives you NFL-approved 3D football, created with playbooks designed by seasoned coaches to mimic the play-calling tendencies of real NFL teams. More than 1,300 motion-captured moves, shot with pro players, referees and stuntmen, create the most realistic sports gameplay ever. You'll even get rained on or shouted at by the animated crowd, adding to the incredible detail and momentum of the game. Time to put those other football games out to pasture. Dreamcast scores.",Visual Concepts,Sports,9.7,Amazing,DC,23.99 USD,SEGA,E for Everyone,,"http://www.ign.com/games/nba-2k1/dc-14602,http://www.ign.com/games/tony-hawks-pro-skater-2/dc-14676,http://www.ign.com/games/world-series-baseball-2k1/dc-13023,http://www.ign.com/games/baldurs-gate/dc-12490,http://www.ign.com/games/nba-2k1/dc-14602,http://www.ign.com/games/marvel-vs-capcom-clash-of-super-heroes/dc-9967","September 9, 1999",http://dreamcast.ign.com/articles/160/160960p1.html,NFL 2K,http://www.ign.com/games/nfl-2k/dc-10960
8.6,Great,"Rogue Spear is a shooter of a different cut. One without health packs and super-futuristic weapons. Death is as close as one shot away -- and since you're usually taking on a superior number of forces, the game stresses solid strategy and planning instead of running in with guns blazing. While your anti-terrorist organization will see action on three continents, most of Rogue Spear takes place in parts of Russia and the former Soviet states. Those familiar with Rainbow Six will be able to jump right into Rogue Spear without having to even crack open the manual. The controls are basically the same as in the original, with a few keys remapped to give it the playability of a more standard shooter. Like Rainbow Six, when you start a mission, you can either opt to go with the pre-determined routes, weapon loadouts, and squad assignments or choose your own. You can customize all of your team members and their paths if you want.",Red Storm Entertainment,Action,9.2,Amazing,PC DC GBA PS PS Mac,64.99 USD,Red Storm Entertainment,T for Teen,"Blood, Gore, Animated Violence","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Sep 22, 1999",http://pc.ign.com/articles/161/161641p1.html,Tom Clancy's Rainbow Six: Rogue Spear,http://www.ign.com/games/tom-clancys-counter-terrorism-classics-pack/pc-11641
7.9,Good,"The WIPEOUT series returns to the PlayStation with WIPEOUT 3. The game centers on teams of futuristic racers who pilot hovercraft and compete for the coveted championship. WIPEOUT 3 offers eight different hovercrafts (each representing a different team), which contain varying statistics for such things as speed and handling. There are a total of eight new tracks, which feature a huge number of the tight turns and great drops that have made the series famous. The graphics have received a huge upgrade, with everything bumped up to high-resolution, which makes all of the polygons much cleaner and clearer. There is again music from top techno bands like The Chemical Brothers and Orbital, to help giver the player a greater adrenaline rush during the whole ordeal. Also, the Two-Player mode appears to give gamers even more of a challenge. WIPEOUT 3 takes the basics that made the series what it is today, and adds to them in every possible way.",Psygnosis,Racing,9.1,Amazing,PS,49.99 USD,Psygnosis,E for Everyone,Animated Violence,"http://www.ign.com/games/gran-turismo-1998/ps-2226,http://www.ign.com/games/crash-team-racing/ps-11595,http://www.ign.com/games/gran-turismo-2/ps-11426,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",September 1999,http://psx.ign.com/articles/161/161070p1.html,WipEout 3,http://www.ign.com/games/wipeout-3/ps-11070
8.5,Great,"Developed by famed Tetris creator Alexey Pajitnov, Microsoft's Pandora Box offers over 300 unique puzzles that come to life on your computer to stimulate your visual senses. Take a break to enjoy solving a puzzle, or immerse yourself in a worldwide search to capture seven mythical trickters by solving a series of puzzles.",Microsoft,Puzzle,7.6,Good,PC,39.99 USD,Microsoft,E for Everyone,Suitable for Persons Ages Six and Older,"http://www.ign.com/games/the-witness/pc-23509,http://www.ign.com/games/valiant-hearts-the-great-war/pc-20005430,http://www.ign.com/games/never-alone/pc-20017754,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Sep 19, 1999",http://pc.ign.com/articles/161/161881p1.html,Pandora's Box,http://www.ign.com/games/pandoras-box/pc-11881
7.5,Good,"This on-rails shooter will provide plenty of excitement for gamers looking for a shooter fix. You have a host of lethal weapons at your disposal including homing missiles, lasers, and cluster bombs. Another unique feature of this game is the fact that you have control of your mech, even though the game is on rails. What this means is that you can dodge incoming fire and missiles or rotate in search of the best shot. Control-wise, a targeting system has been implemented with both manual and automatic lock-on firing, which puts you in complete control. There is also a special gallery section that allows you to check out all the big mechs in the game.",Polyphony Digital,Action,6.3,Okay,PS,24.99 USD,Sony Computer Entertainment,E for Everyone,Animated Violence,"http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",September 1999,http://psx.ign.com/articles/161/161434p1.html,Omega Boost,http://www.ign.com/games/omega-boost/ps-11434
7.0,Good,"The ARMY MEN series expands with 3DO's ARMY MEN: Sarge's Heroes. Take control of Sarge, the green grunt looking to recruit the right toys for the mission at hand the destruction of the imperious Tan Army. Your toy army is itching to get its hands on weapons of mass destruction: the plastic melting magnifying glass, the garbage disposal, and the skyrockets. Evil will reign supreme if the Tan Army gains control of the weapons. As Sarge, you'll switch between the Plastic World, where you're built to scale, and the Real World, where even the tiniest dangers can be deadly. Luckily, Sarge isn't alone. The toy soliders can utilize nine different characters, each rendered with revolutionary Plastosheen lighting effects, as they march through 14 missions containing 70 objectives, and fight with 13 different weapons. As if this combat isn't enough for the most battle grizzled veterans, multiplayer options give you the opportunity to blow your friends to bits.",3DO,Action,6.0,Okay,N64 DC PS,12 USD,3DO,T for Teen,Violence,"http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933","September 29, 1999",http://ign64.ign.com/articles/151/151944p1.html,Army Men: Sarge's Heroes,http://www.ign.com/games/army-men-sarges-heroes/n64-1944
8.1,Great,"Microsoft NFL Fever 2000 is intense, in-your-face NFL football action. Featuring fast-paced gameplay, hard-hitting tackles, smooth movements, slick graphics, real-time commentary and real NFL-style playbooks and gameplay, NFL Fever puts you in total control.",Microsoft,Sports,8.0,Great,PC,9.97 USD,Microsoft,E for Everyone,Suitable for Persons Ages Six and Older,"http://www.ign.com/games/nba-2k17/pc-20052300,http://www.ign.com/games/pro-evolution-soccer-2017/pc-20054110,http://www.ign.com/games/wwe-2k17/pc-20063609,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Aug 24, 1999",http://pc.ign.com/articles/161/161743p1.html,NFL Fever 2000,http://www.ign.com/games/microsoft-nfl-fever-2000/pc-11743
7.7,Good,"Were you one of those kids who had a huge collection of Hot Wheels growing up? Did you spend most of your time crashing them together and dropping them off of sofas and tables? If so, then HOT WHEELS TURBO RACING may be just the game for you. The 40 cars here are all modeled after their real-life toy counterparts (both past and present), and the tracks themselves even look like plastic Hot Wheels pieces. You'll send your racers looping through twisting corkscrews, zipping around hairpin turns, and of course, up into the air for some high-flying jumps. HOT WHEELS TURBO RACING for the N64 is all about performing wild stunts and tricks, and an arcade-styled physics model means you'll be spinning, rolling, and back-flipping your way to metal-busting racing fun. Last, but not least, a varied mix of musicians like Primus and the Reverend Horton Heat provide a rocking soundtrack.",Stormfront Studios,Racing,7.7,Good,N64 PS,19.99 USD,Electronic Arts,E for Everyone,Mild Animated Violence,"http://www.ign.com/games/mario-kart-64/n64-502,http://www.ign.com/games/diddy-kong-racing/n64-2146,http://www.ign.com/games/f-zero-x/n64-418,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933","September 14, 1999",http://ign64.ign.com/articles/161/161639p1.html,Hot Wheels: Turbo Racing,http://www.ign.com/games/hot-wheels-turbo-racing/n64-11639
