publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Valcon Games,Board,"Mere Mortals, AI Factory","This portable game is the ultimate collection of classic board games! Play against a computer-controlled opponent, or up to five others either through wireless gameplay or shared on a single system. The game includes the ability to share five games with the PSP's Game Share feature, plus full tutorials for each game.

Featured games include: Chess, Checkers, Backgammon, Chinese Checkers, Reversi, Anagrams, Kakuro, Sudoku, Gomoku, Shogi, Word Cubes, Dominoes, Go, Mancala, Concentration, Jigsaws, Mah-Jong, 3D Tic-Tac-Toe, Parcheesi and Quattro.",Ultimate Board Game Collection,http://www.ign.com/games/ultimate-board-game-collection/psp-855331,http://psp.ign.com/articles/790/790422p1.html,19.99 USD,5.8,PSP PS3 PS2 Wii,"Feb 2, 2007","http://www.ign.com/games/online-chess-kingdoms/psp-801056,http://www.ign.com/games/mahjong-fight-club/psp-683135,http://www.ign.com/games/monopoly/psp-55195,http://www.ign.com/games/metal-slug-anthology/psp-819689,http://www.ign.com/games/sega-genesis-collection/psp-844584,http://www.ign.com/games/capcom-classics-collection-reloaded/psp-822201,http://www.ign.com/games/final-fantasy-vii/psp-14340290,http://www.ign.com/games/final-fantasy-viii/psp-33571,http://www.ign.com/games/resident-evil-3-nemesis/psp-18950",Okay,6.3,No Descriptors,E for Everyone,Mediocre
Silver Creek Entertainment,Card,Silver Creek Entertainment,"A collection of 18 different solitaire games, offering co-op and competitive two-player solitaire game modes. Additionally, a brand new Voyage Adventure mode provides a new twist on classic solitaire gameplay:  in this mode, players travel around a map completing different solitaire games in order to unlock custom card designs. Co-op and competitive two-player game modes further enhance the ""Soltrio Solitaire"" experience.",Soltrio Solitaire,http://www.ign.com/games/soltrio-solitaire/xbox-360-904947,http://xboxlive.ign.com/articles/790/790383p1.html,10 USD,5.2,Xbox 360,"May 16, 2007","http://www.ign.com/games/magic-the-gathering-duels-of-the-planeswalkers-2015/xbox-360-20016059,http://www.ign.com/games/magic-the-gathering-duels-of-the-planeswalkers-2013/xbox-360-132109,http://www.ign.com/games/full-house-poker/xbox-360-96882,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Okay,6.6,,E for Everyone,Mediocre
Nintendo,Party,Hudson Soft,"Following tradition, Mario Party 8 takes the social, strategic game play of board games and adds breaks for quick, action-oriented minigames. In the main mode, players travel across six boards in search of Stars, landing on spaces that are helpful (example: giving coins) or a hindrance (example: sending Bowser in to mess with the player). Several variations for these boards tweak the main goals to enhance game play for solo sessions, two-player games and three- to four-player games.",Mario Party 8,http://www.ign.com/games/mario-party-8/wii-853824,http://wii.ign.com/articles/792/792495p1.html,49.99 USD,5.2,Wii,"May 29,  2007","http://www.ign.com/games/mario-party-9/wii-110860,http://www.ign.com/games/wii-party/wii-73533,http://www.ign.com/games/rayman-raving-rabbids/wii-821585,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Good,7.2,,E for Everyone,Mediocre
Game Factory,Fighting,Neko Entertainment,"Based on the animated TV series. Legend of the Dragon is a third person action game with RPG components, which features fantastic martial arts movements from the TV series. As in the series, players will find Twelve Signs of the Ancient Chinese Zodiac, each with its own temple, and each temple with its own guardian. The guardians undergo a physical change when they are forced to defend their temple, a metamorphosis that reflects the skills and likeness of the zodiac creature they represent. The main goal is to ruin the plans of the Zodiac Master, who is attempting to attain these twelve astonishing ancient powers to become virtually unstoppable.",Legend of the Dragon,http://www.ign.com/games/legend-of-the-dragon/wii-872093,http://wii.ign.com/articles/792/792458p1.html,,3.8,Wii Cell PSP PS2,"May 1, 2007","http://www.ign.com/games/super-smash-bros-brawl/wii-748545,http://www.ign.com/games/project-m/wii-132552,http://www.ign.com/games/pokemon-rumble/wii-14356297,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Bad,4.0,Violence,T for Teen,Awful
Microsoft Game Studios,Racing,Turn 10 Studios,"Forza 2 includes everything from Corvettes to Lamborghinis and includes many of the favorite features from the Xbox version of the game. However, the jump to 360 has also brought a few changes. The racing assists have been upgraded, the line that guides players along the sweet spot of the track dynamically changes color from green to red to show drivers when to break and accelerate, and the physics engine from the first game has also been rebuilt boasting about 360 calculations per second that contribute to exactly how the car reacts to the road.",Forza Motorsport 2,http://www.ign.com/games/forza-motorsport-2/xbox-360-743956,http://xbox360.ign.com/articles/792/792572p1.html,59.99 USD,8.9,Xbox 360,"May 29, 2007","http://www.ign.com/games/forza-motorsport-4/xbox-360-112992,http://www.ign.com/games/forza-motorsport-4/xbox-360-77615,http://www.ign.com/games/ubisoft-the-crew/xbox-360-20023103,http://www.ign.com/games/steel-battalion-heavy-armor/xbox-360-86594,http://www.ign.com/games/omerta-city-of-gangsters-134706/xbox-360-134707,http://www.ign.com/games/combat-wings-the-great-battles-of-wwii/xbox-360-90572,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Great,8.5,No Descriptors,E for Everyone,Great
Disney Interactive Studios,Action,Amaze Entertainment,"Live and die by the sword! Pirates of the Caribbean: At World's End is based in the events, environments and characters surrounding the Pirates of the Caribbean: At World's End film. Play as the charismatic and eccentric Captain Jack Sparrow as well as Will Turner and Elizabeth Swann. Enjoy sword-assisted acrobatics, adaptive combat and classical dueling. Experience the Pirates of the Caribbean world, going beyond the films' events and storylines to introduce new locations, extended story and legendary pirates.",Pirates of the Caribbean: At World's End,http://www.ign.com/games/pirates-of-the-caribbean-at-worlds-end/nds-892068,http://ds.ign.com/articles/792/792142p1.html,29.99 USD,6.5,NDS PSP Wii PC PS2 Cell Xbox 360 PS3,"May 22, 2007","http://www.ign.com/games/the-legend-of-zelda-phantom-hourglass/nds-694756,http://www.ign.com/games/the-legend-of-zelda-spirit-tracks/nds-14333936,http://www.ign.com/games/kingdom-hearts-3582-days/nds-964462,http://www.ign.com/games/pokemon-black-version-2/nds-129224,http://www.ign.com/games/pokemon-conquest/nds-125156,http://www.ign.com/games/pokemon-white-version-2/nds-129228",Okay,6.7,Violence,E10+ for Everyone 10 and older,Okay
"Ubisoft, Capcom","Third-Person, Action",Capcom Production Studio 4,"The fourth installment of Capcom's pivotal ""Survival Horror"" series continues with this fully-3D installment. The title takes place in 2004 some six years after the events that transpired in Resident Evil 2. The government has destroyed the Umbrella Corporation, which has been behind just about every plot and disgusting bio-chemical mutation in the survival horror series. Now-US agent Leon Kennedy (of Resident Evil 2 fame) has been dispatched to Europe to save the President's daughter from ""crazed organizations.""",Resident Evil 4,http://www.ign.com/games/resident-evil-4/pc-802410,http://pc.ign.com/articles/791/791951p1.html,19.99 USD,7.7,PC Wii U Wii PS4 GCN PS3 PC PS2 Xbox 360 PS2 Xbox One,"May 15, 2007","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/rise-of-the-tomb-raider/pc-20020150,http://www.ign.com/games/assassins-creed-black-flag/pc-159976,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.1,"Blood and Gore, Intense Violence, Language",M for Mature,Good
mDisney,Action,Capybara Games,,Pirates of the Caribbean: At World's End,http://www.ign.com/games/pirates-of-the-caribbean-at-worlds-end/cell-900295,http://wireless.ign.com/articles/791/791934p1.html,,6.5,Cell NDS PSP Wii PC PS2 Xbox 360 PS3,"May 25, 2007","http://www.ign.com/games/just-cause-2/cell-14280725,http://www.ign.com/games/rayman/cell-567023,http://www.ign.com/games/galaxy-on-fire-2/cell-14270785,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Amazing,9.5,,,Okay
Midway  Games,Fighting,"JGI (Just Games Interactive), Midway  Games","The seventh entry in the ongoing fighting series is a full-blown armageddon, bringing together every bloodletting character in Mortal Kombat history as well as adding new characters eager for violence. Also featured are Create–A–Fighter mode, Create–A–Fatality mode, and a brand new Konquest mode. Exclusively with the Wii and its unique controller set, players will be able to take their fighting action to a whole new level with all special moves and fatalities executed via the Wii-mote.",Mortal Kombat: Armageddon,http://www.ign.com/games/mortal-kombat-armageddon/wii-845775,http://wii.ign.com/articles/792/792147p1.html,49.99 USD,7.8,Wii PS2 Xbox,"May 29, 2007","http://www.ign.com/games/super-smash-bros-brawl/wii-748545,http://www.ign.com/games/project-m/wii-132552,http://www.ign.com/games/pokemon-rumble/wii-14356297,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Great,8.2,,M for Mature,Good
Majesco,Puzzle,Dragon's Den Unlimited,"A Sudoku puzzle game aimed at teenagers, Toon Doku features 250 different images gamers can place on the board to complete each puzzle, an edit mode that lets budding artists create their own customized pieces for play, and a unique distraction system that lets players block portions of their opponent's board to thwart their progress in competitive matches.",Toon Doku,http://www.ign.com/games/toon-doku/nds-879817,http://ds.ign.com/articles/792/792109p1.html,,3.5,NDS,April 2007,"http://www.ign.com/games/super-scribblenauts/nds-45898,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/nds-854922,http://www.ign.com/games/scribblenauts/nds-14304256,http://www.ign.com/games/pokemon-black-version-2/nds-129224,http://www.ign.com/games/pokemon-conquest/nds-125156,http://www.ign.com/games/pokemon-white-version-2/nds-129228",,,,E for Everyone,Awful
Activision,Action,Amaze Entertainment,"In Shrek the Third, players adventure as Shrek® and his friends to save Far Far Away in a hilariously twisted fairy tale from the movie and beyond. Fans play as their favorite heroes from the film: Shrek, Donkey, Puss-in-Boots, Fiona, Fiona's rebellious cousin Arthur and her fellow fairy tale heroine Sleeping Beauty. The game takes players on an epic journey through the worlds of Far Far Away after Prince Charming storms the city with an army of villains in order to seize the throne.  Players are challenged to rescue pals, face off against Charming's henchmen, gather collectibles, test their gaming skills in numerous boss fights and engage in various mini-games that can be played in single-player or multiplayer modes.",Shrek the Third,http://www.ign.com/games/shrek-the-third/ps2-727931,http://ps2.ign.com/articles/790/790492p1.html,39.99 USD,6.0,PS2 PC NDS Wii Xbox 360 PSP Cell GBA,"May 15, 2007","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Mediocre,5.7,"Cartoon Violence, Crude Humor",E10+ for Everyone 10 and older,Okay
