publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Interplay,Action,"Shiny Entertainment, Big Grub","You're Bob: a small cherub (read: winged baby in diapers) sent down to Earth by the big guy upstairs to clean up what's wrong with the world. You have no weapons, and you're mortal, but you do possess one invaluable power: Possession. Using other people's bodies (not to mention the weapons they pick up), you journey through the bleak futuristic levels in an attempt to right the wrongs of the world.",Messiah,http://www.ign.com/games/messiah/pc-3117,http://pc.ign.com/articles/153/153117p1.html,14.99 USD,7.5,PC PS DC,"Mar 30, 2000","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.3,"Blood, Animated Violence, Mature Sexual Themes, Strong Language",M for Mature,Good
Midway  Games,Action,Midway  Games,"In GAUNTLET LEGENDS, an evil sorcerer has set the minions of the underworld free. Now, it is up to the four heroes from the corners of the realm to save the world. You take the role of a warrior, valkyrie, wizard, or archer and travel throughout the world searching for the rune stones that will return the demons to the underworld. While the action is set in 3D environments, the classic GAUNTLET gameplay remains intact. Players must travel through maze-like stages, hacking and slashing through every enemy in sight. Along the way, players can collect food to recover health and gold to purchase improved stats. There are also a huge number of power-ups that have temporary effects including fire breath, phoenix familiar, and magic potions that can be stored for later use. GAUNTLET LEGENDS continues the gameplay tradition of the arcade classic GAUNTLET.",Gauntlet Legends,http://www.ign.com/games/gauntlet-legends/ps-10967,http://psx.ign.com/articles/160/160967p1.html,19.99 USD,7.2,PS N64 DC Arcade,"April 1, 2000","http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Good,7.4,"Animated Blood, Animated Violence",T for Teen,Good
Acclaim Entertainment,Wrestling,Acclaim Entertainment,"Extreme Championship Wrestling -- replete with barbwire ropes and some pretty nasty-looking weapons of mass mayhem -- comes to Sega Dreamcast in the aptly titled ECW Hardcore Revolution. With 40 different wrestlers to choose from (or you can create your own), each with their own unique fighting style and stock of bloodied props, this game promises to be for wrestling fans what caffeine is for game programmers: lifeblood. Also featured are three different venues, with over 20 different types of matches, including I Quit, Gauntlet, and the ever-popular First Blood. So come on down, and beat your friend's head into virtual pulp!",ECW: Hardcore Revolution,http://www.ign.com/games/ecw-hardcore-revolution/dc-13553,http://dreamcast.ign.com/articles/163/163553p1.html,7.99 USD,6.9,DC PS GBC N64,"March 1, 2000","http://www.ign.com/games/wwf-attitude/dc-12559,http://www.ign.com/games/giant-gram-all-japan-pro-wrestling-2/dc-11949,http://www.ign.com/games/fire-pro-wrestling-d/dc-16172,http://www.ign.com/games/baldurs-gate/dc-12490,http://www.ign.com/games/nba-2k1/dc-14602,http://www.ign.com/games/marvel-vs-capcom-clash-of-super-heroes/dc-9967",Mediocre,5.3,"Animated Violence, Strong Language",M for Mature,Okay
Midway  Games,Racing,"Eurocom, Midway  Games","Take to the choppy seas in the blazing-fast boats of HYDRO THUNDER. A port of the highly popular arcade racer, HYDRO THUNDER will have you gaming away for hours without the need to constantly pump quarters into the console. Get behind the wheel of a dozen turbo-charged, futuristic boats and bump and glide your way to victory. Compete on 14 vividly rendered international tracks in an attempt to unlock bonus boats and tracks, grab power-ups, and find hidden shortcuts. You'll feel the wind smack your face as you marvel over the thunder boat's accurately modeled physics. Pull back on the Z-trigger for a boost of nitro-fueled speed or grab nitro balloons for a timed burst of extra power. You can also grab balloons that provide you with temporary invincibility and help you knock opponents off the track. Compete against the computer or go head-to-head with up to four friends (Expansion Pak required for three to four players) across locales like ""Thunder Park,"" ""Lost Island,"" ""Venice Canals,"" a ""Ship's Graveyard,"" and more. In the water-spraying racing of HYDRO THUNDER, the arcade is in your very own living room.",Hydro Thunder,http://www.ign.com/games/hydro-rush/n64-10882,http://ign64.ign.com/articles/160/160882p1.html,74.95 USD,7.0,N64 DC PC PS Arcade PS2,February 28,"http://www.ign.com/games/mario-kart-64/n64-502,http://www.ign.com/games/diddy-kong-racing/n64-2146,http://www.ign.com/games/f-zero-x/n64-418,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933",Good,7.8,Mild Animated Violence,E for Everyone,Good
Tecmo,RPG,Tecmo,"For some time, the country of Burganfada has supplied slave labor to the island of Alendar. So it came as no big surprise when Reina and her family were kidnapped and taken to Alendar. The big surprise came when Reina was taken before King Frederick, who immediately recognized her as someone who possessed the ability to build magic traps. Armed with this knowledge, Reina sets about trying to rescue her family. Who should Reina trust? Does everyone have ulterior motives for helping her? The answers to these questions will determine which of the multiple endings is the final result as you help Reina build over 2,000 possible traps to stop her stalkers. If you don't want to deal with the plot, play the expert mode and solve independent puzzles that use traps as pieces. Will Reina be able to save her family and keep her good nature? Play DECPTION III: Dark Delusion and find out.",Deception III: Dark Delusion,http://www.ign.com/games/deception-iii-dark-delusion/ps-13681,http://psx.ign.com/articles/163/163681p1.html,51.99 USD,6.0,PS,"March 1, 2000","http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Great,8.1,"Animated Blood, Animated Violence",M for Mature,Okay
Nintendo,Battle,"Nintendo EAD, HAL Laboratory","Battle add-on to the popular Game Boy titles, based on the Japanese Pokemon Stadium 2 (Nintendo further enhanced the game by adding a gallery mode). In the game's Stadium Mode, one player competes in 80 different battles, divided into four tournaments. Beat the Stadium Mode and you're in for a bonus battle against the ultimate Pokémon warrior, Mewtwo, as well as a secret mode that gives you 80 brand-new, and devilishly tough battles. There is virtually no way you can beat the secret mode without having trained your own, elite Pokémon. One to four players compete against each other or the computer in a no-holds-barred battle with customizable rules. You can select rental Pokémon for these battles -- but that makes them much too predictable since their selection of techniques isn't determined by the trainer. You can also select quick and easy versus and random battles.",Pokemon Stadium,http://www.ign.com/games/pokemon-stadium/n64-11154,http://ign64.ign.com/articles/161/161154p1.html,49.99 USD,8.2,N64,"March 6, 2000","http://www.ign.com/games/pokemon-stadium-2/n64-15787,http://www.ign.com/games/pokemon-stadium-jp-version/n64-3997,http://www.ign.com/games/pokemon-stadium-gold-silver/n64-15081,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933",Good,7.9,Mild Animated Violence,E for Everyone,Great
Vatical Entertainment,Racing,Vicarious Visions,"Get on a snowmobile and drive your way to victory with POLARIS SNOCROSS. Try to master 10 different courses that take you through ovals, twisting bobsled runs, and several treks through the wilderness. When you are ready for some competition, try to win the Tournament Cups, where you will have to take first place from two other racers. After winning, you will be able to upgrade your vehicle before moving on to the next race. With three different Cups to win, there is plenty of racing action. If you get tired of racing computer-controlled opponents, hook up a link cable to challenge your friends to a race. You will become the greatest snowmobiler of all time in POLARIS SNOCROSS.",Polaris SnoCross,http://www.ign.com/games/polaris-snocross/gbc-12942,http://gameboy.ign.com/articles/162/162942p1.html,37.99 USD,7.0,GBC PS PC DC N64,"February 18, 2000","http://www.ign.com/games/hot-wheels-stunt-track-driver/gbc-13350,http://www.ign.com/games/test-drive-cycles/gbc-12230,http://www.ign.com/games/grand-theft-auto-ii/gbc-15416,http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402",Good,7.2,,E for Everyone,Good
Midway  Games,Sports,Torus Games,"Take on all of the action of two-on-two basketball with no rules in NBA SHOWTIME: NBA on NBC. Choose from all 29 NBA teams, featuring over 100 professional players then hit the hardwood and work on your moves in the Practice mode. When you want some competition, work your way through the Season to the Championship. If you don't want to bother with the Season, skip it, and leap right into the Playoffs. With over 30 different slam-dunk animations, you are going to see something new every time you play. If you can get a player to sink three buckets in a row, watch him light up the scoreboard while he is on fire. If you enjoy wild basketball action, you will love the action in NBA SHOWTIME: NBA on NBC.",NBA Showtime: NBA on NBC,http://www.ign.com/games/nba-showtime-nba-on-nbc/gbc-12226,http://gameboy.ign.com/articles/162/162226p1.html,36.99 USD,3.0,GBC PS Arcade DC N64,"February 2, 2000","http://www.ign.com/games/720/gbc-10768,http://www.ign.com/games/mario-tennis-gbc/gbc-14380,http://www.ign.com/games/ready-2-rumble-boxing/gbc-12329,http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402",Mediocre,5.3,,E for Everyone,Awful
Fox Interactive,Action,n-Space,"How could it happen again? It seems that New York police detective John McClane is the unluckiest man in the world. He has already had to dispose of terrorists three times; now, while McClane vacations in Las Vegas, the city comes under attack from terrorists. Once again he's got to stop the terrorists and save the city. Like the original game, DIE HARD TRILOGY 2: Viva Las Vegas has three different styles of play. Take control of McClane in a third-person adventure that has McClane disposing of terrorists and rescuing hostages. Other levels take advantage of a light gun and have the displaced detective battling terrorists and trying not to shoot innocent bystanders. The final level takes place on the streets as our hero drives from place to place trying to defuse bombs. Play DIE HARD TRILOGY 2 and help John McClane get through his Vegas ""vacation.""",Die Hard Trilogy 2: Viva Las Vegas,http://www.ign.com/games/die-hard-trilogy-2-viva-las-vegas/ps-11675,http://psx.ign.com/articles/161/161675p1.html,28.99 USD,3.5,PS PC,March 2000,"http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Okay,6.2,"Animated Blood and Gore, Animated Violence",M for Mature,Awful
Bandai,Action,Capcom,,Mega Man & Bass,http://www.ign.com/games/mega-man-and-bass/ws-13082,http://gameboy.ign.com/articles/163/163082p1.html,,5.0,WS SNES GBA Wii U,Import Only,"http://www.ign.com/games/dragon-ball/ws-662895,http://www.ign.com/games/crazy-climber/ws-571033,http://www.ign.com/games/mobile-suit-gundam-msvs/ws-857080,http://www.ign.com/games/dragon-ball/ws-662895,http://www.ign.com/games/gunpey-839696/ws-12129,http://www.ign.com/games/tane-o-maku-tori/ws-13096",Good,7.7,,,Mediocre
Take-Two Interactive,Platformer,Tarantula Studios,"Dr. Bunsen Honeydew has developed a new time machine, so he invites all of the Muppets over to see the new invention. However, something goes awry and the Muppets are sent back in time. Fortunately, Kermit and Animal were running late and were not involved in the mishap. Now these two must travel back in time and rescue their friends. You will take control of Kermit and Animal as they travel through six different time periods that contain a total of 24 levels. Help Kermit defeat enemies with paper airplanes, and use his super jump to collect items. Animal will pound enemies into submission with drumsticks and will shake items loose with his stomp. Will the two heroes be able to save the gang? Find out by playing JIM HENSON'S MUPPETS.",Muppets,http://www.ign.com/games/muppets/gbc-12931,http://gameboy.ign.com/articles/162/162931p1.html,27.99 USD,2.0,GBC,"April 14, 2000","http://www.ign.com/games/shantae/gbc-15286,http://www.ign.com/games/wario-land-ii/gbc-11140,http://www.ign.com/games/super-mario-bros-deluxe/gbc-11703,http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402",Painful,2.4,,E for Everyone,Painful
Red Storm Entertainment,Strategy,Red Storm Entertainment,"Shadow Watch is a turn-based strategy game where you lead a crack team of operatives to uncover a nefarious plot to stop humanity?s advancement to the stars. Dreams of an international space station have often been destroyed by the red tape of politics. After failed attempts by Russia and the U.S., a multi-national consortium of science agencies concluded that a space station could be built efficiently with the group effort of member nations. However, they needed a multinational, neutral organization with space experience and a drive to finish the work on its own. They need a corporation. They need you. The game features eighteen campaign maps in three locations and six operatives with over seventy skills they can learn.",Shadow Watch,http://www.ign.com/games/shadow-watch/pc-11650,http://pc.ign.com/articles/161/161650p1.html,19.99 USD,8.4,PC,"Apr 13, 2000","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.3,Animated Violence,T for Teen,Great
Interplay,Simulation,Digital Integration,"The Barents Sea and the Indian Ocean are the settings for this high-fidelity flight simulation. You'll earn your stripes over the course of 40 detailed missions each with a combination of aerial and air-to-ground combat. All of the latest U.S. Air Force weaponry is onboard, and a fully active cockpit closely mirrors the real thing. You can play co-operatively with a friend, one player taking the wingman spot, the other strapping in as pilot. Get up to 24 players in on the dogfights with play over the Internet.",F/A 18 Super Hornet,http://www.ign.com/games/fa-18-super-hornet/pc-14450,http://pc.ign.com/articles/164/164450p1.html,29.99 USD,5.5,PC GBA,"Mar 1, 2000","http://www.ign.com/games/civilization-beyond-earth/pc-20016115,http://www.ign.com/games/simcity/pc-128952,http://www.ign.com/games/civilization-beyond-earth-rising-tide/pc-20040683,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Mediocre,5.6,"Animated Violence, Mild Realistic Violence",T for Teen,Mediocre
Bandai,Action,Bandai,"After years of space wars, a huge space colony is dropped on the continent of Australia and kills countless innocent people. This leads to the signing of the Antarctic Treaty, which outlaws colony drops but doesn't stop the fighting. You are Lieutenant Rayer, the leader of the White Dingo unit, and the fate of the country is in your capable hands. Outfitted with only two giant mechs called Gundam Mobile Suits, you patrol the countryside in search of the Zeon, who pose an immediate threat to your people's existence. Equipped with 60mm Vulcan guns and either a 100mm machine gun or a rocket launcher, you'll have your hands full with the evil Zeon and their high-tech weaponry. Master the complex controls of the Gundam Mobile Suit and defend your country in the ultimate test of courage and battle skills.",Gundam Side Story: 0079,http://www.ign.com/games/gundam-side-story-0079/dc-11025,http://dreamcast.ign.com/articles/161/161025p1.html,49.99 USD,7.9,DC,"April 28, 2000","http://www.ign.com/games/shenmue/dc-14499,http://www.ign.com/games/shenmue-ii/dc-15624,http://www.ign.com/games/spider-man-2000/dc-15779,http://www.ign.com/games/baldurs-gate/dc-12490,http://www.ign.com/games/nba-2k1/dc-14602,http://www.ign.com/games/marvel-vs-capcom-clash-of-super-heroes/dc-9967",Great,8.0,Animated Violence,T for Teen,Good
LEGO Media,Racing,High Voltage Software,"Playstation has seen many racing games, though none are quite like LEGO RACERS. The game, which is inspired by the building block toys, lets players build cars from one of 12 included sets of Legos. There are 24 different tracks to race on, spanning all sorts of imaginative and exciting locations. You can go at it in four racing modes, with the Circuit mode being the most involved. This mode lets you build up points throughout the races, which opens up more tracks and competition. There is also a Time race, which allows you to race against a ghost of your previous performance. The Multiplayer mode lets two people race head-to-head in their own customized vehicles in a split-screen battle. LEGO RACERS features many unique options that possibly due solely to the Lego license make it a fresh and original title.",LEGO Racers,http://www.ign.com/games/lego-racers/ps-11172,http://psx.ign.com/articles/161/161172p1.html,28.99 USD,6.0,PS N64 PC Cell Web GBC,"December 17, 1999","http://www.ign.com/games/gran-turismo-1998/ps-2226,http://www.ign.com/games/crash-team-racing/ps-11595,http://www.ign.com/games/gran-turismo-2/ps-11426,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Okay,6.7,Suitable for Persons Ages Six and Older,E for Everyone,Okay
Electronic Arts,"Extreme, Sports",Micro Cabin,"Life is full of tough decisions. Too bad most of them aren't as much fun. This time, things are a little different. The first thing you need to decide when you sit down to play this smash sequel to Street Sk8er is, do you jump on your board and tackle the 11 teeth-rattling events that come ready to play in the game, including street, halfpipe, and park courses or do you take over an abandoned warehouse and design your ultimate skate park? While you're thinking it over you can go into Free-Skate mode and check out all the events and courses with no pressure. Levels include multiple paths and shortcuts, as well as windows, barrels, and other breakable objects because it wouldn't be skating unless SOMETHING got broken. You can also call a friend over and challenge him to a multiplayer Pool Duel, which offers a split-screen mode so you don't miss a bit of the action. Backing the action are tunes provided by Del the Funky Homosapien, Shootyz Groove, and Ministry that will get you in a shredding sort of mood.",Street Sk8er 2,http://www.ign.com/games/street-sk8er-2/ps-13528,http://psx.ign.com/articles/163/163528p1.html,39.99 USD,7.5,PS PS3 PSP,"March 14, 2000","http://www.ign.com/games/ncaa-football-2001/ps-14657,http://www.ign.com/games/nhl-2001/ps-14658,http://www.ign.com/games/tony-hawks-pro-skater-2/ps-14304,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Okay,6.7,Mild Language,T for Teen,Good
