community_score,community_score_phrase,description,developers,genres,ign_score,ign_score_phrase,platforms,price,publisher,rating_category,rating_content,related_games,release_date,review_link,title
7.8,Good,"MLB SlugFest 20-04 is the first and only aggressive-style baseball videogame franchise, delivering a proprietary blend of hardcore, lightning-fast, adrenaline-style gameplay combined with key baseball features that will please even the most diehard sports fan.

Game features include turbo running, fielding, batting and throwing; new Create-A-Team allows gamers to create their own own All-Star;new customizable instant replay; new Home Run Derby; new pitching 'On Fire'; new authentic batting stances and pitching motions; new expanded and updated rosters, schedules, uniforms and stadiums;  and new fantasy stadiums, characters and music, featuring Hoobastank's hit song, ""Crawling in the Dark"".",Midway  Games,Sports,8.0,Great,Xbox GCN GBA PS2,7.99 USD,Midway  Games,E for Everyone,"Comic Mischief, Violence","http://www.ign.com/games/espn-nfl-2k5/xbox-674666,http://www.ign.com/games/dead-or-alive-xtreme-beach-volleyball/xbox-482154,http://www.ign.com/games/tony-hawks-american-wasteland/xbox-740724,http://www.ign.com/games/crimson-skies-high-road-to-revenge/xbox-479671,http://www.ign.com/games/mortal-kombat-shaolin-monks/xbox-709116,http://www.ign.com/games/atari-racing-collection/xbox-486903,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","March 17, 2003",http://xbox.ign.com/articles/389/389016p1.html,MLB SlugFest 20-04
8.3,Great,"MLB SlugFest 20-04 is the first and only aggressive-style baseball videogame franchise, delivering a proprietary blend of hardcore, lightning-fast, adrenaline-style gameplay combined with key baseball features that will please even the most diehard sports fan.

Game features include turbo running, fielding, batting and throwing; new Create-A-Team allows gamers to create their own own All-Star;new customizable instant replay; new Home Run Derby; new pitching 'On Fire'; new authentic batting stances and pitching motions; new expanded and updated rosters, schedules, uniforms and stadiums;  and new fantasy stadiums, characters and music, featuring Hoobastank's hit song, ""Crawling in the Dark"".",Midway  Games,Sports,8.0,Great,PS2 Xbox GCN GBA,12.99 USD,Midway  Games,E for Everyone,"Comic Mischief, Violence","http://www.ign.com/games/madden-nfl-2001/ps2-14286,http://www.ign.com/games/tony-hawks-underground/ps2-545800,http://www.ign.com/games/tony-hawks-pro-skater-4/ps2-482065,http://www.ign.com/games/amplitude/ps2-17285,http://www.ign.com/games/mortal-kombat-shaolin-monks/ps2-709115,http://www.ign.com/games/atari-racing-collection/ps2-483265,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","March 17, 2003",http://ps2.ign.com/articles/389/389107p1.html,MLB SlugFest 20-04
6.4,Okay,"My Street, in development by Idol Minds, pits neighborhood kids against one another in a series of mini-games. Choose from several different characters -- a four-eyed science nerd, a tropical-native athlete, a nice ""girl next door,"" to name a few -- and begin your quest for street domination. Just like when you were a kid, the coolest guy is the one who can do everything. The object of the game is to successfully compete in many different mini-games, not unlike the simple games you played growing up. A maximum of four players can participate in both online and off-line play.","Idol Minds Digital Entertainment, SCEA",Sports,6.3,Okay,PS2,39.99 USD,Sony Computer Entertainment,E for Everyone,Comic Mischief,"http://www.ign.com/games/madden-nfl-2001/ps2-14286,http://www.ign.com/games/tony-hawks-underground/ps2-545800,http://www.ign.com/games/tony-hawks-pro-skater-4/ps2-482065,http://www.ign.com/games/guitar-hero-smash-hits/ps2-14327040,http://www.ign.com/games/fatal-fury-battle-archives-volume-1/ps2-910056,http://www.ign.com/games/taito-legends/ps2-744248,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","March 11, 2003",http://ps2.ign.com/articles/388/388938p1.html,My Street
4.3,Bad,"MLB SlugFest 20-04 is the first and only aggressive-style baseball videogame franchise, delivering a proprietary blend of hardcore, lightning-fast, adrenaline-style gameplay combined with key baseball features that will please even the most diehard sports fan.

Game features include adrenaline-style gameplay, revolutionary, fast-action batter/pitcher interface, strategic contact, and intuitive, fast-action, adrenaline-style controls.",Handheld Games,Sports,4.5,Bad,GBA Xbox GCN PS2,19.99 USD,Midway  Games,E for Everyone,Mild Violence,"http://www.ign.com/games/mario-golf-advance-tour/gba-550432,http://www.ign.com/games/tony-hawks-pro-skater-2/gba-16246,http://www.ign.com/games/shaun-palmers-pro-snowboarder/gba-16410,http://www.ign.com/games/mario-kart-super-circuit/gba-15249,http://www.ign.com/games/mario-golf-advance-tour/gba-550432,http://www.ign.com/games/super-monkey-ball-jr/gba-480095,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508",March 2003,http://gameboy.ign.com/articles/389/389856p1.html,MLB SlugFest 20-04
8.2,Great,"Set in Somalia in 1993, Delta Force ? Black Hawk Down is based upon and around the Operation Restore Hope and Task Force Ranger campaigns and follows members of the elite Delta Force and US Army Rangers as they participate in a number of daring raids against the oppressive Somali warlords in and around Mogadishu.",NovaLogic,"First-Person, Shooter",8.9,Great,PC PS2 Xbox Mac,,NovaLogic,T for Teen,"Blood, Violence","http://www.ign.com/games/ghost-recon-wildlands/pc-20038799,http://www.ign.com/games/tom-clancys-the-division/pc-20004178,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/pc-20007853,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Mar 25, 2003",http://pc.ign.com/articles/389/389876p1.html,Delta Force: Black Hawk Down
8.6,Great,"The third installment of the popular platforming franchise,

features several new game elements that haven't been explored in the series before. Boasting a heavier emphasis on action and adventuring,

follows our hero as he battles hordes of Hoodlum soldiers in an effort to purge the spirit of the Dark Lord from the depths of his friend Globox's soul. New features include: power first, grapple, and super helicopter abilities, 20 different kinds of enemies, a new tactical arcade combat system, and a darker, more sarcastic spin on the game's classic sense of humor.",Ubisoft Paris,Platformer,8.9,Great,PS2 GBA PS3 Mac Xbox PC GCN Xbox 360 Cell NNG digiBLAST Wii U,14.99 USD,Ubisoft,E for Everyone,Mild Realistic Violence,"http://www.ign.com/games/ratchet-and-clank/ps2-481057,http://www.ign.com/games/jak-and-daxter-the-precursor-legacy/ps2-16447,http://www.ign.com/games/jak-ii/ps2-535876,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","March 18, 2003",http://ps2.ign.com/articles/389/389884p1.html,Rayman 3: Hoodlum Havoc
6.7,Okay,Car combat meets wrestling courtesy of THQ. The end is near.,Pacific Coast Power and Light (PC&L),Racing,6.2,Okay,PS2 GCN Xbox,7.99 USD,THQ,T for Teen,Animated Violence,"http://www.ign.com/games/gran-turismo-3-a-spec/ps2-13846,http://www.ign.com/games/action-replay-ultimate-codes-need-for-speed-underground-2/ps2-679032,http://www.ign.com/games/need-for-speed-most-wanted/ps2-740897,http://www.ign.com/games/amplitude/ps2-17285,http://www.ign.com/games/mortal-kombat-shaolin-monks/ps2-709115,http://www.ign.com/games/atari-racing-collection/ps2-483265,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","March 18, 2003",http://ps2.ign.com/articles/389/389850p1.html,WWE Crush Hour
8.0,Great,"Officially licensed, MotoGP3 straps you to the greatest 2-stroke and 4-stroke performance cycles. New features include 15 circuits plus 20 new Fantasy Tracks, 100 unique challenges to unlock specials, 4-player multi-player mode using multi-tap, optional Brake Assist feature, cockpit view, and updated stats, teams and riders.",Namco,Racing,8.5,Great,PS2,34.99 USD,Namco,E for Everyone,Suggestive Themes,"http://www.ign.com/games/gran-turismo-3-a-spec/ps2-13846,http://www.ign.com/games/action-replay-ultimate-codes-need-for-speed-underground-2/ps2-679032,http://www.ign.com/games/need-for-speed-most-wanted/ps2-740897,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","March 18, 2003",http://ps2.ign.com/articles/389/389883p1.html,MotoGP 3
6.8,Okay,"UFC: Tapout 2 takes ?real fighting? to the next round with an all new, realistic look and feel mixing all of the full contact violence and intensity found in the Octagon. The follow-up to UFC: Tapout debuts it's first major engine overhaul since the franchise began in 2000. UFC Tapout 2 will be the most realistic fighting game to date (in both looks and gameplay) and still the only real fighting game for the Xbox video game system from Microsoft.",Dream Factory,Fighting,7.1,Good,Xbox PS2 GCN,9.99 USD,TDK Mediactive,T for Teen,Mild Realistic Violence,"http://www.ign.com/games/mortal-kombat-shaolin-monks/xbox-709116,http://www.ign.com/games/mortal-kombat-armageddon/xbox-794353,http://www.ign.com/games/marvel-nemesis-rise-of-the-imperfects/xbox-681937,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","March 20, 2003",http://xbox.ign.com/articles/389/389811p1.html,UFC: Tapout 2
9.0,Amazing,"Nintendo's mega-popular monster-battling RPG is back with Pokemon Ruby and Pokemon Sapphire for the Game Boy Advance. These new Pokemon quests take players on a journey through Hoenn, where they can train, battle, trade and earn badges with a new set of Pokemon. Ruby and Sapphire offer over 100 new Pokemon, and completely overhauled graphics, thanks to the power of the Game Boy Advance. A new two-on-two battle system raises the level of strategy and excitement, as a single player can simultaneously battle two Pokemon. Multiplayer options have also been expanded as two players can battle against each other with two Pokemon each, as well as a new four-player battle mode.",Game Freak,"Turn-Based, RPG",9.5,Amazing,GBA,39.99 USD,Nintendo,E for Everyone,,"http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-firered-version/gba-605909,http://www.ign.com/games/pokemon-sapphire-version/gba-496231,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-firered-version/gba-605909","March 17, 2003",http://gameboy.ign.com/articles/389/389660p1.html,Pokemon Ruby Version
7.0,Good,"WWE Crush Hour features more than 30 fantasy, personalized Superstar vehicles including Hollywood Hulk Hogan's sports car, Big Show's big rig, The Rock's luxury sports car and Stone Cold Steve Austin's jacked up monster truck. Players will be able to compete in multiple match types including ladder and hardcore matches modified for insane car combat. World Wrestling Entertainment fans can also annihilate opponents with multiple weapons customized for each vehicle or grab power-ups to really put the hurtin' on their foe.

WWE Crush Hour utilizes unparalleled driving physics with the ""Powerslide Advantage"" allowing quick 180 degree turns, strafing attacks and pinpoint cornering. World Wrestling Entertainment's very own Jim Ross(TM) gives on-the-fly commentary and players will be able to taunt opposing drivers with signature phrases from their favorite Superstar.",Pacific Coast Power and Light (PC&L),Racing,6.5,Okay,GCN PS2 Xbox,9.99 USD,THQ,T for Teen,Animated Violence,"http://www.ign.com/games/action-replay-ultimate-codes-mario-kart-double-dash/gcn-16574,http://www.ign.com/games/kirby-air-ride/gcn-499716,http://www.ign.com/games/need-for-speed-most-wanted/gcn-740900,http://www.ign.com/games/action-replay-ultimate-codes-mario-kart-double-dash/gcn-16574,http://www.ign.com/games/mario-superstar-baseball/gcn-716495,http://www.ign.com/games/kirby-air-ride/gcn-499716,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713","March 19, 2003",http://cube.ign.com/articles/389/389717p1.html,WWE Crush Hour
7.8,Good,"Lionhead Studios and EA Games took players into a magical world with the hit real time strategy game Black & White. Now Mac gamers can experience all of the action from the original BLACK & WHITE plus the expansion pack Creature Isle in the Black & White Platinum Pack.

In Black & White, gamers create their own monster to serve as the primary commander of their forces. The interesting part of Black & White, and the aspect of the game referenced in the title, is that players can make their creature either good or bad. The world of Black & White is based on belief, and each action a player makes either adds white or black to their belief color. Gamers can either turn their creature to the white side by protecting citizens and helping villagers or to the dark side by destroying towns and terrorizing everyone. As belief builds, other characters in the game start treating the creature differently. The game begins with players in one city. They must direct their creatures to perform various miracles and other actions and, from time to time, overcome the challenges thrown at them by the other gods of the realm. The goal is to gain enough power to rule over the entire city.

In addition to the single player game, Black & White Platinum Pack also features LAN and internet play, offering gamers unlimited adventures in a land full of monsters and magic.",Lionhead Studios,Compilation,9.7,Amazing,Mac,29.99 USD,Feral Interactive,T for Teen,"Comic Mischief, Violence","http://www.ign.com/games/call-of-duty-deluxe-edition/mac-818892,http://www.ign.com/games/grand-theft-auto-the-trilogy/mac-86141,http://www.ign.com/games/playrix-platinum-pack/mac-59135,http://www.ign.com/games/divinity-original-sin-enhanced-edition/mac-20037340,http://www.ign.com/games/divinity-original-sin/mac-135173,http://www.ign.com/games/elder-scrolls-online/mac-133733","Jan 1, 2003",http://mac.ign.com/articles/390/390019p1.html,Black & White -- Platinum Pack
6.4,Okay,,SEGA Rosso,Racing,7.0,Good,GBA Saturn Saturn Cell PC NNG Arcade Saturn,36.99 USD,SEGA,E for Everyone,,"http://www.ign.com/games/mario-kart-super-circuit/gba-15249,http://www.ign.com/games/moto-racer-advance/gba-482173,http://www.ign.com/games/disney-sports-motocross/gba-490740,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508","March 11, 2003",http://gameboy.ign.com/articles/388/388890p1.html,SEGA Rally Championship
9.3,Amazing,"NASCAR Racing 2003 Season showcases new dynamic 3D graphics including a populated pit row, team war wagons, pit signs, aerial objects such as planes, helicopters, blimps, and more.  In addition, the enhanced AI automatically adjusts to match the player's driving ability, allowing both rookies and veterans the opportunity to trade paint with the pros.  Inspired by the exhilarating world of actual NASCAR Cup racing, drivers can also choose to compete against a full field of 42 NASCAR drivers online via Internet or LAN in NASCAR Racing 2003 Season.",Papyrus,Racing,9.3,Amazing,PC Mac,24.99 USD,Sierra,E for Everyone,No Descriptors,"http://www.ign.com/games/forza-horizon-3/pc-20054784,http://www.ign.com/games/flatout-4/pc-20068143,http://www.ign.com/games/ubisoft-the-crew/pc-20000080,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","February 4, 2003",http://pc.ign.com/articles/388/388931p1.html,NASCAR Racing: 2003 Season
7.2,Good,"Tale in the Desert is a massively multiplayer, online RPG set in Egypt that is not built on combat with monsters or humans. Instead, it focuses on negotiation and politics as players participate in or lead large projects. The Pharaoh accepts a challenge from a mysterious stranger that his people can pass seven tests of perfection in each of seven disciplines of man: Leadership, Thought, The Human Body, Worship, Architecture, Art and Music, and Conflict. Each player attempts to be perfect in one of the disciplines and the community will build magnificent monuments to proclaim the greatness of Egypt. As in other RPGs, your character has statistics, levels, skills, and inventory. An additional interesting twist is that by gathering enough signatures, the players can petition the programmers to change the rules of the game.",eGenesis,"Persistent Online, RPG",8.9,Great,PC,,eGenesis,RP for Rating Pending,,"http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505,http://www.ign.com/games/the-witcher-3/pc-134497,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","February 15, 2003",http://pc.ign.com/articles/388/388867p1.html,A Tale in the Desert
8.5,Great,"MVP Baseball 2003 will deliver the most authentic baseball experience ever available to the video gamer. A new pitcher/batter interface will give players the opportunity to be more strategic both on the mound and at the plate.

MVP Baseball 2003 will also feature the first ever picture-in-picture on-base view, which will give players the opportunity to be more strategic with their pitching, batting and baserunning.

Adding to the depth of the game, MVP Baseball 2003 will include a robust franchise mode that incorporates rookie drafts, player development, career-ending injuries, contracts, hirings and firings. These features, on top of the realistic stadiums and highly detailed player models and animations, bring the baseball action and gameplay to life like never before.",EA Canada,Sports,8.5,Great,Xbox PC PS2,7.99 USD,Electronic Arts,E for Everyone,Suitable for Persons Ages Six and Older,"http://www.ign.com/games/espn-nfl-2k5/xbox-674666,http://www.ign.com/games/dead-or-alive-xtreme-beach-volleyball/xbox-482154,http://www.ign.com/games/tony-hawks-american-wasteland/xbox-740724,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","March 18, 2003",http://xbox.ign.com/articles/388/388836p1.html,MVP Baseball 2003
6.7,Okay,"Sampling a good beat from Dance Dance Revolution, Disney Interactive and Ubi Soft have a new groove going in Jungle Book: Rhythm n' Groove. The game brings all of your favorite characters from Disney's animated movie The Jungle Book and gives them something to dance to. You get to see Baloo, Mowgli, King Louie, and others get their Jungle Boogie going to remixed Jungle Book songs like ""Bear Necessities"". Two players can battle it out for King of the Jungle in two-player dance-offs. Yo Bagheera... Do the Funky Panther!",Disney Interactive Studios,Music,6.8,Okay,PS2 PS,12.99 USD,Ubisoft,E for Everyone,No Descriptors,"http://www.ign.com/games/amplitude/ps2-17285,http://www.ign.com/games/guitar-hero-ii/ps2-823033,http://www.ign.com/games/guitar-hero-iii-legends-of-rock/ps2-899095,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","February 11, 2003",http://ps2.ign.com/articles/388/388911p1.html,The Jungle Book Rhythm N' Groove
