community_score,community_score_phrase,description,developers,genres,ign_score,ign_score_phrase,platforms,price,publisher,rating_category,rating_content,related_games,release_date,review_link,title
8.2,Great,"All of the legendary action and adrenaline of the famed Contra series explodes in a new dimension with Contra: Shattered Soldier. Fans of the series will feel right at home with the game's signature frenzied, side-scrolling 2D gameplay, while newcomers to the series will be awed by the game's ultra-detailed 3D visuals and wide assortment of enemies - human, alien and mechanized.

Massive, screen-filling boss characters, a Contra series staple, do everything they can to keep players from proceeding through the multiple action-packed missions, while environmental threats such as swarms of bugs, aggressive enemies and alien encounters keep players on their toes. When the action gets too intense; players can always opt to take on the enemy with a friend in the cooperative 2-player simultaneous mode.",Konami,Shooter,8.0,Great,PS2 PS3,19.99 USD,Konami,T for Teen,"Animated Violence, Realistic Violence","http://www.ign.com/games/star-wars-battlefront-ii-2005/ps2-737697,http://www.ign.com/games/killzone/ps2-568333,http://www.ign.com/games/call-of-duty-finest-hour/ps2-550009,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","October 24, 2002",http://ps2.ign.com/articles/375/375122p1.html,Contra: Shattered Soldier
4.7,Bad,"Using the LithTech engine, Sniper is a first person shooter Mafia game set in the 1980's. Dominick is a top hitman who recently lost a prominent member to death from his crime family in Las Vegas. A dispute unfolds from this so naturally a war breaks out with this prideful family.  You'll have a chance to plan the attack, set up the prime location, and pick the target. Beware though, the hunter could become the prey. Threads of conspiracy from Rome and Chicago link some how back to Vegas.",IncaGold,"First-Person, Shooter",3.5,Awful,PC Xbox,9.99 USD,Xicat Interactive,M for Mature,"Blood, Strong Language, Violence","http://www.ign.com/games/ghost-recon-wildlands/pc-20038799,http://www.ign.com/games/tom-clancys-the-division/pc-20004178,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/pc-20007853,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","September 17, 2002",http://pc.ign.com/articles/375/375133p1.html,Sniper: Path of Vengeance
4.5,Bad,"Women's tennis is more popular than ever, and now the excitement of the WTA tour comes to your living room with WTA TOUR TENNIS. Join all of your favorite professional players including Jelena Dokic, Martina Hingis, Jennifer Capriati, Lindsay Davenport, and Serena Williams and see if you can rise to the top of the ranks. There are 20 real players in all, and each features realistic AI for optimal tennis simulation. Two different control schemes allow you to select the most comfortable way for you to play, and you'll want to be as comfy as possible when the competition heats up. There are three modes of play to test your skills Tour, Exhibition, and Tournament. Tour mode will take you to ten real-world locales spread across the globe, tracking your overall ranking, money earned, and match stats. Needless to say, you can try your hand at singles or doubles competition, and a variety of difficulty levels cater to players of all skill levels. Do you have what it takes to trade volleys with the pros? Time to find out.",Konami,Sports,4.0,Bad,Xbox PS2 GBA GCN,9.99 USD,Konami,E for Everyone,Suitable for Persons Ages Six and Older,"http://www.ign.com/games/espn-nfl-2k5/xbox-674666,http://www.ign.com/games/dead-or-alive-xtreme-beach-volleyball/xbox-482154,http://www.ign.com/games/tony-hawks-american-wasteland/xbox-740724,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","September 24, 2002",http://xbox.ign.com/articles/375/375073p1.html,WTA Tour Tennis
7.7,Good,"Take over where Episode II ends during the epic Clone Wars and lead the Republic army in the as Anakin Skywalker, Mace Windu & Obi-Wan Kenobi. Your directive: stop the Separatists from reassembling an ancient Sith weapon of mass annihilation!  Gamers will be able to undertake missions ranging from intense close combat engagements to enormous large-scale battles.

Game features include over five unique crafts (Republic gunship, speeder bike, fighter tank, assault walker and even a Maru) and 30 combat units; four entirely different multiplayer modes and 16 single-player missions on six expansive worlds.",Pandemic Studios,Action,7.6,Good,GCN PS2 Xbox,19.99 USD,LucasArts,T for Teen,Mild Realistic Violence,"http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/resident-evil-4/gcn-15821,http://www.ign.com/games/metroid-prime/gcn-15316,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713","October 28, 2002",http://cube.ign.com/articles/375/375141p1.html,Star Wars: The Clone Wars
6.5,Okay,"Released from Universal Interactive's Black Label Games,

is based on the written works of J.R.R. Tolkien, and with this rich literary resource, the publisher, on the back of developer Surreal Software, has created an action-adventure game in the style of

. It authentically presents various chapters of the book that were edited from the movie (or that never made it in) such as the Ancient Forest and the Barrow Downs, and it includes particularly memorable hobbits, characters such as Tom Bombadil, and other secondary but likeable characters.",Surreal Software,"Third-Person, Action",6.5,Okay,PC Xbox PS2 GCN GBA,9.99 USD,Universal Interactive,T for Teen,Realistic Violence,"http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/rise-of-the-tomb-raider/pc-20020150,http://www.ign.com/games/assassins-creed-black-flag/pc-159976,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Oct 22, 2002",http://pc.ign.com/articles/375/375136p1.html,The Lord of the Rings: The Fellowship of the Ring
6.7,Okay,"Exploring a cave at the edge of the Great Valley, Littlefoot and his friends are trapped by a rock fall. As they try to find a way out, Spike notices they are not alone? There?s a Sharptooth sleeping in the cave! The young dinosaurs scatter and soon become lost in the Mysterious Beyond? Cera has been captured in the desert by a Scorposaurus. Spike is trapped on an island deep in the swamp by an angry Sharptooth. Ducky is hiding from a Spiderdon in the caves.

Petrie soon finds Littlefoot and the two of them set out to rescue their friends and get home.",Full Fat,Action,6.0,Okay,GBA GBC,,Conspiracy Entertainment,E for Everyone,,"http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/dragon-ball-z-the-legacy-of-goku/gba-17519,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508",February 2002,http://gameboy.ign.com/articles/375/375000p1.html,The Land Before Time
7.5,Good,"X-Men: Next Dimension begins when Bastion, the leader of Operation: Zero Tolerance, and his legions of Prime-Sentinels have captured Forge as part of their mission to eradicate all mutants. The race is on as Forge's teammates set out to rescue their captured comrade before Bastion can coax secrets from him that are capable of destroying all mutant-kind. In order to do this, the X-Men must ally themselves with their greatest enemies, the Brotherhood of Mutants and their cunning leader, Magneto.

Taking its inspiration from comics and film, X-Men: Next Dimension is an unprecedented, epic super hero fighting game. The game creates cinematic, titanic battles between mutants and sentinels, complete with destructible multi-tiered levels and non-arena based fighting. Advanced fighting combos, aerial combat and 8-way movement add to the excitement by bringing the battles to life like never before.",Paradox Development,Fighting,7.2,Good,PS2 GCN Xbox,14.99 USD,Activision,T for Teen,"Suggestive Themes, Violence","http://www.ign.com/games/tekken-5/ps2-681191,http://www.ign.com/games/mortal-kombat-shaolin-monks/ps2-709115,http://www.ign.com/games/dragon-ball-z-budokai-3/ps2-679951,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","October 22, 2002",http://ps2.ign.com/articles/374/374952p1.html,X-Men: Next Dimension
8.3,Great,"Virtua Tennis follows the easy-to-play, addictive style of its Dreamcast predecessor! With Exhibition, Tournament, and World Circuit Modes, Virtua Tennis enables you to perfect your game, triumph in world tournaments, or develop and train players. A multiplayer mode allows up to 4-players to go to the net on courts made of grass, clay, concrete, and more!",Altron,Sports,9.0,Amazing,GBA Arcade PC Cell NNG DC,9.99 USD,"THQ, SEGA",E for Everyone,No Descriptors,"http://www.ign.com/games/mario-golf-advance-tour/gba-550432,http://www.ign.com/games/tony-hawks-pro-skater-2/gba-16246,http://www.ign.com/games/shaun-palmers-pro-snowboarder/gba-16410,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508","September 25, 2002",http://gameboy.ign.com/articles/374/374991p1.html,Virtua Tennis
6.3,Okay,,"Left Field  Productions, Inc., Humongous",Sports,4.5,Bad,GCN GBA Mac PS PC,7.99 USD,Infogrames,E for Everyone,No Descriptors,"http://www.ign.com/games/bmx-xxx/gcn-17510,http://www.ign.com/games/mario-superstar-baseball/gcn-716495,http://www.ign.com/games/madden-nfl-2006/gcn-698630,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713","October 08, 2002",http://cube.ign.com/articles/375/375021p1.html,Backyard Football
8.2,Great,"Electronic Arts released one of its biggest movie-to-videogame conversions during the holiday season of 2002 with

for GameCube, PlayStation 2, and Xbox. Taking players on an epic quest, based on the modern cinema trilogy directed by Peter Jackson,

delivers intense, large-scale action with tons of swordplay and all the trimmings of learning through experience. The more than 12 levels are directly taken from scenarios and events that appeared in the first two first films and EA added a smattering of bonus content on top of it, including interviews with all the principal actors, stills, trailers, and more.",Stormfront Studios,"Third-Person, Action",8.3,Great,PS2 PC GCN GBA Xbox Cell,14.99 USD,Electronic Arts,T for Teen,"Blood, Violence","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","October 21, 2002",http://ps2.ign.com/articles/375/375003p1.html,The Lord of the Rings: The Two Towers
5.8,Mediocre,,Data Design Interactive,Party,1.1,Unbearable,Xbox PS2 GCN PC,26.99 USD,Infogrames,E for Everyone,,"http://www.ign.com/games/shrek-super-party/xbox-482491,http://www.ign.com/games/fuzion-frenzy-2/xbox-487477,http://www.ign.com/games/fuzion-frenzy/xbox-16189,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","October 15, 2002",http://xbox.ign.com/articles/375/375015p1.html,Nickelodeon Party Blast
8.7,Great,"Deathrow pits two teams in a no-limits, no-honor, total-aggression arena battle -- where only the hardest fists, the meanest moves, and the deadliest throws will get you victory. This could get ugly. Fast. Can you take the punishment?

In Deathrow, there are dynamic and ""explicit"" voice recordings that appear throughout the game. More than a thousand recordings have been created for your taunting pleasure. And depending on who your opponent is and what they do, the trash talking flows.

Imagine your opponent taking a bad shot, foolishly losing the disc, or even getting the pulp kicked out of 'em.  In Deathrow,  your team will make fun of the opponent's players and exploit their feelings and egos to break their focus in the game.",Southend Interactive,Sports,9.3,Amazing,Xbox,12.99 USD,Ubisoft,M for Mature,Realistic Violence,"http://www.ign.com/games/espn-nfl-2k5/xbox-674666,http://www.ign.com/games/dead-or-alive-xtreme-beach-volleyball/xbox-482154,http://www.ign.com/games/tony-hawks-american-wasteland/xbox-740724,http://www.ign.com/games/crimson-skies-high-road-to-revenge/xbox-479671,http://www.ign.com/games/mortal-kombat-shaolin-monks/xbox-709116,http://www.ign.com/games/atari-racing-collection/xbox-486903,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","October 22, 2002",http://xbox.ign.com/articles/374/374878p1.html,Deathrow: Underground Team Combat
7.3,Good,"Shrek is on a mission to rescue his beloved swamp from those pesky little fairy tale characters. With a little help from his friends, Shrek is in for the biggest adventure of his life! Journey as Shrek, Donkey or Princess Fiona on a wild adventure through seven chapters of Fairy Tale Land. Based on the award-winning movie!",Tose Software,Action,7.0,Good,GBA,11.99 USD,TDK Mediactive,E for Everyone,"Mild Animated Violence, Mild Realistic Violence","http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/dragon-ball-z-the-legacy-of-goku/gba-17519,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508","October 15, 2002",http://gameboy.ign.com/articles/374/374855p1.html,Shrek: Hassle at the Castle
6.4,Okay,"Mat Hoffman?s Pro BMX 2 allows players to travel with Mat Hoffman, Mike Escamilla, Chad Kagy, Cory Nastazio, Joe Kowalski, Rick Thorne, Kevin Robinson, and Simon Tabron to eight cities across America. Players can perform thousands of tricks as they experience multiple modes of play: Road Trip, Wreak Havoc, HORSE and many multi-player split screen modes. Players can also build their own BMX, course using the next generation Mat Hoffman?s Pro BMX 2 course editor.",Rainbow Studios,"Extreme, Sports",7.6,Good,GCN PS2 GBA Xbox,12.99 USD,Activision,T for Teen,"Blood, Mild Lyrics, Violence","http://www.ign.com/games/bmx-xxx/gcn-17510,http://www.ign.com/games/mario-superstar-baseball/gcn-716495,http://www.ign.com/games/madden-nfl-2006/gcn-698630,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713","October 8, 2002",http://cube.ign.com/articles/374/374875p1.html,Mat Hoffman's Pro BMX 2
8.5,Great,"Baldur's Gate: Dark Alliance features a distinctive blend of action and adventure set in the most popular Dungeons & Dragons campaign setting: The Forgotten Realms franchise owned by Wizards of the Coast Inc. Played from a third person perspective, Baldur's Gate: Dark Alliance immerses players in the port town of Baldur's Gate. Faithful adaptation of the third edition rules set for the Dungeons & Dragons roleplaying game and customizable player and character development allow for an engrossing gameplay experience for up to two players at once. Dramatic spell effects and powerful abilities enhance this action-packed game, assisting the player in combat against an abundance of terrifying monsters found throughout the adventure.","Black Isle Studios, Snowblind Studios","Third-Person, Action",8.5,Great,Xbox GCN GBA PS2,14.99 USD,"Interplay, Vivendi Games",T for Teen,"Blood, Use of Alcohol, Violence","http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/gladius/xbox-481748,http://www.ign.com/games/marvel-ultimate-alliance/xbox-762707,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","October 22, 2002",http://xbox.ign.com/articles/374/374856p1.html,Baldur's Gate: Dark Alliance
8.1,Great,"Defy the undead with shotgun in hand as you explore a post-apocalyptic wasteland of unrelenting terror in The House of the Dead III. Fans of the series will thrill to beautifully rendered gore, time-sensitive gameplay, and a wide variety of branching paths. Gamers take out wave after wave of horrific zombies as they travel different routes and advance the story line, uncovering new secrets and hidden areas along the way. The all-new shotgun comes in handy when surrounded by an army of undead. Players must use it wisely to take out multiple enemies in a single blast as they plow their way through the most exhilarating nightmare yet.",WOW Entertainment,Shooter,8.1,Great,Xbox Wii PS3 Arcade PC,17.99 USD,SEGA,M for Mature,Animated Violence,"http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/doom-3/xbox-482119,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","October 29, 2002",http://xbox.ign.com/articles/374/374825p1.html,The House of the Dead III
7.2,Good,,Gigawatt Studios,Strategy,7.5,Good,PC,19.99 USD,Disney Interactive Studios,E for Everyone,Suitable for Persons Ages Six and Older,"http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Oct 10, 2002",http://pc.ign.com/articles/374/374833p1.html,Ultimate Ride Disney Coaster
8.1,Great,"Rogue States builds upon the best-selling Real War game by incorporating changes and suggestions made by reviewers and gamers including improved AI and pathing. It's a unique multiplayer for the RTS genre, with cooperative sharing of the same force, and the only real-rime strategy game featuring the weapons of today's military.",OC Incorporated,"Real-Time, Strategy",7.0,Good,PC Web,9.99 USD,Simon & Schuster Interactive,T for Teen,Realistic Violence,"http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Oct 3, 2002",http://pc.ign.com/articles/374/374751p1.html,Real War: Rogue States
7.0,Good,"Released from Universal Interactive's Black Label Games,

is based on the written works of J.R.R. Tolkien, and with this rich literary resource, the publisher, on the back of developer Surreal Software, has created an action-adventure game in the style of

. It authentically presents various chapters of the book that were edited from the movie (or that never made it in) such as the Ancient Forest and the Barrow Downs, and it includes particularly memorable hobbits, characters such as Tom Bombadil, and other secondary but likeable characters.",Surreal Software,"Third-Person, Action",7.5,Good,PS2 Xbox GCN PC GBA,19.99 USD,Universal Interactive,T for Teen,Animated Violence,"http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/god-of-war/ps2-661321,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","October 15, 2002",http://ps2.ign.com/articles/374/374750p1.html,The Lord of the Rings: The Fellowship of the Ring
