publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Activision Value,"First-Person, Shooter",Sand Grain Studios,"The History Channel takes you to the Battle for the Pacific, where you can experience history brought to life in one of the defining campaigns of World War II. Relive epic land battles fought on some of the most brutal and unforgiving battlefields in recorded history. Play through the eyes of an American GI as you experience intense, no holds barred action against an opponent for which surrender isn't an option!",The History Channel: Battle For the Pacific,http://www.ign.com/games/the-history-channel-battle-for-the-pacific/ps2-952273,http://ps2.ign.com/articles/843/843352p1.html,39.99 USD,3.0,PS2 Wii Xbox 360 PC PS3,"November 19, 2007","http://www.ign.com/games/star-wars-battlefront-ii-2005/ps2-737697,http://www.ign.com/games/killzone/ps2-568333,http://www.ign.com/games/call-of-duty-finest-hour/ps2-550009,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Mediocre,5.1,"Blood, Mild Language, Violence",T for Teen,Awful
Hudson Soft,Action,Hudson Soft,"Bomberman on the iPod takes the classic Hudson Soft game and updates it for the modern era with enhanced graphics and sound, along with three mini games and an iPod-exclusive final boss challenge. You guide the main character through 20 levels of action, planting bombs that destroy enemies and explode soft blocks that reveal power-ups: Fire Up, which increases your bombs' range by one block; Bomb Up, which allows you to lay down multiple bombs simultaneously; Speed Up, which accelerates your movement; and Life Up, which adds an extra life.",Bomberman,http://www.ign.com/games/bomberman/ipod-14225887,http://wireless.ign.com/articles/843/843309p1.html,4.99 USD,7.9,iPod GBA Cell NES NNG FDS TG16 X68000,2008,"http://www.ign.com/games/slyder-adventures/ipod-60396,http://www.ign.com/games/ms-pac-man/ipod-900081,http://www.ign.com/games/lode-runner/ipod-14306360,http://www.ign.com/games/peggle/ipod-14224786,http://www.ign.com/games/real-soccer-2009/ipod-60403,http://www.ign.com/games/star-trigon/ipod-60392",Great,8.7,,,Good
Konami,Action,NCsoft,"A downloadable version of the 1993 SNES game, provided through Nintendo's Virtual Console service.

By the year 2065 Earth has split into two warring factions, but this time the battlefield stretches to the Moon and back. In fact, the Axis forces have developed a military stronghold on the Moon that is capable of launching a full-scale attack of gigantic battle cruisers. The Allies order a preemptive strike, and they call on the elite Cybernator force to carry out the mission. As a member of the unit, you've got to climb into your Cybernator a massive metal warrior five stories tall with a cockpit situated at the top, where you control all of its actions and head off to the battle. You'll have to fight your way through seven destructive levels of mechanized combat, collecting power-ups for your four weapons systems on the way. In Cybernator, the war of the future, it's kill or be killed.",Cybernator,http://www.ign.com/games/assault-suits-valken/wii-14224538,http://wii.ign.com/articles/842/842096p1.html,8 USD,7.5,Wii PS2 SNES Wii U,"December 17, 2007","http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155,http://www.ign.com/games/the-legend-of-zelda-twilight-princess/wii-748589,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Great,8.4,Mild Fantasy Violence,E10+ for Everyone 10 and older,Good
Nintendo,Action,Nintendo,"Wii Play includes nine quick and addictive games that are easy to pick up and play and hard to put away. Thanks to the intuitive controls of the Wii Remote, even the most inexperienced gamers will have no trouble mastering the controls. Every game features a multiplayer mode, so friends can compete for the high score or go head to head to see who's the best.

Wii Play comes with a Wii Remote so that friends can join in the action. For safer play, the Wii Remote included in the package now includes a durable, silicone jacket cover designed to give players better grip on the controller during intense gameplay sessions and also protect the controller in the case of accidents.",Wii Play,http://www.ign.com/games/wii-play/wii-14345799,http://wii.ign.com/articles/978/978655p1.html,49.99 USD,5.5,Wii,"December 7, 2007","http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155,http://www.ign.com/games/the-legend-of-zelda-twilight-princess/wii-748589,http://www.ign.com/games/wii-sports/wii-826987,http://www.ign.com/games/lego-star-wars-the-complete-saga/wii-904614,http://www.ign.com/games/mario-sonic-at-the-olympic-games/wii-896694,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Okay,6.0,,E for Everyone,Mediocre
PopCap Games,Puzzle,PopCap Games,"You eye a field full of pegs and blocks, all colored orange, blue, green, or purple. You possess 12 balls that you fire into the playing field one at a time, trying to light up and eliminate as many orange ones as possible; they're the ones you must clear to advance to the next level. The blue ones simply get in your way, while the green ones provide power-ups and the purple ones grant score multipliers.

You choose an angle that works best and shoot the ball toward the pegs. It bounces among them, gravity taking it toward the bottom of the screen, where a ball bucket moves back and forth. If your shot ultimately finds the bucket, you'll receive a free ball. When your ball hits the final orange peg, the bucket disappears, replaced by a series of buckets that offer final bonuses of 10,000, 50,000 or 100,000 points.",Peggle,http://www.ign.com/games/peggle/ipod-14224786,http://wireless.ign.com/articles/842/842931p1.html,,9.0,iPod NDS Mac Xbox 360 Web Android iPad Cell iPhone PC PS3,"Dec 18, 2007","http://www.ign.com/games/star-trigon/ipod-60392,http://www.ign.com/games/wonder-blocks/ipod-60381,http://www.ign.com/games/zuma/ipod-855895,http://www.ign.com/games/real-soccer-2009/ipod-60403,http://www.ign.com/games/star-trigon/ipod-60392,http://www.ign.com/games/tiger-woods-pga-tour-2009/ipod-60394",Amazing,9.0,No Descriptors,E for Everyone,Amazing
Sony Computer Entertainment,Puzzle,Sony Computer Entertainment,"In this unique PlayStation Eye game, you must guide a ball down a path of challenges across a series of mid-air towers. If you're not careful, you'll send them plummeting over the edge and into oblivion. 
For use with the PlayStation Eye camera, The Trials of Topoq sees your image mapped onto the surfaces of Topoq's soaring towers - every movement you make altering them and sending your ball hurtling in a new direction. Can you use your body to control its descent and see it safely to the end of 30 courses? You'll be racing against time, avoiding gargoyles and smashing through cages - while the mysterious towers themselves do their best to stop you...",The Trials of Topoq,http://www.ign.com/games/the-trials-of-topoq/ps3-958093,http://ps3.ign.com/articles/843/843079p1.html,,7.3,PS3,"December 20, 2007","http://www.ign.com/games/the-unfinished-swan/ps3-133433,http://www.ign.com/games/valiant-hearts-the-great-war/ps3-20005421,http://www.ign.com/games/never-alone/ps3-20040443,http://www.ign.com/games/amplitude-hd/ps3-20017510,http://www.ign.com/games/twisted-metal/ps3-951234,http://www.ign.com/games/sports-champions-2/ps3-135395,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419",Okay,6.8,Mild Fantasy Violence,E for Everyone,Good
Valcon Games,"Turn-Based, Strategy",SystemSoft Alpha,"Upgraded version of the Xbox strategy game (which was released in Japan in 2003 and later brought to the US) This turn-based strategy game features 400+ detailed units from 8 different countries, all based on actual statistics and abilities. Includes five single player campaigns, (original mission mode plus 4 all new campaigns) and fully customizable multiplayer mode allows you to set the difficulty or adjust the balance on any of the 100+ preset maps. Also includes a fully featured map editor where you can create your own map from scratch, or edit a pre-existing map to make it more to your liking.",Dai Senryaku VII: Modern Military Tactics Exceed,http://www.ign.com/games/dai-senryaku-vii/ps2-734825,http://ps2.ign.com/articles/844/844624p1.html,14.99 USD,4.3,PS2 Xbox PC PSP,"December 11, 2007","http://www.ign.com/games/yu-gi-oh-gx-the-beginning-of-destiny/ps2-951226,http://www.ign.com/games/disgaea-1/ps2-535848,http://www.ign.com/games/front-mission-4/ps2-573997,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Okay,6.3,Violence,E for Everyone,Bad
Hudson Soft,Platformer,Westone Co. Ltd.,"A downloadable version of the 1993 Turbo Grafx-16/PC Engine game, provided through Nintendo's Virtual Console service.

The Dynastic Hero is an action RPG featuring a cast of insect characters. The story begins with the invasion of their peaceful homeland of Tarron by the evil Drilkor Empire. Rushing to the insects' aid is Dyna, the prince of Beetras. Take control of Dyna as he battles through action-filled stages. Equip weapons and items to vanquish the relentless foes, and acquire special items that enable you to brave the journey across the perilous desert or open sea. But it's not just all action. Correctly answer multiple-choice quizzes, and play the ocarina to find the right melody to open doors. Plus, there are countless traps and other puzzles packed into this fun game to keep you entertained and ensure you continue coming back for more.",The Dynastic Hero,http://www.ign.com/games/the-dynastic-hero/wii-14222087,http://wii.ign.com/articles/844/844228p1.html,8 USD,7.0,Wii TG16,"December 3, 2007","http://www.ign.com/games/kirbys-dream-land-2/wii-132757,http://www.ign.com/games/super-mario-galaxy-2/wii-14354736,http://www.ign.com/games/new-super-mario-bros-wii/wii-14354229,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Good,7.7,Comic Mischief,E for Everyone,Good
Taito,Action,Taito,"Bubble Bobble has finally come to the NES. The premise is simple: take control of a bubble-blowing dinosaur and blow bubbles to trap a monster. After the monster is trapped, squash the bubble and turn the monster into fruit. Do this to all of the monsters in the stage, collect all of the fruit, and move on to the next stage. All of this easy to learn but very hard to master. If getting an arcade-perfect port of Bubble Bobblein not enough, the sequel to Bubble Bobble, is included as a bonus. Any fan of Bubble Bobble should be able to relive the halcyon days of youth.",Bubble Bobble,http://www.ign.com/games/bubble-bobble/nes-7246,http://retro.ign.com/articles/848/848223p1.html,19.99 USD,7.5,NES SMS Arcade FDS Cell Wii GG Amiga MSX2 Apple-II ST CPC X68000 GBC C64 ZX GB PS4,1998,"http://www.ign.com/games/the-legend-of-zelda/nes-5990,http://www.ign.com/games/duck-tales/nes-7365,http://www.ign.com/games/metroid/nes-6006,http://www.ign.com/games/the-legend-of-zelda/nes-5990,http://www.ign.com/games/super-mario-bros-3/nes-6694,http://www.ign.com/games/super-mario-bros/nes-6693",Great,8.5,,,Good
Tecmo,Sports,Tecmo,"Swing into the action with your favorite characters as they return to the island to challenge new courses with all new story and tournament modes.  New multiplayer modes have been introduced to keep the party going with friends and family.  With completely new customizations, costumes, and secrets, Super Swing Golf Season 2 is a true hole-in-one!",Super Swing Golf: Season 2,http://www.ign.com/games/super-swing-golf-season-2/wii-853782,http://wii.ign.com/articles/844/844292p1.html,39.99 USD,7.3,Wii,"December 11, 2007","http://www.ign.com/games/wii-sports/wii-826987,http://www.ign.com/games/wii-sports-resort/wii-14266992,http://www.ign.com/games/fifa-2013/wii-115690,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Great,8.0,,,Good
Taito,Action,Taito,"A downloadable version of the 1988 NES game, provided through Nintendo's Virtual Console service.

Bubble Bobble's release in 1986 introduced the two bubble dragons, Bub and Bob, and brand new play mechanics, with players defeating enemies by trapping them in bubbles and then popping them. Although the puzzle-action game can be beaten by clearing all 100 rounds, it also contains secret elements such as not being able to get the ""true ending"" in single-player mode; hidden commands that lead to secret rounds; and a ton of different items. These elements are some of the game's most memorable and important features. Each round even has different air currents that are not visible, so bubbles rise in unpredictable patterns. Aspects like forcing players to understand and utilize these different patterns while playing help make this a revolutionary game that is fun to play anytime.",Bubble Bobble,http://www.ign.com/games/bubble-bobble/wii-14225943,http://wii.ign.com/articles/843/843697p1.html,5 USD,7.5,Wii SMS Arcade FDS Cell GG Amiga MSX2 Apple-II ST CPC X68000 NES GBC GB C64 ZX PS4,"December 31, 2007","http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155,http://www.ign.com/games/the-legend-of-zelda-twilight-princess/wii-748589,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Great,8.0,,E for Everyone,Good
MumboJumbo,Puzzle,MumboJumbo,,Luxor: Pharaoh's Challenge,http://www.ign.com/games/luxor-pharaohs-challenge/ps2-952347,http://ps2.ign.com/articles/844/844358p1.html,19.99 USD,4.0,PS2 PSP Wii,"November 20, 2007","http://www.ign.com/games/aqua-aqua/ps2-14413,http://www.ign.com/games/super-bust-a-move/ps2-15284,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/ps2-950644,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Good,7.0,No Descriptors,E for Everyone,Bad
Conspiracy Entertainment,Action,Data Design Interactive,"After nearly being eaten by a foxy fox, the Gingerbread man has gotten smart and learnt self defence, now re-baked as the 'Ninjanbread Man' the player must navigate across deadly Jam lakes and through Cake Mountains, finding your way while keeping an eye out for evil cupcakes, shambling jelly monsters!  Cheese cake slices and honey bees!

Across four modes of gameplay, Ninjabread Man must collect power ups to increase the power and range of Ninjabread man's weapons as well as use Ninja skills to jump onto high ledges, dash past enemies and find the Magic Candies! Throw Ninja stars to stun enemies and then follow up with Ninjabread Man's mighty samurai sword, reducing enemies into a quivering pool of Raspberry Jam.",Ninjabread Man,http://www.ign.com/games/ninjabread-man/wii-889344,http://wii.ign.com/articles/844/844327p1.html,29.99 USD,1.5,Wii PC PS2,"October 3, 2007","http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155,http://www.ign.com/games/the-legend-of-zelda-twilight-princess/wii-748589,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Awful,3.1,Mild Cartoon Violence,E for Everyone,Unbearable
