publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Namco,"Third-Person, Action",Namco,"Dead to Rights II details the events before the first installment of the series, with beat cop Jack Slate and his K-9 cohort Shadow combing the squalid alleys of Grant City for clues about the abduction of an important city official. Before long, all hell breaks loose, and Jack and Shadow must take on a powerful mob in the fight of their lives to break the city's spiral of betrayal and corruption.",Dead to Rights II,http://www.ign.com/games/dead-to-rights-ii/xbox-610095,http://xbox.ign.com/articles/603/603792p1.html,19.99 USD,6.8,Xbox PS2 PC,"April 12, 2005","http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Okay,6.4,"Blood, Intense Violence, Sexual Themes, Strong Language",M for Mature,Okay
Namco,Action,Namco,"Mr. Driller meets his competition, Anna Hottenmayer, in the sequel to the critically acclaimed Mr. Driller.   She's bursting with attitude and determined to show Mr. Driller just who the real hero is.  Players can test their drill skills in three modes of play: Mission Driller, Endless Driller and Time Attack Driller scenarios, and can even take on their friends by connecting two Game Boy Advance consoles using a Game Boy Advance Game Link cable.",Mr. Driller 2,http://www.ign.com/games/mr-driller-2/gba-15912,http://gameboy.ign.com/articles/603/603762p1.html,19.99 USD,6.0,GBA Wii U,"April 12, 2005","http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/dragon-ball-z-the-legacy-of-goku/gba-17519,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508",Good,7.7,No Descriptors,E for Everyone,Okay
THQ Wireless,Action,Finite Monkeys,"An action-adventure platformer based on the movie, available exclusively for Cingular cellphones.",Star Wars: Episode III: Revenge of the Sith,http://www.ign.com/games/star-wars-episode-iii-revenge-of-the-sith-the-game/cell-739456,http://wireless.ign.com/articles/603/603331p1.html,,7.8,Cell PC GBA NDS PS3 Xbox PS2 PSP,"Apr 2, 2005","http://www.ign.com/games/just-cause-2/cell-14280725,http://www.ign.com/games/rayman/cell-567023,http://www.ign.com/games/galaxy-on-fire-2/cell-14270785,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Good,7.7,,,Good
Rockstar  Games,Racing,Rockstar San Diego,"Midnight Club 3: DUB Edition digs deeper into stylistic and performance customization by offering hundreds of after-market parts to tweak and personalize vehicles, and it gives gamers more than 50 fully licensed vehicles with which to drive, race and crash into smoldering piles of flaming metal.  You can customize your licensed vehicle, paint it, color shift it, switch out rims, and all sorts of engine parts, and then take your perfectly stylized vehicle and bash it up. Races take place in cities with lots of alternate paths and some realistic roads going through them. Detroit, San Diego, and Atlanta have all been chosen as the ideal locations to race these beautiful cars. Rockstar has partnered with the car/celebrity magazine, DUB, which focuses on modifiable vehicles, parts, rims (actually, it seems it focuses mainly on rims), and the celebrities, racers, and athletes who drive them.",Midnight Club 3: DUB Edition,http://www.ign.com/games/midnight-club-3-dub-edition/xbox-681774,http://xbox.ign.com/articles/603/603390p1.html,19.99 USD,9.2,Xbox PS2 PS3 PS2 Xbox PSP,"April 12, 2005","http://www.ign.com/games/forza-motorsport/xbox-682857,http://www.ign.com/games/need-for-speed-most-wanted/xbox-740898,http://www.ign.com/games/action-replay-ultimate-codes-need-for-speed-underground-2/xbox-679033,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Amazing,9.0,"Mild Language, Mild Violence",E10+ for Everyone 10 and older,Amazing
Rockstar  Games,Racing,Rockstar San Diego,"Midnight Club 3: DUB Edition digs deeper into stylistic and performance customization by offering hundreds of after-market parts to tweak and personalize vehicles, and it gives gamers more than 50 fully licensed vehicles with which to drive, race and crash into smoldering piles of flaming metal.  You can customize your licensed vehicle, paint it, color shift it, switch out rims, and all sorts of engine parts, and then take your perfectly stylized vehicle and bash it up. Races take place in cities with lots of alternate paths and some realistic roads going through them. Detroit, San Diego, and Atlanta have all been chosen as the ideal locations to race these beautiful cars. Rockstar has partnered with the car/celebrity magazine, DUB, which focuses on modifiable vehicles, parts, rims (actually, it seems it focuses mainly on rims), and the celebrities, racers, and athletes who drive them.",Midnight Club 3: DUB Edition,http://www.ign.com/games/midnight-club-3-dub-edition/ps2-681773,http://ps2.ign.com/articles/603/603406p1.html,19.99 USD,9.2,PS2 Xbox PS3 Xbox Xbox PSP,"April 12, 2005","http://www.ign.com/games/gran-turismo-3-a-spec/ps2-13846,http://www.ign.com/games/action-replay-ultimate-codes-need-for-speed-underground-2/ps2-679032,http://www.ign.com/games/need-for-speed-most-wanted/ps2-740897,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Amazing,9.1,"Mild Language, Mild Violence",E10+ for Everyone 10 and older,Amazing
Microsoft,RPG,BioWare,"In the ancient, mysterious world of Jade Empire, train under your master's watchful eye and learn powerful martial arts and mystical powers. Travel across the world, from the harsh mountains of the Land of Howling Spirits to the lush gardens of the Imperial City. Face powerful human and supernatural foes. Learn exotic and magical martial arts. Discover the darkest secrets of the world. Only by mastering the greatest fighting styles and defeating the most powerful enemies will you earn your place as a master of martial arts in the world of Jade Empire.",Jade Empire,http://www.ign.com/games/jade-empire/xbox-574497,http://xbox.ign.com/articles/602/602787p1.html,19.99 USD,9.9,Xbox Android Xbox 360 iPhone,"April 12, 2005","http://www.ign.com/games/star-wars-knights-of-the-old-republic/xbox-480687,http://www.ign.com/games/star-wars-knights-of-the-old-republic-ii-the-sith-lords/xbox-679264,http://www.ign.com/games/the-elder-scrolls-iii-morrowind/xbox-16675,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Amazing,9.0,"Blood and Gore, Violence",M for Mature,Amazing
Gameloft,Sports,Gameloft,,Midnight Pool,http://www.ign.com/games/midnight-pool/cell-723466,http://wireless.ign.com/articles/603/603035p1.html,,8.9,Cell iPhone,"Apr 8, 2005","http://www.ign.com/games/beijing-2008/cell-787986,http://www.ign.com/games/captain-tsubasa-nankatsu-vs-toho/cell-848854,http://www.ign.com/games/freestyle-moto-x-ii-142665/cell-826649,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Amazing,9.2,,,Great
2K Games,"First-Person, Shooter",Destineer,"First-person shooter from Destineer. Players lead a four-man fire team of US Marines through the perils of modern urban combat in Beirut. Gamers can play through the campaign as either a single player or a co-op experience through the use of online, LAN, Xbox Live or split screen. In addition, gamers can go head-to-head in the fire team arena with as many as 8 players simultaneously competing. Close Combat: First to Fight utilizes authentic Marine urban military doctrine, tactics and assets to save lives, take down insurgents and restore order. With direction from the US Marine Corps and a beautiful new engine from Destineer, Close Combat: First to Fight is as close as you can get on a computer or Xbox to being a Marine fire team leader in modern urban combat.",Close Combat: First to Fight,http://www.ign.com/games/close-combat-first-to-fight/xbox-673931,http://xbox.ign.com/articles/602/602562p1.html,19.99 USD,8.0,Xbox PC Mac,"April 5, 2005","http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/doom-3/xbox-482119,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Good,7.8,"Blood, Violence",T for Teen,Great
Gameloft,"Third-Person, Action",Gameloft,"In Splinter Cell Chaos Theory, Sam Fisher must avert a potentially explosive new threat in the Pacific. Using new stealth moves, you can sneak up even closer to guards and slit their throats to kill them silently. With brand new weapons like knives, drones, and grenades, never before seen in the Splinter Cell series for mobile phones, you can attack your enemies while they try to hunt you down in the dark with dogs! Tom Clancy's Splinter Cell Chaos Theory offers new challenges and elements that keep you on the edge of your seat – seven diverse new levels set in three rich graphic universes with interactive animated backgrounds. Sneak behind walls and neutralize foes when all you can see is a shadow, or use an enemy body to trigger a landmine. Tom Clancy's Splinter Cell Chaos Theory offers involving stealth action gaming for mobile phones!",Tom Clancy's Splinter Cell Chaos Theory,http://www.ign.com/games/tom-clancys-splinter-cell-chaos-theory/cell-731744,http://wireless.ign.com/articles/602/602168p1.html,,8.8,Cell 3DS PS2 PS3 PS3 GCN NNG NDS Xbox Xbox 360 PC,"Mar 31, 2005","http://www.ign.com/games/just-cause-2/cell-14280725,http://www.ign.com/games/rayman/cell-567023,http://www.ign.com/games/galaxy-on-fire-2/cell-14270785,http://www.ign.com/games/galaxy-on-fire-2/cell-14270785,http://www.ign.com/games/galaxy-on-fire-2/cell-70028,http://www.ign.com/games/kingdom-hearts/cell-706954,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Great,8.8,,,Great
DreamCatcher Interactive,"Third-Person, Action",Hydravision Entertainment,"In the vain of Hollywood's popular horror movie genre,

tracks a group of five high school students who discover the halls they walk each day are anything but safe. A string of mysterious disappearances and unexplained events set the stage for a night more horrifying than any trip to detention. Offering a wide range of gameplay options to see gamers through the night,

provides players with the ability to customize their action experience by interchanging between any characters at any time, utilizing the unique skills and abilities of each student. Controlled AI settings of defense, attack and help, allow characters to assist each other during combat and while solving puzzles. The game also offers single or team play, with a second player able to enter or exit the game at any time for a unique co-op experience.",Obscure,http://www.ign.com/games/obscure/ps2-628718,http://ps2.ign.com/articles/596/596779p1.html,19.99 USD,7.6,PS2 PC Xbox,"April 6, 2005","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/god-of-war/ps2-661321,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Good,7.8,"Blood, Language, Violence",M for Mature,Good
"Centerscore, Vivendi Games Mobile",Virtual Pet,Centerscore,,Aquarium Pets,http://www.ign.com/games/aquarium-pets/cell-740049,http://wireless.ign.com/articles/602/602171p1.html,,7.8,Cell,"Mar 31, 2005","http://www.ign.com/games/fish-tycoon/cell-681102,http://www.ign.com/games/star-wars-ask-yoda/cell-739454,http://www.ign.com/games/venus-flytrap/cell-716362,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Good,7.7,,,Good
JAMDAT,Puzzle,GameHouse,,Collapse!,http://www.ign.com/games/collapse-740047/cell-740047,http://wireless.ign.com/articles/602/602169p1.html,,8.5,Cell,"Jan 1, 2005","http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/3d-tower-bloxx-deluxe/cell-14232300,http://www.ign.com/games/xxx-puzzle/cell-761657,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",,,,,Great
DreamCatcher Interactive,Action,Hydravision Entertainment,"As many high schools, Leafmore High is no longer the place it used to be. Its walls are moldering, its books are outdated, and its teachers have lost their faith. Following the disappearance of one of their friends, a group of students decide to investigate their high school. This brave step will lead them into a hell they will never forget.

In

, players can assume the role of five different students, alone or in cooperation, with every one of them having their own special aptitude. Billed as ""Survival horror for a new generation,"" the game supports two-player cooperative adventuring and boasts a special new visual effect known as ""Black Aura"" that modifies the decors around various creatures in real time.",Obscure,http://www.ign.com/games/obscure/xbox-628717,http://xbox.ign.com/articles/602/602235p1.html,19.99 USD,7.6,Xbox PS2 PC,"April 3, 2005","http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/tom-clancys-splinter-cell-chaos-theory/xbox-683200,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Good,7.6,"Blood, Language, Violence",M for Mature,Good
"Giant Interactive Entertainment, LucasArts",Action,Griptonite Games,"Based on the console version developed by Travellers Tales, LEGO Star Wars chronicles the first three episodes of George Lucas' popular science-fiction trilogy from the perspective of everyday building blocks. Up to two players can participate in the game at once and are encouraged to utilize team-based tactics with a variety of multi-character parties. Prominent moments from The Phantom Menace, Attack of the Clones, and Revenge of the Sith serve as the game's backdrop for storytelling, while favorite personalities such as Obi-Wan Kenobi, Anakin Skywalker, and Jango Fett can be manipulated to advance your progress.",LEGO Star Wars: The Video Game,http://www.ign.com/games/lego-star-wars-1/gba-694424,http://gameboy.ign.com/articles/601/601683p1.html,29.99 USD,8.0,GBA PC Xbox GCN PS2 Mac Cell,"March 29, 2005","http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/dragon-ball-z-the-legacy-of-goku/gba-17519,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/metroid-zero-mission/gba-566746,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508",Good,7.7,Cartoon Violence,E for Everyone,Great
"Giant Interactive Entertainment, LucasArts",Action,Traveller's Tales,"Based on the console version developed by Travellers Tales, LEGO Star Wars chronicles the first three episodes of George Lucas' popular science-fiction trilogy from the perspective of everyday building blocks. Up to two players can participate in the game at once and are encouraged to utilize team-based tactics with a variety of multi-character parties. Prominent moments from The Phantom Menace, Attack of the Clones, and Revenge of the Sith serve as the game's backdrop for storytelling, while favorite personalities such as Obi-Wan Kenobi, Anakin Skywalker, and Jango Fett can be manipulated to advance your progress.",LEGO Star Wars: The Video Game,http://www.ign.com/games/lego-star-wars-1/xbox-694423,http://xbox.ign.com/articles/601/601740p1.html,19.99 USD,8.0,Xbox PC GCN PS2 GBA Mac Cell,"April 5, 2005","http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/tom-clancys-splinter-cell-chaos-theory/xbox-683200,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Great,8.4,Violence,E for Everyone,Great
Ubisoft,Adventure,Ubisoft,"Within the visually awe-inspiring world of Myst, a gripping family drama will slowly unfold. A little girl disappears, her two brothers are suspected, and it is clear that their story is far from over.  Players will escape into the adventure as they attempt to solve the mystery and discover the fate of the two villainous brothers, Sirrus and Achenar.  Understanding their motives is the key to the investigation which will lead to a true ""revelation.""",Myst IV Revelation,http://www.ign.com/games/myst-iv-revelation/xbox-726521,http://xbox.ign.com/articles/601/601722p1.html,19.99 USD,8.5,Xbox PC Mac,"March 28, 2005","http://www.ign.com/games/call-of-cthulhu-dark-corners-of-the-earth/xbox-496019,http://www.ign.com/games/dreamfall-the-longest-journey/xbox-735105,http://www.ign.com/games/tom-clancys-splinter-cell/xbox-481175,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Great,8.2,Mild Violence,T for Teen,Great
Ubisoft,Action,Ubisoft Montreal,"Thet third installment of the stealth-action series starring Sam Fisher.

takes place in 2008, an age where electronic warfare has turned into the greatest threat to world security. As secret agent Sam Fisher, you are tasked with tracking down and eliminating some of the world's most notorious perpetrators of this newest type of warfare, and to eliminate the new threat of global information warfare. Achieve primary and optional secondary objectives and negotiate missions with multiple pathways. Features all-new weapons and gadgets, including a knife, electronic jammers and the newly customizable SC-20K modular weapons platform. The game is brought to life with voice acting by Michael Ironside, cinematics directed by Andy Davis, and a soundtrack by Amon Tobin. Also includes a two-player split-screen mode (but no adversarial mode).",Tom Clancy's Splinter Cell Chaos Theory,http://www.ign.com/games/tom-clancys-splinter-cell-chaos-theory/gcn-695603,http://cube.ign.com/articles/601/601725p1.html,19.99 USD,8.5,GCN Cell 3DS PS2 PS3 NNG NDS Xbox Cell Xbox 360 PC,"March 29, 2005","http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/resident-evil-4/gcn-15821,http://www.ign.com/games/metroid-prime/gcn-15316,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713",Great,8.7,"Blood, Animated Violence, Strong Language",M for Mature,Great
