publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
InXile Entertainment,Action,InXile Entertainment,"Loosely based on (or ""inspired by"", if you will) the classic Bard's Tale series that began as an Apple II RPG in 1985, this new installment brings a fresh dose of comedy to the genre with a 3D isometric view that runs on the Champions of Norrath engine. Is a dragon terrorizing the locals? The Bard will take care of it... for the right price. Local princess held captive? The Bard is your man... as long as she's hot. Use the Snarky/Nice conversation to pick the tone -- be an ass or show some class. Your attitude will affect the events that unfold and create a personalized experience for each player. Develop your combat party by summoning a group of eccentrics and misfits to do your bidding - sixteen summoned creatures in all. The game runs on the Champions of Norrath engine and features locations based on the storied land of the Orkney Islands off the coast of Scotland - the inspiration for the classic fantasy worlds.",The Bard's Tale,http://www.ign.com/games/the-bards-tale-2004/ps2-606673,http://ps2.ign.com/articles/558/558945p1.html,19.99 USD,8.2,PS2 iPad PC Ouya iPhone Xbox,"October 27, 2004","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/kingdom-hearts-ii/ps2-550308,http://www.ign.com/games/kingdom-hearts-ii/ps2-853598,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Great,8.1,"Blood, Language, Suggestive Themes, Use of Alcohol, Violence",T for Teen,Great
"InXile Entertainment, Vivendi Games",Action,InXile Entertainment,"Loosely based on (or ""inspired by"", if you will) the classic Bard's Tale series that began as an Apple II RPG in 1985, this new installment brings a fresh dose of comedy to the genre with a 3D isometric view that runs on the Champions of Norrath engine. Is a dragon terrorizing the locals? The Bard will take care of it... for the right price. Local princess held captive? The Bard is your man... as long as she's hot. Use the Snarky/Nice conversation to pick the tone -- be an ass or show some class. Your attitude will affect the events that unfold and create a personalized experience for each player. Develop your combat party by summoning a group of eccentrics and misfits to do your bidding - sixteen summoned creatures in all. The game runs on the Champions of Norrath engine and features locations based on the storied land of the Orkney Islands off the coast of Scotland - the inspiration for the classic fantasy worlds.",The Bard's Tale,http://www.ign.com/games/the-bards-tale-2004/xbox-660946,http://xbox.ign.com/articles/558/558833p1.html,19.99 USD,8.2,Xbox iPad PC Ouya iPhone PS2,"October 26, 2004","http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/gladius/xbox-481748,http://www.ign.com/games/marvel-ultimate-alliance/xbox-762707,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Great,8.2,"Blood, Language, Suggestive Themes, Use of Alcohol, Violence",T for Teen,Great
Reaxion,Sports,Reaxion,,Pax Athletica,http://www.ign.com/games/pax-athletica/cell-709435,http://wireless.ign.com/articles/558/558612p1.html,,6.3,Cell,"Sep 30, 2004","http://www.ign.com/games/beijing-2008/cell-787986,http://www.ign.com/games/captain-tsubasa-nankatsu-vs-toho/cell-848854,http://www.ign.com/games/freestyle-moto-x-ii-142665/cell-826649,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",,,,,Okay
Vivendi Games,Adventure,Legacy Interactive,"Adventure game from Legacy Interactive, based on the popular television series. Sure, tennis is big business, but we bet you never saw a match like this. Your game begins when 20-year-old tennis star Elena Kusarova shows up dead on the locker room floor the week before the start of the U.S. Open. Work along with detectives Lennie Briscoe and Ed Green to piece together the clues and make an arrest. Once you have a suspect in custody, you'll build your case with Assistant District Attorney Serena Southerlyn and try to convince the jury to return a guilty verdict. With a more user-friendly interface, increased interactivity, twice as many puzzles, and more characters and locations, you'll really feel like you're part of the ""Law & Order"" team.",Law & Order: Justice Is Served,http://www.ign.com/games/law-order-justice-is-served/pc-676405,http://pc.ign.com/articles/558/558552p1.html,19.99 USD,8.4,PC,"October 5, 2004","http://www.ign.com/games/recore/pc-20047415,http://www.ign.com/games/life-is-strange-episode-4/pc-20031273,http://www.ign.com/games/the-walking-dead-the-game/pc-100880,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.6,"Blood, Language, Violence",T for Teen,Great
Nintendo,Action,"HAL Laboratory, Flagship (JP)",", known as

in the Japan, features an all-new adventure for the HAL Labs creation. The Game Boy Advance sequel is an original game, not a port of an existing one like

released a year earlier. In addition to his usual floating, air- and enemy-sucking antics, Kirby features plenty of new abilities, including an angelic power that grants him wings and a bow-and-arrow, much like Nintendo's own Kid Icarus. But Kirby isn't only limited to medieval gadgetry -- he is also able to pull out a cellphone device to communicate with other characters in the game -- but its energy must be replenished during play.",Kirby & The Amazing Mirror,http://www.ign.com/games/kirby-the-amazing-mirror/gba-620779,http://gameboy.ign.com/articles/558/558593p1.html,34.99 USD,8.0,GBA 3DS Wii U,"October 18, 2004","http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/dragon-ball-z-the-legacy-of-goku/gba-17519,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508",Great,8.5,Mild Cartoon Violence,E for Everyone,Great
Konami,Fighting,Konami Studios,"The action is packed into another exciting series of adventures with Teenage Mutant Ninja Turtles 2: Battle Nexus. Run with the Turtle dudes as they show off their new Ninja abilities against all new opponents. Only the best can turn chaos into control with simultaneous play for up to four players in both cooperative and head-to-head modes. The Turtles' return has come at an unexpected time. They now find themselves forcced into exile on a strange, alien planet -- the result of a new time and space warping technology that has fallen into the wrong hands. But hop glimmers as they soon discover a hostage, a robot named Fugitoid, whom they rescue and convert to a valuable ally. Together they must defeat the bizarre enemy infestations on the planet and get back home to Earth.",Teenage Mutant Ninja Turtles 2: Battle Nexus,http://www.ign.com/games/teenage-mutant-ninja-turtles-2-battle-nexus/xbox-682712,http://xbox.ign.com/articles/558/558405p1.html,19.99 USD,6.0,Xbox PS2 PC GBA GCN,"October 19, 2004","http://www.ign.com/games/mortal-kombat-shaolin-monks/xbox-709116,http://www.ign.com/games/mortal-kombat-armageddon/xbox-794353,http://www.ign.com/games/marvel-nemesis-rise-of-the-imperfects/xbox-681937,http://www.ign.com/games/crimson-skies-high-road-to-revenge/xbox-479671,http://www.ign.com/games/mortal-kombat-shaolin-monks/xbox-709116,http://www.ign.com/games/atari-racing-collection/xbox-486903,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Okay,6.8,Mild Violence,T for Teen,Okay
Konami,Fighting,Konami Studios,"The action is packed into another exciting series of adventures with Teenage Mutant Ninja Turtles 2: Battle Nexus. Run with the Turtle dudes as they show off their new Ninja abilities against all new opponents. Only the best can turn chaos into control with simultaneous play for up to four players in both cooperative and head-to-head modes. The Turtles' return has come at an unexpected time. They now find themselves forcced into exile on a strange, alien planet -- the result of a new time and space warping technology that has fallen into the wrong hands. But hop glimmers as they soon discover a hostage, a robot named Fugitoid, whom they rescue and convert to a valuable ally. Together they must defeat the bizarre enemy infestations on the planet and get back home to Earth.",Teenage Mutant Ninja Turtles 2: Battle Nexus,http://www.ign.com/games/teenage-mutant-ninja-turtles-2-battle-nexus/gcn-683127,http://cube.ign.com/articles/558/558352p1.html,29.99 USD,6.0,GCN PS2 PC Xbox GBA,"October 19, 2004","http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/soulcalibur-2/gcn-16888,http://www.ign.com/games/naruto-clash-of-ninja/gcn-497564,http://www.ign.com/games/action-replay-ultimate-codes-mario-kart-double-dash/gcn-16574,http://www.ign.com/games/mario-superstar-baseball/gcn-716495,http://www.ign.com/games/kirby-air-ride/gcn-499716,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713",Good,7.3,Mild Violence,T for Teen,Okay
Vivendi Games,"First-Person, Shooter",2015,"From the creators of the award-winning Medal of Honor: Allied Assault comes Men of Valor: Vietnam, 2015's historical first-person shooter that portrays infantry combat during the Vietnam War. Combining the latest Unreal engine technology with the gameplay expertise of 2015, Men of Valor immerses you in the humid jungles of Southeast Asia in the most controversial conflict of the modern era. Battle your way through dangerous scenarios, from search-and-destroy missions around Danang airbase to the Tet offensive and the counterattack on Hue, or challenge friends in various multiplayer modes, which enable you to view the war from the perspective of the Viet Cong guerillas as well as U.S. forces.",Men of Valor,http://www.ign.com/games/men-of-valor/xbox-498648,http://xbox.ign.com/articles/558/558266p1.html,14.99 USD,7.8,Xbox Mac PC,"October 19, 2004","http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/doom-3/xbox-482119,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Good,7.4,"Blood, Drug Reference, Strong Language, Violence",M for Mature,Good
Konami,"Third-Person, Action",Konami Studios,"Featuring an all-new experience in the form of four-player cooperative play,

tells a non-linear story of everyone's favorite heroes in a half shell in this sequel to the 2003 beat 'em up. Complete with voice-overs from the popular FoxBox animated series,

allows gamers to play as Leonardo, Michelangelo, Donatello, and Raphael in two different game modes each with their own varying combat techniques. Along the way, players can kick, punch, and slice their way past the Foot Clan across a multitude of different locations and can even unlock a hidden bonus in the form of the original arcade game.",Teenage Mutant Ninja Turtles 2: Battle Nexus,http://www.ign.com/games/teenage-mutant-ninja-turtles-2-battle-nexus/ps2-683102,http://ps2.ign.com/articles/558/558406p1.html,19.99 USD,6.0,PS2 PC Xbox GCN GBA,"October 19, 2004","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Okay,6.9,Mild Violence,T for Teen,Okay
Sorrent,RPG,,"Seven-level cell phone RPG based on the hit franchise. The handset version is only vaguely related to the PC edition, however. Controls, displays, and stories are different to the core. This is Baldur's Gate in spirit, existing in the same universe with D&D rules. Baldur's Gate is played with your lone hero -- no party system here. Using the touchpad and the OK button, you must trudge through the seven levels and attack hordes of evil warriors all by your lonesome. Each of the seven levels is set up very linearly with a main quest and an optional sub-quest that usually results is earning more money, more experience, and perhaps a sweet piece of armor or a better weapon. Each level of Baldur's Gate has a main quest and a sub-quest. Naturally, the sub-quest is optional, but if you choose to indulge the plight of the secondary, there is often a fat reward.",Baldur's Gate,http://www.ign.com/games/baldurs-gate/cell-688224,http://wireless.ign.com/articles/558/558108p1.html,,8.4,Cell PC Mac DC PS,"Oct 18, 2004","http://www.ign.com/games/neverwinter-nights/cell-699368,http://www.ign.com/games/before-crisis-final-fantasy-vii/cell-680926,http://www.ign.com/games/heros-lore-2-the-knight-of-frozen-sea/cell-881626,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725,http://www.ign.com/games/neverwinter-nights/cell-699368",Amazing,9.0,,,Great
responDESIGN,Sports,responDESIGN,"An interactive fitness game designed for women for the Xbox. The product combines personalized, interactive and goal-oriented gaming experiences focused on health and fitness. By tracking your heart-rate (through the Yourself!Health meter), and your effort (through perceived level of exertion ratings), your digital trainer Maya is able to alter the course and difficulty of a workout as it progresses to match your personal needs for the day.

features tutorial mode, customizable workouts, personalized schedule systems for each player, and more to help you get into shape.",Yourself!Fitness,http://www.ign.com/games/yourselffitness/xbox-684496,http://xbox.ign.com/articles/558/558041p1.html,34.99 USD,8.2,Xbox PC PS2,"October 8, 2004","http://www.ign.com/games/espn-nfl-2k5/xbox-674666,http://www.ign.com/games/dead-or-alive-xtreme-beach-volleyball/xbox-482154,http://www.ign.com/games/tony-hawks-american-wasteland/xbox-740724,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Great,8.7,Informational,E for Everyone,Great
Nevrax,"Persistent Online, RPG",Nevrax,"On planet Atys, the Kamis and Karavan have been battling each other for three generations -- but whispers of a great new enemy are on the winds. Create your own character and join thousands of players to together embark on a journey across four distinct realms of mystery and adventure. Game design in this massively multiplayer online game feature includes a unique skill-based leveling system where skilled players can train themselves in mastering arts, a customized battle system where experienced characters can chain attack moves together, and a powerful game engine and server system where players will literally be overwhelmed by hordes of attacking creatures -- coordinate your ranged and close-combat attacks with other players or face obiteration at the hands of rampaging waves of terrible beasts.",The Saga of Ryzom,http://www.ign.com/games/the-saga-of-ryzom/pc-573170,http://pc.ign.com/articles/558/558093p1.html,19.99 USD,7.5,PC,"September 20, 2004","http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505,http://www.ign.com/games/the-witcher-3/pc-134497,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.4,"Suggestive Themes, Violence",T for Teen,Good
Sony Computer Entertainment,Action,Naughty Dog Software,"Jak and his faithful companion Daxter are exiled to the unforgiving wasteland, where survival of the fittest is the law of the land. But deadly lands and dangerous creatures are only the beginning. Soon, the worst nightmare imaginable finds Jak's world, threatening to annihilate all life with eternal darkness...

In Jak 3, an exciting new open world stretches from the farthest reaches of the wasteland to the strife-torn heart of the city. New and improved vehicles will allow the duo to traverse this vast land, and new weapons and powers will allow Jak to defeat this world's more deadly foes as he battles to save civilization from itself, and perhaps discover the truth behind the Precursor mystery.",Jak 3,http://www.ign.com/games/jak-3/ps2-626995,http://ps2.ign.com/articles/563/563849p1.html,19.99 USD,9.6,PS2 PS3 PS4,"November 9, 2004","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Amazing,9.1,"Comic Mischief, Language, Mild Violence, Suggestive Themes",T for Teen,Amazing
LucasArts,"Persistent Online, RPG",Sony Online Entertainment,"The heavily-anticipated flight expansion pack to LucasArts' blockbuster MMORPG,

The new expansion offers players their first chance to jump into the seat of a number of different starfighters and seek their fortune in the vast, dark reaches of space. Aside from the aspects directly involving spaceships, there are many other additions to be included in the expansion, such as two new species, additional professions and more.",Star Wars Galaxies: Jump to Lightspeed,http://www.ign.com/games/star-wars-galaxies-jump-to-lightspeed/pc-678088,http://pc.ign.com/articles/563/563995p1.html,19.99 USD,7.9,PC,"October 27, 2004","http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505,http://www.ign.com/games/the-witcher-3/pc-134497,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.1,Violence,T for Teen,Good
