publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
SNK Playmore,Fighting,SNK [1978-2001],"A downloadable version of the classic NeoGeo game, provided through Nintendo's Virtual Console service.

Released in 1991 and one of the longest-running series in the fighting-game genre, this title introduced players to Terry Bogard, Andy Bogard and Joe Higashi. Select one of the three and visit many locations as your chosen fighter engages in numerous street fights around the fictional city of South Town. If you're good enough, you'll eventually take on Billy Kane and then his boss, the notorious crime lord Geese Howard. Use each fighter's own finishing maneuver and battle in two different planes on the screen, one in the foreground and the other farther away in the background. The game also features a two-player mode that is well known for its unique setup, which allows fighters to both fight and help each other. Do you have what it takes to win the King of Fighters tournament?",Fatal Fury,http://www.ign.com/games/fatal-fury/wii-963199,http://wii.ign.com/articles/825/825706p1.html,9 USD,7.0,Wii NG SNES Cell PS4 Switch Xbox One Arcade PSP PS3 Gen NGCD,"October 8, 2007","http://www.ign.com/games/super-smash-bros-brawl/wii-748545,http://www.ign.com/games/project-m/wii-132552,http://www.ign.com/games/pokemon-rumble/wii-14356297,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Okay,6.0,"Violence, Blood",T for Teen,Good
Activision,Racing,Eutechnyx,"Speed, power, performance and attitude -- put your Hot Wheels races to the test! Race your way through crazy corkscrews, loops and hidden routes. Race with a collection of the world's coolest cars. And engage in high-octane multiplayer action, racing on tracks packed with wicked explosions and super-charged power-ups.",Hot Wheels: Beat That!,http://www.ign.com/games/hot-wheels-beat-that/xbox-360-950016,http://xbox360.ign.com/articles/825/825830p1.html,49.99 USD,3.5,Xbox 360 NDS PC PS2 Wii,"September 25, 2007","http://www.ign.com/games/forza-motorsport-4/xbox-360-112992,http://www.ign.com/games/forza-motorsport-4/xbox-360-77615,http://www.ign.com/games/ubisoft-the-crew/xbox-360-20023103,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Okay,6.0,Cartoon Violence,E for Everyone,Awful
Activision,Racing,Eutechnyx,"Speed, power, performance and attitude -- put your Hot Wheels races to the test! Race your way through crazy corkscrews, loops and hidden routes. Race with 30 of the world's coolest cars. And engage in high-octane multiplayer action, racing on tracks packed with wicked explosions and super-charged power-ups.",Hot Wheels: Beat That!,http://www.ign.com/games/hot-wheels-beat-that/ps2-950014,http://ps2.ign.com/articles/825/825847p1.html,39.99 USD,3.3,PS2 PC NDS Xbox 360 Wii,"September 25, 2007","http://www.ign.com/games/gran-turismo-3-a-spec/ps2-13846,http://www.ign.com/games/action-replay-ultimate-codes-need-for-speed-underground-2/ps2-679032,http://www.ign.com/games/need-for-speed-most-wanted/ps2-740897,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Good,7.5,Cartoon Violence,E for Everyone,Awful
2K Sports,Sports,Konami,"MLB Power Pros delivers an original visual style to America's favorite pastime.  Every MLB player are represented in the Power Pro character style - a miniature toy-like figurine model.  Gamers will recognize their favorite baseball stars through comic usage of facial expressions, facial hair, and hair styles.  Every MLB ballpark has been faithfully replicated with their respective famous landmarks, bringing astounding authenticity to every game.  This visual combination is certain to delight baseball fans of all ages.",MLB Power Pros,http://www.ign.com/games/mlb-power-pros/wii-954663,http://wii.ign.com/articles/825/825828p1.html,39.99 USD,8.4,Wii PS2,"October 2, 2007","http://www.ign.com/games/wii-sports/wii-826987,http://www.ign.com/games/wii-sports-resort/wii-14266992,http://www.ign.com/games/fifa-2013/wii-115690,http://www.ign.com/games/mario-kart-wii/wii-949580,http://www.ign.com/games/boom-blox/wii-892269,http://www.ign.com/games/nba-jam/wii-56365,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Great,8.7,No Descriptors,E for Everyone,Great
Microsoft,Racing,,"Right from the starting line, Project Gotham Racing 4 creates an emotionally-charged racing experience, where you become attached to your careers, profiles, and vehicles. There are several new features that embody this emotional experience, the most significant being the new career mode.

Get ready to be rewarded with a growing fanbase that cheers you on, reacts to your every move, and supports you through victory. Just imagine hearing the roar of the crowd as you cross the finish line with your own style and flair.",Project Gotham Racing 4,http://www.ign.com/games/project-gotham-racing-4/xbox-360-853087,http://xbox360.ign.com/articles/825/825172p1.html,59.99 USD,8.1,Xbox 360,"October 2, 2007","http://www.ign.com/games/forza-motorsport-4/xbox-360-112992,http://www.ign.com/games/forza-motorsport-4/xbox-360-77615,http://www.ign.com/games/ubisoft-the-crew/xbox-360-20023103,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Great,8.2,Mild Lyrics,E for Everyone,Great
Glu Mobile,Action,,,Diner Dash 2,http://www.ign.com/games/diner-dash-1-and-2/cell-960041,http://wireless.ign.com/articles/825/825816p1.html,,8.0,Cell PC PC Mac,October 2007,"http://www.ign.com/games/just-cause-2/cell-14280725,http://www.ign.com/games/rayman/cell-567023,http://www.ign.com/games/galaxy-on-fire-2/cell-14270785,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Great,8.1,,,Great
"Destination Software, Inc. (DSI)",Sports,Black Lantern Studios,"Welcome to the unsanctioned, underground world of ping-pong tournaments. Down-and-out former professional ping-pong phenom Randy Daytona is sucked into this maelstorm when FBI Agent Ernie Rodriguez recruits him for a secret mission. Randy is determined to bounce back and win, and to smoke out his father's killer -- arch fiend Feng.",Balls of Fury,http://www.ign.com/games/balls-of-fury/nds-909122,http://ds.ign.com/articles/825/825822p1.html,19.99 USD,6.5,NDS Wii,"September 4, 2007","http://www.ign.com/games/inazuma-eleven/nds-959942,http://www.ign.com/games/mario-sonic-at-the-olympic-games/nds-896693,http://www.ign.com/games/inazuma-eleven-2-blizzard/nds-14284019,http://www.ign.com/games/pokemon-black-version-2/nds-129224,http://www.ign.com/games/pokemon-conquest/nds-125156,http://www.ign.com/games/pokemon-white-version-2/nds-129228",Okay,6.4,,,Okay
Activision,"First-Person, Shooter","Splash Damage, Id Software","Enemy Territory: Quake Wars pits the armies of Earth against the invading alien Strogg in an online strategic shooter.  Players choose to battle as one of five unique classes in either the EDF (Earth Defense Force -- humans) or the barbaric alien Strogg armies.  Troops use 40+ conventional and futuristic vehicles, deployable structures, and defense systems like quad-bikes, tanks, and alien walkers for epic ground assaults; or helicopters and anti-gravity ships to lend firepower from the air.   Throughout each battle, teams establish bases, deploy defense structures, artillery, radar, and advanced forward-command systems into enemy territory while constructing and demolishing obstacles to speed progress and gain a tactical advantage over the enemy.",Enemy Territory: Quake Wars,http://www.ign.com/games/enemy-territory-quake-wars/pc-748377,http://pc.ign.com/articles/824/824554p1.html,49.99 USD,8.5,PC Xbox 360 PS3 Mac,"October 2, 2007","http://www.ign.com/games/ghost-recon-wildlands/pc-20038799,http://www.ign.com/games/tom-clancys-the-division/pc-20004178,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/pc-20007853,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.1,"Mild Blood, Mild Language, Violence",T for Teen,Great
Nintendo,Action,Skip Ltd.,"A pollution epidemic is killing off flowers and ravaging parks worldwide. To combat this threat, Citrusoft Robotics has developed an eco-friendly model of Chibi-Robo and sent it to parks everywhere. As Chibi-Robo, players restore their local park to its former glory by raising flowers and plants, building park equipment and defeating toxic enemies called Smoglings.",Chibi-Robo: Park Patrol,http://www.ign.com/games/chibi-robo-park-patrol/nds-826670,http://ds.ign.com/articles/824/824571p1.html,34.99 USD,7.8,NDS,"October 2, 2007","http://www.ign.com/games/the-legend-of-zelda-phantom-hourglass/nds-694756,http://www.ign.com/games/the-legend-of-zelda-spirit-tracks/nds-14333936,http://www.ign.com/games/kingdom-hearts-3582-days/nds-964462,http://www.ign.com/games/pokemon-black-version-2/nds-129224,http://www.ign.com/games/pokemon-conquest/nds-125156,http://www.ign.com/games/pokemon-white-version-2/nds-129228",Great,8.2,Comic Mischief,E for Everyone,Good
EA Mobile,Sports,EA Mobile,"The Sims Bowling further extends the popular The Sims series on mobile, allowing players to take their Sims to a bowling party and challenge friends in a fun contest of skill and popularity.",The Sims Bowling,http://www.ign.com/games/the-sims-bowling/cell-910248,http://wireless.ign.com/articles/824/824504p1.html,,7.0,Cell,TBA,"http://www.ign.com/games/beijing-2008/cell-787986,http://www.ign.com/games/captain-tsubasa-nankatsu-vs-toho/cell-848854,http://www.ign.com/games/freestyle-moto-x-ii-142665/cell-826649,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Great,8.0,,,Good
Nintendo,"Third-Person, Shooter",Treasure,"Previously not available outside of Japan, this is a downloadable version of the 2000 N64 game, provided through Nintendo's Virtual Console service.

Created by the legendary development studio Treasure, this is a game that hard-core gamers and fans of Japanese imports recognize as one of the finest Nintendo 64 titles to have never previously reached North American shores. Its unique combination of English voice-overs with Japanese subtitles (preserved in this version) has only added to the enthusiasm for its eventual release here. Experience the frenetic pace of a classic shooter, while choosing from a variety of options and a number of different skill levels until you are ready to take on the full-blown challenge of Turbo Hard mode. Not to be outdone by the action, however, the intriguing story line gives the game its soul and draws you even further into the mix. Set in the near future, on an overpopulated Earth starved for resources, players uncover the intriguing mystery of two teenagers (Saki and Airan) and their battle against the Ruffians as they advance through level after level of nonstop action. Take a deep breath, gather your energy and prepare to see why this game is so highly praised.",Sin and Punishment: Successor to the Earth,http://www.ign.com/games/sin-and-punishment-successor-to-the-earth/wii-963871,http://wii.ign.com/articles/824/824126p1.html,12 USD,9.0,Wii Wii U iQ N64,"October 1, 2007","http://www.ign.com/games/call-of-duty-modern-warfare-3/wii-114747,http://www.ign.com/games/goldeneye-007/wii-867280,http://www.ign.com/games/resident-evil-umbrella-chronicles/wii-827187,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Great,8.6,"Blood, Fantasy Violence, Mild Language",T for Teen,Amazing
Gameloft,Strategy,Gameloft,,CSI: Miami,http://www.ign.com/games/csi-miami/cell-965429,http://wireless.ign.com/articles/824/824144p1.html,,8.5,Cell PC iPhone iPod,Fall 2007,"http://www.ign.com/games/1503-ad-the-new-world/cell-715837,http://www.ign.com/games/command-and-conquer-3-deluxe-edition/cell-14233838,http://www.ign.com/games/tower-defense/cell-14222819,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Great,8.8,,,Great
Warner Bros.  Interactive,Racing,Bugbear Entertainment,"FlatOut: Ultimate Carnage is an over-the-top racing game where players experience the drive of their lives as they race around fully destructible environments. Enhanced over the original version of FlatOut 2, the game features 12 types of racing cars, five all-new single player and two all-new multiplayer game modes, plus widescreen high definition resolution to make the racing experience more real.",FlatOut: Ultimate Carnage,http://www.ign.com/games/flatout-ultimate-carnage/xbox-360-840485,http://xbox360.ign.com/articles/824/824271p1.html,49.99 USD,8.5,Xbox 360 PC,"October 2, 2007","http://www.ign.com/games/forza-motorsport-4/xbox-360-112992,http://www.ign.com/games/forza-motorsport-4/xbox-360-77615,http://www.ign.com/games/ubisoft-the-crew/xbox-360-20023103,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Great,8.1,"Mild Lyrics, Violence",T for Teen,Great
UFO Interactive,Adventure,Data Design Interactive,"Long ago, an evil and twisted spirit known as Mumm'hotep plunged the Land of Egypt into Darkness. Many had thought was forever destroyed, but the evil spirit has risen again and taken physical form. A 'Pharaohs Curse' has been placed over the fastest, strongest and most poisonous of Egypt's inhabitants and is holding his once peaceful civilisation in its hands! The situation has become so terrible that the Gods have called on the only warrior that could rid the sands of these evil monsters and return peace to Egypt... The mighty Anubis.

You must take control of Anubis, as he embarks on his quest to save Egypt from the terrifying Curse of the Pharaohs! Along his journey, Anubis will encounter deadly locusts, snapping stone statues, maniac mummies, skeletons and many other monsters from both the Egyptian Underworld and living inhabitants possessed by the evil spirits. Can Anubis overcome the test that has been placed before him and bring peace back to Ancient Egypt…only you hold the power to succeed!",Anubis II,http://www.ign.com/games/anubis-ii/wii-889279,http://wii.ign.com/articles/824/824045p1.html,19.99 USD,2.0,Wii PC PS2,"September 11, 2007","http://www.ign.com/games/fatal-frame-ii-crimson-butterfly/wii-87940,http://www.ign.com/games/okami/wii-884970,http://www.ign.com/games/back-to-the-future-the-game/wii-116482,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Awful,3.8,Mild Cartoon Violence,E for Everyone,Painful
Activision,Action,Next Level Games,"Inspired by the Spider-Man film trilogy and the classic Spider-Man comics, Spider-Man: Friend or Foe challenges players to defeat and then join forces with notorious movie nemeses including Doc Ock, Green Goblin, Venom and Sandman, and embark on an epic quest to overcome a worldwide evil threat.  Throughout the game's original story and thrilling battles, fans control Spider-Man and one of numerous Super Hero or Super Villain sidekicks and master unique fighting moves and styles while switching between characters to execute team combos and defeat foes.",Spider-Man: Friend or Foe,http://www.ign.com/games/spider-man-friend-or-foe/xbox-360-864876,http://xbox360.ign.com/articles/825/825487p1.html,49.99 USD,4.9,Xbox 360 NDS PC PS2 Wii PSP,"October 2, 2007","http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/metal-gear-solid-5/xbox-360-149842,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Okay,6.4,Cartoon Violence,E10+ for Everyone 10 and older,Bad
Vivendi Games Mobile,Action,,"Delta Force allows users to choose between three characters to eliminate a terrorist organization trying to hijack the communication satellites: the trooper, the engineer or the sniper.  Mini games challenge players to seek out informers, break enemy codes and track down terrorists in an armored car while avoiding sniper fire, dodging land mines and protecting civilians.",Delta Force,http://www.ign.com/games/delta-force/cell-958580,http://wireless.ign.com/articles/825/825227p1.html,,7.0,Cell,"October 01, 2007","http://www.ign.com/games/just-cause-2/cell-14280725,http://www.ign.com/games/rayman/cell-567023,http://www.ign.com/games/galaxy-on-fire-2/cell-14270785,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Okay,6.0,,,Good
Activision,Action,A2M (Artificial Mind and Movement),"Inspired by the Spider-Man film trilogy and the classic Spider-Man comics, Spider-Man: Friend or Foe challenges players to defeat and then join forces with notorious movie nemeses including Doc Ock, Green Goblin, Venom and Sandman, and embark on an epic quest to overcome a worldwide evil threat.  Throughout the game's original story and thrilling battles, fans control Spider-Man and one of numerous Super Hero or Super Villain sidekicks and master unique fighting moves and styles while switching between characters to execute team combos and defeat foes.",Spider-Man: Friend or Foe,http://www.ign.com/games/spider-man-friend-or-foe/psp-950065,http://psp.ign.com/articles/825/825486p1.html,39.99 USD,4.9,PSP Xbox 360 PS2 NDS PC Wii,"October 2, 2007","http://www.ign.com/games/resident-evil-3-nemesis/psp-18950,http://www.ign.com/games/metal-gear-solid-peace-walker/psp-71143,http://www.ign.com/games/metal-gear-solid-peace-walker/psp-965242,http://www.ign.com/games/final-fantasy-vii/psp-14340290,http://www.ign.com/games/final-fantasy-viii/psp-33571,http://www.ign.com/games/resident-evil-3-nemesis/psp-18950",Okay,6.8,Cartoon Violence,E10+ for Everyone 10 and older,Bad
