publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Gathering of Developers (aka GOD Games),"First-Person, Shooter",Croteam,"High-speed first-person shooter, created by CroTeam. Monsters spawned from another dimension are trying to make The Milky Way their personal trash can. As attempts to defend the solar system fail, the fate of the Earth, and even the universe, rests with one man. 
YOU are Sam 'Serious' Stone, a legend in your time. Sam is our only hope against these mischievous miscreants and their evil leader, Mental. In practice, this translates into adrenaline-pumping, non-stop alien blasting action, as Serious Sam throws whole waves of monsters at the player. The game can display over 100 creatures at a time.",Serious Sam: The First Encounter,http://www.ign.com/games/serious-sam-multiplayer-demo-version/pc-15156,http://pc.ign.com/articles/165/165156p1.html,9.99 USD,9.0,PC Linux,"Mar 23, 2001","http://www.ign.com/games/ghost-recon-wildlands/pc-20038799,http://www.ign.com/games/tom-clancys-the-division/pc-20004178,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/pc-20007853,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.6,"Blood and Gore, Violence",M for Mature,Amazing
Midway  Games,Sports,Midway  Games,"Fast-paced, high-flying basketball action comes to the PlayStation with NBA HOOPZ. Get into a three-on-three game with your favorite NBA team you'll get a guard, forward, and center. When you are ready to play, you can challenge the computer or play with five of your friends in the Exhibition mode. If you want more of a challenge than a single game, try to claim the NBA championship in a 14-, 28-, 56-, or 82-game Season. In all of the modes, players can perform huge dunks, make wild passes, and hit some spectacular shots. Should you want to be more involved in the game, you can create a player and put yourself in the game; when you correctly answer random trivia questions that pop up, your custom player earns extra attribute points. Get ready for some serious hang time with NBA HOOPZ and show off your skills.",NBA Hoopz,http://www.ign.com/games/nba-hoopz/ps-15830,http://psx.ign.com/articles/165/165830p1.html,14.99 USD,2.0,PS PS2 GBC DC,February 2001,"http://www.ign.com/games/ncaa-football-2001/ps-14657,http://www.ign.com/games/nhl-2001/ps-14658,http://www.ign.com/games/tony-hawks-pro-skater-2/ps-14304,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Okay,6.0,,E for Everyone,Painful
Take-Two Interactive,Pinball,Tarantula Studios,"Do you like pinball? Do you like the over-the-top antics of the most influential arena-rockers ever? If so, you're in luck. This marriage of two unlikely influences is pure, unabashed raucousness. Launch the ball out onto the table, then get ready to earn points for nailing drum solos, hitting wicked guitar licks, and screaming at the top of your lungs. There are actually two unique tables included in the game one that follows KISS on a world tour and the other, a brilliant meditation on the supergroup's trip to Hades. Show the devil what's what, as you earn multiballs and replays in Satan's living room. Never before has a gigantic tongue played such a key role in a game, and the group's outfits alone are enough to make the game worth the price of admission. Needless to say, the music is awesome the entire gamut of KISS's career is represented in fine fashion. Awesome graphics, intense gameplay, and adrenaline-pumping rock make KISS PINBALL an instant classic.",KISS Pinball [2001],http://www.ign.com/games/kiss-pinball/ps-16386,http://psx.ign.com/articles/166/166386p1.html,7.99 USD,3.0,PS PC,"April 26, 2001","http://www.ign.com/games/the-pinball-3d/ps-12804,http://www.ign.com/games/pro-pinball/ps-756,http://www.ign.com/games/hyper-3d-pinball/ps-436,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Bad,4.2,"Mild Language, Suggestive Themes",T for Teen,Awful
3DO,"Turn-Based, Strategy",3DO,"In a world where darkness reigns, the king's fate rests solely on the champion that can lead an army in search of the most powerful weapon the world has ever seen. In

, that champion is you. Based on the award-winning PC strategy franchise of the same name,

allows players to choose from four different character classes as they explore four vast continents and battle 17 different kinds of villains. Randomized gameplay means that story events unfold uniquely every time you participate, and the 3D polygonal graphics bring a visual style never before seen in the series. Developed exclusively for the PlayStation 2.",Heroes of Might and Magic: Quest for the DragonBone Staff,http://www.ign.com/games/heroes-of-might-and-magic-quest-for-the-dragonbone-staff/ps2-15575,http://ps2.ign.com/articles/165/165575p1.html,54.99 USD,7.7,PS2,"April 17, 2001","http://www.ign.com/games/yu-gi-oh-gx-the-beginning-of-destiny/ps2-951226,http://www.ign.com/games/disgaea-1/ps2-535848,http://www.ign.com/games/front-mission-4/ps2-573997,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/kingdom-hearts-ii/ps2-550308,http://www.ign.com/games/kingdom-hearts-ii/ps2-853598,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Okay,6.5,Animated Violence,E for Everyone,Good
"Working Designs, Capcom","Third-Person, Shooter","Game Arts, Treasure","In the distant future, a plague of parasitic monsters is sweeping across the known universe; devouring all the resources in its path -- including the distant outposts humanity calls home. The only chance for mankind's survival is a top-secret starship class known as

and the hyper-skilled pilots at the controls. And so begins the premise of

, a co-development shooting project between Game Arts and Treasure that remakes the early '90s PC shooter of the same name. Features include a large variety of enemy types, multiple weapon upgrades, and polygonal graphics. As an added bonus, Working Designs has removed the slowdown and added analog control for the American version of the game.",Silpheed: The Lost Planet,http://www.ign.com/games/silpheed-the-lost-planet/ps2-14374,http://ps2.ign.com/articles/164/164374p1.html,11.99 USD,8.3,PS2,"April 27, 2001","http://www.ign.com/games/star-wars-battlefront-ii-2005/ps2-737697,http://www.ign.com/games/killzone/ps2-568333,http://www.ign.com/games/call-of-duty-finest-hour/ps2-550009,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Good,7.7,"Animated Violence, Mild Language",T for Teen,Great
Agetec,Shooter,SNK [1978-2001],"Metal Slug X sets the stage for you to save the world. A power-hungry group of renegades has teamed up with aliens, and together they are planning to assume control of the planet. You are a one-man army whose mission is to squash the rebellion. There are four characters to choose from: Marco, Eri, Tama, and Fio. At the beginning, you've only got a gun and a few grenades, which isn't going to be enough. But as you rescue hostages, new weapons like rocket launchers, flamethrowers, bouncing shots, Molotov cocktails, and a shotgun are at your disposal. In addition to new weapons, you will also have access to a variety of vehicles including the Super Vehicle-001 mini-tank, Camel Slug, Slug Flyer, and Slugnoid, each packed with special weapons and abilities. The world is counting on you to stop the terrorist threat in Metal Slug X.",Metal Slug X,http://www.ign.com/games/metal-slug-x/ps-14690,http://psx.ign.com/articles/164/164690p1.html,22.99 USD,9.0,PS Arcade PS3 PSP iPhone PC NG Wii,"Apr 25, 2001","http://www.ign.com/games/jake2/ps-10446,http://www.ign.com/games/duke-nukem-total-meltdown/ps-2194,http://www.ign.com/games/tom-clancys-rainbow-six/ps-12260,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Great,8.7,Animated Violence,T for Teen,Amazing
THQ,Adventure,Heavy Iron Studios,"Strap on your chainsaw, pop open your Necronomicon and come get some, baby! Ash, the square-jawed, insult-spewing, shotgun-toting, chainsaw-armed hero from the cult classic Evil Dead trilogy is back! Picking up eight years after the last installment of the Evil Dead films, Ash is drawn back to the infamous cabin in the woods only to again face evil forces that have crossed over to our world. Our hero finds himself slicing and dicing carnivorous Kandarian demons, vicious deadites and other unspeakable atrocities spawned by the notorious Book of the Dead. And in true Evil Dead fashion, Ash must once again attempt to save the world from an appalling and horrific end. Evil Dead: Hail to the King takes the survival horror genre to new heights by combining the successful formula of suspense, action and puzzle-solving with over-the-top bloodlust and signature Ash humor -- all within the confines of the Evil Dead universe. Hail to the king, baby!",Evil Dead: Hail to the King,http://www.ign.com/games/evil-dead-hail-to-the-king/pc-13947,http://pc.ign.com/articles/163/163947p1.html,39.99 USD,3.8,PC PS DC PS2,"Apr 16, 2001","http://www.ign.com/games/recore/pc-20047415,http://www.ign.com/games/life-is-strange-episode-4/pc-20031273,http://www.ign.com/games/the-walking-dead-the-game/pc-100880,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Okay,6.1,"Animated Blood and Gore, Animated Violence",M for Mature,Awful
Nintendo,Puzzle,Newcom,"Puzzle action game from Nintendo, starring the company's main mascot. In Dr. Mario, players rotate ""pill"" pieces as they fall, attempting to clear their screen without spilling over the top. Each stage has a specific number of viruses that must be eliminated instead of simply playing until you die. Each falling block is composed of two colored pieces, and lining up four or more of the same color (either horizontally or vertically) will zap them from your screen. The idea, of course, is to try and make sure you take one of those ugly virus blobs with you as you stack the colors. Once all the viruses have been cleared, players move on to the next stage -- featuring more viruses and faster pieces. Needless to say, the gameplay can get rather frantic in a hurry, especially in the series' staple multiplayer modes.",Dr. Mario 64,http://www.ign.com/games/dr-mario-64/n64-15952,http://ign64.ign.com/articles/165/165952p1.html,29.95 USD,5.0,N64,"April 9, 2001","http://www.ign.com/games/pokemon-puzzle-challenge/n64-14801,http://www.ign.com/games/bust-a-move-2-arcade-edition/n64-3606,http://www.ign.com/games/the-new-tetris/n64-10072,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933",Good,7.3,Suitable for Persons Ages Six and Older,E for Everyone,Mediocre
THQ,RPG,H2O Entertainment,"The king took him in at a very young age, but Alaron is now old enough to realize that he was adopted deciding to set out on a quest to track his own heritage. Along his journey, Alaron has had the fortune of meeting up with a party of others that are looking for adventure. You can choose to play as any of 13 characters. A more or less traditional role-playing game, AIDYN CHRONICLES: The First Mage is a brilliant mix of interaction, fighting, and extensive exploration. All of the battles take place in an innovative turn-based system, challenging you to handle both combat and real-time strategy. All of the characters and environments in the game are rendered in full 3D, and the characters have complete freedom in their ranges of movement. There's more territory in the game's expanses than you'll ever get a chance to see, and the sheer diversity of the character types is really impressive. If you like role-playing games, you'll want to check out this installment of Aidyn Chronicles.",Aidyn Chronicles: The First Mage,http://www.ign.com/games/aidyn-chronicles-the-first-mage/n64-10081,http://ign64.ign.com/articles/160/160081p1.html,58.99 USD,4.2,N64,"March 20, 2001","http://www.ign.com/games/paper-mario/n64-453,http://www.ign.com/games/harvest-moon-64/n64-1910,http://www.ign.com/games/earthbound-64/n64-1968,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933",Okay,6.0,Animated Violence,T for Teen,Bad
Strategy First,Strategy,BreakAway Games,"Waterloo is a real-time and turn-based strategy game presenting over 30 historically accurate battles from the final battles of Napoleon. You can play as either Napoleon's troops or the combined British and Prussian forces of Wellington and Blucher. The units feature sixty historical uniforms, including French light infantry, the French Old Guard, the King's German Legion, Polish Lancers and Sctos Greys. The battlefields have been meticously research and feature dozens of historical landmarks, including the all-important Chateau Hougoumont, La Haye Sainte and Plancenoit Church. The game engine is based on that used for the award-winning Sid Meier's Gettysburg.",Waterloo: Napoleon's Last Battle,http://www.ign.com/games/waterloo-napoleons-last-battle/pc-16330,http://pc.ign.com/articles/166/166330p1.html,9.99 USD,7.8,PC,"Mar 26, 2001","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.4,Violence,E for Everyone,Good
