publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Activision,Action,Activision,"Just like the main character of TOY STORY 2 says, you'll practically have to go ""To infinity, and beyond!"" to save Woody, who's been swiped by a greedy toy collector. Your training with the Universe Protection Unit is going to come in handy, because you're going to have to run, jump, and fight your way through 15 unique levels of fun. Find the items, collect the tokens, solve the puzzles, and zap the enemy with your Buzz Lightyear laser as you work your way through this platform-based title. And keep your eyes open for bonus items that will make things a little easier for you, like Air Blast Attachments and Disk Launchers. You'll also face a boss at the end of each level, so keep your spirits high and your finger on the trigger, or you might just find yourself on someone else's toy shelf!",Buzz Lightyear of Star Command,http://www.ign.com/games/buzz-lightyear-of-star-command/dc-15188,http://dreamcast.ign.com/articles/165/165188p1.html,50.99 USD,6.5,DC GBC PS PC,"October 5, 2000","http://www.ign.com/games/shenmue/dc-14499,http://www.ign.com/games/shenmue-ii/dc-15624,http://www.ign.com/games/spider-man-2000/dc-15779,http://www.ign.com/games/baldurs-gate/dc-12490,http://www.ign.com/games/nba-2k1/dc-14602,http://www.ign.com/games/marvel-vs-capcom-clash-of-super-heroes/dc-9967",Okay,6.1,Animated Violence,E for Everyone,Okay
Codemasters,Racing,Codemasters,"The exciting world of stock car racing comes to your living room with JARRET AND LABONTE STOCK CAR RACING. Choose from 42 cars from manufacturers like Ford, BMW, Dodge, Lexus, and Chrysler. After choosing the right car, try to tackle the twists and turns of 23 tracks from all parts of the world including Laguna Seca, Road America, Monza, Silverstone, Suzuka, Surfers' Paradise, and Hockenheim Ring. Take on the challenge of the Championship mode and compete in ladder races to earn enough points to enter the next event. Players can also create a free race where everything can be customized, or try to earn the best time in a time trial race. No matter how you play, a new physics model adds a feeling of realism to the game. So go out and hit the asphalt with JARRET AND LABONTE STOCK CAR RACING.",Jarrett and Labonte Stock Car Racing,http://www.ign.com/games/jarrett-and-labonte-stock-car-racing/ps-14173,http://psx.ign.com/articles/164/164173p1.html,19.99 USD,8.3,PS,"October 4, 2000","http://www.ign.com/games/gran-turismo-1998/ps-2226,http://www.ign.com/games/crash-team-racing/ps-11595,http://www.ign.com/games/gran-turismo-2/ps-11426,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Good,7.7,,E for Everyone,Great
Konami,Sports,Konami OSA (KCEO),"All those letters in the title mean that Konami snagged two important licenses for this soccer game: cable-TV sports leader ESPN, and Major League Soccer itself. The MLS license means real players and teams, and the ESPN name means a network-style presentation. Quality graphics and animations heighten the realism as you play through the game's many modes, including training, exhibition games, season play, and cup finals. Create your own characters or build teams of real players, with the top stars becoming available to you as you advance during the season. ESPN's own Bob Ley, as well as Luis ""Gooooaaaal!"" Tapia, provide running commentary (in English or Spanish) during the games. This title, reminsicent of Konami's own ISS Pro Evolution, is for fans who are looking for an easy-to-play soccer title rather than a detailed simulation.",ESPN MLS GameNight,http://www.ign.com/games/espn-mls-gamenight/ps-14661,http://psx.ign.com/articles/164/164661p1.html,17.99 USD,7.9,PS,"September 6, 2000","http://www.ign.com/games/ncaa-football-2001/ps-14657,http://www.ign.com/games/nhl-2001/ps-14658,http://www.ign.com/games/tony-hawks-pro-skater-2/ps-14304,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Great,8.1,,E for Everyone,Good
Hasbro Interactive,Action,Blitz Games,"Everyone's favorite frog returns in FROGGER 2 for the Dreamcast. Your goal is to take the frog through the city streets, the forest, and around the world. But remember to keep your eyes peeled for oncoming traffic as you cross the street, because getting hit by a car can really give you a headache! If you're in a sociable mood, grab a friend and play the two-player mode. And if your FROGGER skills are a little rusty, spend some quality time in the practice mode. Featuring updated graphics, jumpy music, and fast gameplay, this is one ""froggy"" adventure you don't want to miss!",Frogger 2: Swampy's Revenge,http://www.ign.com/games/frogger-2/dc-14329,http://dreamcast.ign.com/articles/164/164329p1.html,45.99 USD,8.2,DC PC PS GBC N64,"October 13, 2000","http://www.ign.com/games/shenmue/dc-14499,http://www.ign.com/games/shenmue-ii/dc-15624,http://www.ign.com/games/spider-man-2000/dc-15779,http://www.ign.com/games/baldurs-gate/dc-12490,http://www.ign.com/games/nba-2k1/dc-14602,http://www.ign.com/games/marvel-vs-capcom-clash-of-super-heroes/dc-9967",Good,7.4,No Descriptors,E for Everyone,Great
Hasbro Interactive,Action,Blitz Games,"In FROGGER 2: Swampy's Revenge you can play as either your old friend Frogger or his new girlfriend Lillie but your goal remains the same rescue the baby frogs from Swampy the Crocodile before it's too late! Be aware though that Swampy knows you're after him so he's left all sorts of obstacles and booby traps in your path. To find Swampy you'll have to cross dozens of treacherous levels filled with swarms of ants, spinning lawnmower blades and packs of killer beetles. This time out Frogger is packing some extra ammo in the form of a heat-seeking tongue, a super hop and a power croak that is ideal for locating trapped baby frogs. FROGGER 2: Swampy's Revenge, which delivers stunning 3D graphics and animation, supports solo or multiplayer action, so if you've got a Multitap you can invite three friends over for some sizzling split screen fun.",Frogger 2: Swampy's Revenge,http://www.ign.com/games/frogger-2/ps-11914,http://psx.ign.com/articles/161/161914p1.html,5.99 USD,8.5,PS PC GBC N64 DC,October 2000,"http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Good,7.6,No Descriptors,E for Everyone,Great
Gathering of Developers (aka GOD Games),Adventure,Terminal Reality,"The Blair Witch Mythos are much larger than what the movie might have left to intend, so much that they've been easily crossed with Nocturne's own timeline! In the first episode of this trilogy, you'll guide a Spookhouse agent as she explores the town of Burkittsville looking for clues. Rustin Parr, in fact, said that behind his atrocious crimes there are supernatural causes, and knowing both sagas, it's obvious it's not the ranting of a madman!",Blair Witch Volume 1: Rustin Parr,http://www.ign.com/games/blair-witch-volume-1-rustin-parr/pc-13905,http://pc.ign.com/articles/163/163905p1.html,19.99 USD,6.8,PC,"Oct 4, 2000","http://www.ign.com/games/recore/pc-20047415,http://www.ign.com/games/life-is-strange-episode-4/pc-20031273,http://www.ign.com/games/the-walking-dead-the-game/pc-100880,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.1,"Blood, Animated Violence",M for Mature,Okay
Infogrames,Sports,Bit Managers,,UEFA Soccer 2000,http://www.ign.com/games/uefa-soccer-2000/gbc-15493,http://gameboy.ign.com/articles/165/165493p1.html,,7.0,GBC,,"http://www.ign.com/games/720/gbc-10768,http://www.ign.com/games/mario-tennis-gbc/gbc-14380,http://www.ign.com/games/ready-2-rumble-boxing/gbc-12329,http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402",,,,,Good
Konami,Sports,Konami,"ESPN INTERNATIONAL TRACK & FIELD brings all the excitement of a real athletic contest to Game Boy Color. Try to win the gold medal in 12 different events including fencing, skeet shooting, the 100-meter dash, the long jump, the javelin toss, 100-meter freestyle swimming, 110-meter hurdles, the high jump, weightlifting, the pole vault, the gymnastics vault, and table tennis. Each event requires a mix of speed, stamina, and timing to succeed  it's all about the button mashing! Can you win all the events and become the ultimate champion? Full-colored, detailed graphics bring the knuckle-busting action to life. Use the Game Boy Link Cable to hook up with a friend and challenge him or her to a two-player contest to see who can win the most medals. This game includes battery backup to save all your high scores and world records. ESPN INTERNATIONAL TRACK & FIELD is compatible with Game Boy Color systems only.",ESPN International Track & Field,http://www.ign.com/games/espn-international-track-field/gbc-15404,http://gameboy.ign.com/articles/165/165404p1.html,34.99 USD,8.0,GBC DC PS2,"September 26, 2000","http://www.ign.com/games/720/gbc-10768,http://www.ign.com/games/mario-tennis-gbc/gbc-14380,http://www.ign.com/games/ready-2-rumble-boxing/gbc-12329,http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402",Amazing,9.0,,E for Everyone,Great
HeadGames Publishing,Racing,Daylight Productions,,Sprint Car Racing,http://www.ign.com/games/sprint-car-racing/pc-15474,http://pc.ign.com/articles/165/165474p1.html,19.99 USD,4.2,PC,"Aug 21, 2000","http://www.ign.com/games/forza-horizon-3/pc-20054784,http://www.ign.com/games/flatout-4/pc-20068143,http://www.ign.com/games/ubisoft-the-crew/pc-20000080,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Amazing,9.0,No Descriptors,E for Everyone,Bad
SouthPeak Games,Racing,Sinister Games,"Climb behind the wheel of the General Lee and tear through the hills of Hazzard in the craziest, smash'-em-up, drive-like-a-maniac racing game you've ever played. It's a dream come true as you outrun Rosco, race to save the Duke farm, and rescue Daisy from the clutches of Black Jack Perril.",The Dukes of Hazzard: Racing for Home,http://www.ign.com/games/the-dukes-of-hazzard-racing-for-home/pc-12103,http://pc.ign.com/articles/162/162103p1.html,14.99 USD,5.8,PC GBC PS,"Oct 10, 2000","http://www.ign.com/games/forza-horizon-3/pc-20054784,http://www.ign.com/games/flatout-4/pc-20068143,http://www.ign.com/games/ubisoft-the-crew/pc-20000080,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Bad,4.5,"Mild Animated Violence, Use of Alcohol and Tobacco",E for Everyone,Mediocre
Hasbro Interactive,Racing,"Monster Games, Inc.","It's all new pedal to the metal, door-to-door racing action with 30 of the best drivers in NASCAR. Choose your favorite driver and race against a full field of cars at one or all the NASCAR tracks in a single race or a Championship Season. In the Beat the Heat Challenges, players take on a number of exciting challenges designed around scenarios that actually occur in NASCAR racing. These challenges capture all the thrills, drama and split-second decisions of race day moments such as whether or not to pit for new tires to win a race or when to pass traffic at a particular track. In Race the Pro, players test themselves against the best by racing against ""phantom"" cars driven by real NASCAR Winston Cup Drivers. Best of all NASCAR Heat adjusts to individual skill levels making every race fun, competitive action for the whole family. If you can't take the Heat...get off the track!",NASCAR Heat,http://www.ign.com/games/nascar-heat/pc-14101,http://pc.ign.com/articles/164/164101p1.html,9.99 USD,9.0,PC PS GBC,"Aug 28, 2000","http://www.ign.com/games/forza-horizon-3/pc-20054784,http://www.ign.com/games/flatout-4/pc-20068143,http://www.ign.com/games/ubisoft-the-crew/pc-20000080,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.0,,E for Everyone,Amazing
"Interplay, Black Isle Studios",RPG,BioWare,"Welcome to a world of intrigue, adventure and fierce combat. Every world has conflict. Good and evil. Friend and foe. Safety and danger. In

, you'll find yourself between these factions. This epic sequel will immerse you in a world of intrigue, adventure and fierce combat where your ability to discern the difference between these sides - with the assistance of steel and spell - determines your fate.

Your story begins anew in the exotic southern kingdom of Amn, amidst the opulence of the sinister capital city of Athkatla. Journey through the fierce, unforgiving wilderness of Amn, and through the treacherous caverns of the Underdark, in your quest for artifacts of awesome power and treasure of inestimable wealth... even challenge dragons, if you dare. Such is the life of a legend.",Baldur's Gate II: Shadows of Amn,http://www.ign.com/games/baldurs-gate-2/pc-13437,http://pc.ign.com/articles/163/163437p1.html,19.95 USD,9.4,PC Mac,"Sep 22, 2000","http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505,http://www.ign.com/games/the-witcher-3/pc-134497,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Amazing,9.2,"Animated Blood, Animated Violence, Use of Alcohol and Tobacco",T for Teen,Amazing
Hasbro Interactive,Other,Hasbro Interactive,"The popular game show makes its return to the PlayStation with JEOPARDY! 2ND EDITION. For those that don't know, JEOPARDY! gives the contest an answer to a question, and it is the contestant's job to formulate the proper question for the answer. In the Jeopardy! and Double Jeopardy! rounds there are six categories with five answers each, for a total of 30 answers worth varying dollar amounts. However, each round also contains a number of Daily Doubles that allow the contestant to wager all or some of his or her winnings on one question. The last round of the game is Final Jeopardy! where all of the contestants make wagers on one last question. Throughout the game, players receive encouragement and help from the show's host, Alex Trebek. Are you smart enough to take the JEOPARDY! challenge?",Jeopardy! 2nd Edition,http://www.ign.com/games/jeopardy-2nd-edition/ps-14446,http://psx.ign.com/articles/164/164446p1.html,17.28 USD,7.0,PS C64 PC Mac,October 2000,"http://www.ign.com/games/incredible-crisis/ps-14976,http://www.ign.com/games/chocobo-stallion/ps-13641,http://www.ign.com/games/yumie-suzuki/ps-10861,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Good,7.9,,E for Everyone,Good
Red Storm Entertainment,Action,Magic Lantern Playware,,Tom Clancy's Rainbow Six: Covert Ops Essentials,http://www.ign.com/games/tom-clancys-rainbow-six-covert-ops-essentials/pc-14779,http://pc.ign.com/articles/164/164779p1.html,9.99 USD,6.4,PC,"Sep 20, 2000","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.4,"Animated Blood, Animated Violence",T for Teen,Okay
"Strategic Simulations, Inc. (SSI)",Strategy,Atomic Games,"The Close Combat series has taken you to the beaches at Omaha, the bridges of Operation Market Garden, the Eastern Front, and the Battle of the Bulge. Now Invasion Normandy, the fifth game in the award-winning Close Combat series, takes you back to Normandy, where it all began.

This time you?ll be fighting for the Cotentin peninsula, from the landings at Utah Beach to the siege at Cherbourg. New Force Pool dynamics allow you to customize your Battle Groups like never before, and armored vehicles won't always be the best tools in your arsenal. In the dense hedgerows of the French countryside, AT teams could be lying in ambush almost anywhere. By placing a premium on infantry tactics, Invasion Normandy puts the capital ""C"" back into Close Combat.",Close Combat: Invasion Normandy,http://www.ign.com/games/close-combat-invasion-normandy/pc-15357,http://pc.ign.com/articles/165/165357p1.html,39.99 USD,8.2,PC,"Oct 5, 2000","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.3,"Blood, Animated Violence",RP for Rating Pending,Great
Midway  Games,Racing,Attention to Detail (ATD),"Are you ready to roll? Race across ceilings, walls, alien territory, and futuristic lands as you try to damage your opponents and finish on top. The follow-up to the popular ROLLCAGE, this installment features improved AI, better graphics, more gameplay modes, and fully destructible courses. There are over 20 vehicles to choose from and each has three different paint jobs to try out. Divided into five futuristic, other-worldly environments, the game's 65 tracks can each be affected during gameplay, allowing for the possibility of sneaky roadblocks and traps. The high-powered weaponry at your disposal includes rockets, bombs, and mines but don't be surprised to discover a few hidden toys that will help you win. Additionally, you can combine weapons, making for 24 unique attack concoctions. There are 16 modes and options to choose from, including Single Player, Rubble Soccer, Scramble, Pursuit, Stunt, Survivor, Multi-Player Tournament, and Destruction Time Attack. The more wins you rack up, the more bonuses and vehicles you can unlock for yourself. With improved AI, incredible environments, and more modes than you'll be able to swallow this is one amazing game.",Rollcage Stage II,http://www.ign.com/games/rollcage-stage-ii/ps-11723,http://psx.ign.com/articles/161/161723p1.html,8.99 USD,8.7,PS PC,"October 11, 2000","http://www.ign.com/games/gran-turismo-1998/ps-2226,http://www.ign.com/games/crash-team-racing/ps-11595,http://www.ign.com/games/gran-turismo-2/ps-11426,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Good,7.9,Animated Violence,E for Everyone,Great
