publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Konami,Shooter,Konami,"All of the legendary action and adrenaline of the famed Contra series explodes in a new dimension with Contra: Shattered Soldier. Fans of the series will feel right at home with the game's signature frenzied, side-scrolling 2D gameplay, while newcomers to the series will be awed by the game's ultra-detailed 3D visuals and wide assortment of enemies - human, alien and mechanized.

Massive, screen-filling boss characters, a Contra series staple, do everything they can to keep players from proceeding through the multiple action-packed missions, while environmental threats such as swarms of bugs, aggressive enemies and alien encounters keep players on their toes. When the action gets too intense; players can always opt to take on the enemy with a friend in the cooperative 2-player simultaneous mode.",Contra: Shattered Soldier,http://www.ign.com/games/contra-shattered-soldier/ps2-482096,http://ps2.ign.com/articles/375/375122p1.html,19.99 USD,8.0,PS2 PS3,"October 24, 2002","http://www.ign.com/games/star-wars-battlefront-ii-2005/ps2-737697,http://www.ign.com/games/killzone/ps2-568333,http://www.ign.com/games/call-of-duty-finest-hour/ps2-550009,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Great,8.2,"Animated Violence, Realistic Violence",T for Teen,Great
Xicat Interactive,"First-Person, Shooter",IncaGold,"Using the LithTech engine, Sniper is a first person shooter Mafia game set in the 1980's. Dominick is a top hitman who recently lost a prominent member to death from his crime family in Las Vegas. A dispute unfolds from this so naturally a war breaks out with this prideful family.  You'll have a chance to plan the attack, set up the prime location, and pick the target. Beware though, the hunter could become the prey. Threads of conspiracy from Rome and Chicago link some how back to Vegas.",Sniper: Path of Vengeance,http://www.ign.com/games/sniper-path-of-vengeance/pc-17085,http://pc.ign.com/articles/375/375133p1.html,9.99 USD,3.5,PC Xbox,"September 17, 2002","http://www.ign.com/games/ghost-recon-wildlands/pc-20038799,http://www.ign.com/games/tom-clancys-the-division/pc-20004178,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/pc-20007853,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Bad,4.7,"Blood, Strong Language, Violence",M for Mature,Awful
Konami,Sports,Konami,"Women's tennis is more popular than ever, and now the excitement of the WTA tour comes to your living room with WTA TOUR TENNIS. Join all of your favorite professional players including Jelena Dokic, Martina Hingis, Jennifer Capriati, Lindsay Davenport, and Serena Williams and see if you can rise to the top of the ranks. There are 20 real players in all, and each features realistic AI for optimal tennis simulation. Two different control schemes allow you to select the most comfortable way for you to play, and you'll want to be as comfy as possible when the competition heats up. There are three modes of play to test your skills Tour, Exhibition, and Tournament. Tour mode will take you to ten real-world locales spread across the globe, tracking your overall ranking, money earned, and match stats. Needless to say, you can try your hand at singles or doubles competition, and a variety of difficulty levels cater to players of all skill levels. Do you have what it takes to trade volleys with the pros? Time to find out.",WTA Tour Tennis,http://www.ign.com/games/wta-tour-tennis/xbox-482489,http://xbox.ign.com/articles/375/375073p1.html,9.99 USD,4.0,Xbox PS2 GBA GCN,"September 24, 2002","http://www.ign.com/games/espn-nfl-2k5/xbox-674666,http://www.ign.com/games/dead-or-alive-xtreme-beach-volleyball/xbox-482154,http://www.ign.com/games/tony-hawks-american-wasteland/xbox-740724,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Bad,4.5,Suitable for Persons Ages Six and Older,E for Everyone,Bad
LucasArts,Action,Pandemic Studios,"Take over where Episode II ends during the epic Clone Wars and lead the Republic army in the as Anakin Skywalker, Mace Windu & Obi-Wan Kenobi. Your directive: stop the Separatists from reassembling an ancient Sith weapon of mass annihilation!  Gamers will be able to undertake missions ranging from intense close combat engagements to enormous large-scale battles.

Game features include over five unique crafts (Republic gunship, speeder bike, fighter tank, assault walker and even a Maru) and 30 combat units; four entirely different multiplayer modes and 16 single-player missions on six expansive worlds.",Star Wars: The Clone Wars,http://www.ign.com/games/star-wars-the-clone-wars/gcn-481957,http://cube.ign.com/articles/375/375141p1.html,19.99 USD,7.6,GCN PS2 Xbox,"October 28, 2002","http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/resident-evil-4/gcn-15821,http://www.ign.com/games/metroid-prime/gcn-15316,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713",Good,7.7,Mild Realistic Violence,T for Teen,Good
Universal Interactive,"Third-Person, Action",Surreal Software,"Released from Universal Interactive's Black Label Games,

is based on the written works of J.R.R. Tolkien, and with this rich literary resource, the publisher, on the back of developer Surreal Software, has created an action-adventure game in the style of

. It authentically presents various chapters of the book that were edited from the movie (or that never made it in) such as the Ancient Forest and the Barrow Downs, and it includes particularly memorable hobbits, characters such as Tom Bombadil, and other secondary but likeable characters.",The Lord of the Rings: The Fellowship of the Ring,http://www.ign.com/games/the-lord-of-the-rings-the-fellowship-of-the-ring/pc-489122,http://pc.ign.com/articles/375/375136p1.html,9.99 USD,6.5,PC Xbox PS2 GCN GBA,"Oct 22, 2002","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/rise-of-the-tomb-raider/pc-20020150,http://www.ign.com/games/assassins-creed-black-flag/pc-159976,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Okay,6.5,Realistic Violence,T for Teen,Okay
Conspiracy Entertainment,Action,Full Fat,"Exploring a cave at the edge of the Great Valley, Littlefoot and his friends are trapped by a rock fall. As they try to find a way out, Spike notices they are not alone? There?s a Sharptooth sleeping in the cave! The young dinosaurs scatter and soon become lost in the Mysterious Beyond? Cera has been captured in the desert by a Scorposaurus. Spike is trapped on an island deep in the swamp by an angry Sharptooth. Ducky is hiding from a Spiderdon in the caves.

Petrie soon finds Littlefoot and the two of them set out to rescue their friends and get home.",The Land Before Time,http://www.ign.com/games/the-land-before-time/gba-15731,http://gameboy.ign.com/articles/375/375000p1.html,,6.0,GBA GBC,February 2002,"http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/dragon-ball-z-the-legacy-of-goku/gba-17519,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508",Okay,6.7,,E for Everyone,Okay
Activision,Fighting,Paradox Development,"X-Men: Next Dimension begins when Bastion, the leader of Operation: Zero Tolerance, and his legions of Prime-Sentinels have captured Forge as part of their mission to eradicate all mutants. The race is on as Forge's teammates set out to rescue their captured comrade before Bastion can coax secrets from him that are capable of destroying all mutant-kind. In order to do this, the X-Men must ally themselves with their greatest enemies, the Brotherhood of Mutants and their cunning leader, Magneto.

Taking its inspiration from comics and film, X-Men: Next Dimension is an unprecedented, epic super hero fighting game. The game creates cinematic, titanic battles between mutants and sentinels, complete with destructible multi-tiered levels and non-arena based fighting. Advanced fighting combos, aerial combat and 8-way movement add to the excitement by bringing the battles to life like never before.",X-Men: Next Dimension,http://www.ign.com/games/x-men-next-dimension/ps2-17383,http://ps2.ign.com/articles/374/374952p1.html,14.99 USD,7.2,PS2 GCN Xbox,"October 22, 2002","http://www.ign.com/games/tekken-5/ps2-681191,http://www.ign.com/games/mortal-kombat-shaolin-monks/ps2-709115,http://www.ign.com/games/dragon-ball-z-budokai-3/ps2-679951,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Good,7.5,"Suggestive Themes, Violence",T for Teen,Good
"THQ, SEGA",Sports,Altron,"Virtua Tennis follows the easy-to-play, addictive style of its Dreamcast predecessor! With Exhibition, Tournament, and World Circuit Modes, Virtua Tennis enables you to perfect your game, triumph in world tournaments, or develop and train players. A multiplayer mode allows up to 4-players to go to the net on courts made of grass, clay, concrete, and more!",Virtua Tennis,http://www.ign.com/games/virtua-tennis/gba-480097,http://gameboy.ign.com/articles/374/374991p1.html,9.99 USD,9.0,GBA Arcade PC NNG Cell DC,"September 25, 2002","http://www.ign.com/games/mario-golf-advance-tour/gba-550432,http://www.ign.com/games/tony-hawks-pro-skater-2/gba-16246,http://www.ign.com/games/shaun-palmers-pro-snowboarder/gba-16410,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508",Great,8.3,No Descriptors,E for Everyone,Amazing
Infogrames,Sports,"Left Field  Productions, Inc., Humongous",,Backyard Football,http://www.ign.com/games/backyard-football-805570/gcn-482033,http://cube.ign.com/articles/375/375021p1.html,7.99 USD,4.5,GCN GBA Mac PS PC,"October 08, 2002","http://www.ign.com/games/bmx-xxx/gcn-17510,http://www.ign.com/games/mario-superstar-baseball/gcn-716495,http://www.ign.com/games/madden-nfl-2006/gcn-698630,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713",Okay,6.3,No Descriptors,E for Everyone,Bad
Electronic Arts,"Third-Person, Action",Stormfront Studios,"Electronic Arts released one of its biggest movie-to-videogame conversions during the holiday season of 2002 with

for GameCube, PlayStation 2, and Xbox. Taking players on an epic quest, based on the modern cinema trilogy directed by Peter Jackson,

delivers intense, large-scale action with tons of swordplay and all the trimmings of learning through experience. The more than 12 levels are directly taken from scenarios and events that appeared in the first two first films and EA added a smattering of bonus content on top of it, including interviews with all the principal actors, stills, trailers, and more.",The Lord of the Rings: The Two Towers,http://www.ign.com/games/the-lord-of-the-rings-the-two-towers/ps2-481923,http://ps2.ign.com/articles/375/375003p1.html,14.99 USD,8.3,PS2 PC GCN GBA Xbox Cell,"October 21, 2002","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Great,8.2,"Blood, Violence",T for Teen,Great
Infogrames,Party,Data Design Interactive,,Nickelodeon Party Blast,http://www.ign.com/games/nickelodeon-party-blast/xbox-481306,http://xbox.ign.com/articles/375/375015p1.html,26.99 USD,1.1,Xbox PS2 GCN PC,"October 15, 2002","http://www.ign.com/games/shrek-super-party/xbox-482491,http://www.ign.com/games/fuzion-frenzy-2/xbox-487477,http://www.ign.com/games/fuzion-frenzy/xbox-16189,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Mediocre,5.8,,E for Everyone,Unbearable
Ubisoft,Sports,Southend Interactive,"Deathrow pits two teams in a no-limits, no-honor, total-aggression arena battle -- where only the hardest fists, the meanest moves, and the deadliest throws will get you victory. This could get ugly. Fast. Can you take the punishment?

In Deathrow, there are dynamic and ""explicit"" voice recordings that appear throughout the game. More than a thousand recordings have been created for your taunting pleasure. And depending on who your opponent is and what they do, the trash talking flows.

Imagine your opponent taking a bad shot, foolishly losing the disc, or even getting the pulp kicked out of 'em.  In Deathrow,  your team will make fun of the opponent's players and exploit their feelings and egos to break their focus in the game.",Deathrow: Underground Team Combat,http://www.ign.com/games/deathrow-underground-team-combat/xbox-480121,http://xbox.ign.com/articles/374/374878p1.html,12.99 USD,9.3,Xbox,"October 22, 2002","http://www.ign.com/games/espn-nfl-2k5/xbox-674666,http://www.ign.com/games/dead-or-alive-xtreme-beach-volleyball/xbox-482154,http://www.ign.com/games/tony-hawks-american-wasteland/xbox-740724,http://www.ign.com/games/crimson-skies-high-road-to-revenge/xbox-479671,http://www.ign.com/games/mortal-kombat-shaolin-monks/xbox-709116,http://www.ign.com/games/atari-racing-collection/xbox-486903,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Great,8.7,Realistic Violence,M for Mature,Amazing
TDK Mediactive,Action,Tose Software,"Shrek is on a mission to rescue his beloved swamp from those pesky little fairy tale characters. With a little help from his friends, Shrek is in for the biggest adventure of his life! Journey as Shrek, Donkey or Princess Fiona on a wild adventure through seven chapters of Fairy Tale Land. Based on the award-winning movie!",Shrek: Hassle at the Castle,http://www.ign.com/games/shrek-hassle-at-the-castle/gba-481913,http://gameboy.ign.com/articles/374/374855p1.html,11.99 USD,7.0,GBA,"October 15, 2002","http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/dragon-ball-z-the-legacy-of-goku/gba-17519,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508",Good,7.3,"Mild Animated Violence, Mild Realistic Violence",E for Everyone,Good
Activision,"Extreme, Sports",Rainbow Studios,"Mat Hoffman?s Pro BMX 2 allows players to travel with Mat Hoffman, Mike Escamilla, Chad Kagy, Cory Nastazio, Joe Kowalski, Rick Thorne, Kevin Robinson, and Simon Tabron to eight cities across America. Players can perform thousands of tricks as they experience multiple modes of play: Road Trip, Wreak Havoc, HORSE and many multi-player split screen modes. Players can also build their own BMX, course using the next generation Mat Hoffman?s Pro BMX 2 course editor.",Mat Hoffman's Pro BMX 2,http://www.ign.com/games/mat-hoffmans-pro-bmx-2/gcn-487501,http://cube.ign.com/articles/374/374875p1.html,12.99 USD,7.6,GCN PS2 GBA Xbox,"October 8, 2002","http://www.ign.com/games/bmx-xxx/gcn-17510,http://www.ign.com/games/mario-superstar-baseball/gcn-716495,http://www.ign.com/games/madden-nfl-2006/gcn-698630,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713",Okay,6.4,"Blood, Mild Lyrics, Violence",T for Teen,Good
"Interplay, Vivendi Games","Third-Person, Action","Black Isle Studios, Snowblind Studios","Baldur's Gate: Dark Alliance features a distinctive blend of action and adventure set in the most popular Dungeons & Dragons campaign setting: The Forgotten Realms franchise owned by Wizards of the Coast Inc. Played from a third person perspective, Baldur's Gate: Dark Alliance immerses players in the port town of Baldur's Gate. Faithful adaptation of the third edition rules set for the Dungeons & Dragons roleplaying game and customizable player and character development allow for an engrossing gameplay experience for up to two players at once. Dramatic spell effects and powerful abilities enhance this action-packed game, assisting the player in combat against an abundance of terrifying monsters found throughout the adventure.",Baldur's Gate: Dark Alliance,http://www.ign.com/games/baldurs-gate-dark-alliance/xbox-479235,http://xbox.ign.com/articles/374/374856p1.html,14.99 USD,8.5,Xbox GCN GBA PS2,"October 22, 2002","http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/gladius/xbox-481748,http://www.ign.com/games/marvel-ultimate-alliance/xbox-762707,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Great,8.5,"Blood, Use of Alcohol, Violence",T for Teen,Great
SEGA,Shooter,WOW Entertainment,"Defy the undead with shotgun in hand as you explore a post-apocalyptic wasteland of unrelenting terror in The House of the Dead III. Fans of the series will thrill to beautifully rendered gore, time-sensitive gameplay, and a wide variety of branching paths. Gamers take out wave after wave of horrific zombies as they travel different routes and advance the story line, uncovering new secrets and hidden areas along the way. The all-new shotgun comes in handy when surrounded by an army of undead. Players must use it wisely to take out multiple enemies in a single blast as they plow their way through the most exhilarating nightmare yet.",The House of the Dead III,http://www.ign.com/games/the-house-of-the-dead-2-3-return/xbox-16719,http://xbox.ign.com/articles/374/374825p1.html,17.99 USD,8.1,Xbox Wii PS3 Arcade PC,"October 29, 2002","http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/doom-3/xbox-482119,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Great,8.1,Animated Violence,M for Mature,Great
Disney Interactive Studios,Strategy,Gigawatt Studios,,Ultimate Ride Disney Coaster,http://www.ign.com/games/ultimate-ride-disney-coaster/pc-491951,http://pc.ign.com/articles/374/374833p1.html,19.99 USD,7.5,PC,"Oct 10, 2002","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.2,Suitable for Persons Ages Six and Older,E for Everyone,Good
