publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Ubisoft,"Third-Person, Action","Ubisoft Montreal, Warner Bros.  Interactive","Sin Tzu, cunning master of strategy and martial arts, makes history as the first Batman character to debut in a video game. To commemorate this event, DC Comics and Warner Bros. have showcased the talents of veteran scriptwriter Flint Dille and reknown comic book artist, Jim Lee as Sin Tzu's co-creators and character designers. The third-person action game lets up to two players join forces as Batman and Robin or Nightwing and Batgirl and take on the scum of Gotham City. Utilizing 35 different attacks and plenty of Bat-gadgets, players fight their way through 12 levels, from the Gotham City Docks to the infamous Arkham Asylum.",Batman: Rise of Sin Tzu,http://www.ign.com/games/batman-rise-of-sin-tzu/ps2-493300,http://ps2.ign.com/articles/455/455468p1.html,19.99 USD,6.5,PS2 GBA Xbox GCN PC,"October 16, 2003","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Good,7.2,Mild Realistic Violence,T for Teen,Okay
Electronic Arts,"Extreme Sports, Sports",EA Canada,"EA takes its snowboarding series to higher ground -- this time, to the tippy-top slopes of three fully-modeled mountains for players to explore and shred. It's a revolution inspired by free-roam success of Rockstar's

franchise, but EA has made the idea all its own by filling each mountain with miles of terrain to explored and a variety of challenges, course races, stunts and rival encounters to compete against. New to the series beyond the open course structure is the boardpress move (much like the ""manual"" in other extreme sports games) for stringing combos together across flatlands, extreme weather affects that affect rider physics and can even bring an avalanche down on players, 3-level Uber tricks, handplant tricks, improvements in character customization, and even online head-to-head play on the PlayStation 2.",SSX 3,http://www.ign.com/games/ssx-3/ps2-552080,http://ps2.ign.com/articles/455/455424p1.html,19.99 USD,9.5,PS2 GBA GCN Xbox Giz,"October 21, 2003","http://www.ign.com/games/madden-nfl-2001/ps2-14286,http://www.ign.com/games/tony-hawks-underground/ps2-545800,http://www.ign.com/games/tony-hawks-pro-skater-4/ps2-482065,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Amazing,9.1,"Comic Mischief, Mild Violence",E for Everyone,Amazing
Capcom,Action,"Capcom, Inti Creates","Sequel to 2D sidescroller Mega Man Zero. In Zero's first mission, the human researcher, Ciel, recruits the legendary warrior to fight against the anti-reploid organization ""Neo Arcadia"". Together, Zero and Ciel create a resistance group and put a stop to the senseless aggressions from the NAO. Once again humans and robot reploids are able to live in harmony. But for how long? In this next mission, Zero falls prey to a trap set by Neo Arcadia's newly, self-appointed and ruthless commander. His plan is to trick Zero and use him to wreak chaos between reploids and humans once again. But, can he succeed? Features a new weapon customization system, a more user-friendly Cyber-Elf collection system, two-player link-up, and improved special effects.",Mega Man Zero 2,http://www.ign.com/games/mega-man-zero-2/gba-546794,http://gameboy.ign.com/articles/455/455426p1.html,17.99 USD,8.0,GBA Wii U,"October 14, 2003","http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/dragon-ball-z-the-legacy-of-goku/gba-17519,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508",Great,8.6,Cartoon Violence,E for Everyone,Great
Electronic Arts,"Extreme Sports, Sports",EA Canada,"EA takes its snowboarding series to higher ground -- this time, to the tippy-top slopes of three fully-modeled mountains for players to explore and shred. It's a revolution inspired by free-roam success of Rockstar's

franchise, but EA has made the idea all its own by filling each mountain with miles of terrain to explored and a variety of challenges, course races, stunts and rival encounters to compete against. New to the series beyond the open course structure is the boardpress move (much like the ""manual"" in other extreme sports games) for stringing combos together across flatlands, extreme weather affects that affect rider physics and can even bring an avalanche down on players, 3-level Uber tricks, handplant tricks, and improvements in character customization.",SSX 3,http://www.ign.com/games/ssx-3/gcn-552060,http://cube.ign.com/articles/455/455472p1.html,19.99 USD,9.3,GCN GBA Xbox Giz PS2,"October 20, 2003","http://www.ign.com/games/bmx-xxx/gcn-17510,http://www.ign.com/games/mario-superstar-baseball/gcn-716495,http://www.ign.com/games/madden-nfl-2006/gcn-698630,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713",Amazing,9.0,"Mild Animated Violence, Mild Realistic Violence",E for Everyone,Amazing
"THQ, JAKKS Pacific",Wrestling,Yuke's Media Creations,"The fifth installment of the hugely popular Yuke's-developed PSOne/PS2-exclusive wrestling series,

adds several new modes and features. Play as your favorite WWE wrestler, or create your own Superstar and take them through story modes created by the real WWE staff writers. Build up Superstar abilities, and unlock hidden elements by earning money. 

Improved controls add to the action, and a new countering and interactive submission system takes the pain to a whole new level. New match types such as First Blood, Bra and Panty, and Elimination Chamber, along with improved audio, Superstar voiceovers, dynamic camera transitions, and more-realistic animations make the fifth

a force to be reckoned with.",WWE SmackDown! Here Comes the Pain,http://www.ign.com/games/wwe-smackdown-here-comes-the-pain/ps2-546855,http://ps2.ign.com/articles/456/456414p1.html,19.99 USD,9.1,PS2,"October 27, 2003","http://www.ign.com/games/wwe-smackdown-vs-raw-2011/ps2-73314,http://www.ign.com/games/wwe-smackdown-vs-raw-2008/ps2-882477,http://www.ign.com/games/wwe-smackdown-vs-raw-2007/ps2-820800,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Amazing,9.1,Realistic Violence,T for Teen,Amazing
"Nintendo, Kemco",Racing,Tantalus,"Top Gear Rally features fast-paced racing through a variety of courses where players battle opponents as well as environmental hazards, tricky terrain and treacherous weather conditions. Mud, snow, ice, rain, dirt, gravel, trees and jumps are all a part of this on- and off-road rally game. Players can choose from a wide variety of vehicles that they can customize, plus they earn more vehicles as they progress.

Top Gear Rally is simple to operate and has an easy-to-execute drift maneuver for cornering at optimum speeds – and more advanced players can enjoy the all-new challenging courses and authentic 3-D rally racing. As an added feature, players will be able to go to a special Web site, enter codes they obtain in the game, and see how they rank against other rally racers worldwide.",Top Gear Rally,http://www.ign.com/games/boss-rally/gba-566825,http://gameboy.ign.com/articles/456/456514p1.html,12.99 USD,8.0,GBA N64 PC,"October 27, 2003","http://www.ign.com/games/mario-kart-super-circuit/gba-15249,http://www.ign.com/games/moto-racer-advance/gba-482173,http://www.ign.com/games/excitebike/gba-488697,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508",Great,8.0,No Descriptors,E for Everyone,Great
Microsoft,"Third-Person, Action",Rare,"Designed for gamers of all audiences, Grabbed by the Ghoulies is a humorous beat-'em-up action-adventure game that takes place in a haunted house full of crazed ghoulies. Gamers take the role of Cooper, a kid on a mission to rescue his girlfriend, who has been ""grabbed by the ghoulies."" Players venture through more than 50 rooms and 100 levels within haunted and ominous Ghoulhaven Hall, battling it out with a variety of monsters while trying to escape the many tricks, traps and shocks awaiting them along the way. Grabbed by the Ghoulies features an ensemble of outrageous characters, super-scary surprises and tons of hilarious weapons to keep the baddies at bay. The British expression ""grabbed by the ghoulies"" translates to ""grabbed by the balls.""",Grabbed by the Ghoulies,http://www.ign.com/games/grabbed-by-the-ghoulies/xbox-566148,http://xbox.ign.com/articles/455/455857p1.html,19.99 USD,7.0,Xbox Xbox 360,"October 21, 2003","http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Good,7.7,Mild Realistic Violence,E for Everyone,Good
Stainless Steel Studios,"Real-Time, Strategy",Activision,"This realtime strategy title gives you control of one of seven major civilizations, all historically based: US, UK, Russia, China, Korea, and the Franks. From the middle ages to World War II players will battle for control over 1000 years of history. With weapons and tactics that reflect the uniqueness of each civilization, players will have to master every aspect of their empire as they battle over land, sea and air against equally ambitious opponents. Whether you play the single player campaigns or challenge a friend in multiplayer mode, the cutting edge graphics and cultural diversity will keep you coming back for more.",Empires: Dawn of the Modern World,http://www.ign.com/games/empires-dawn-of-the-modern-world-139509/pc-499712,http://pc.ign.com/articles/456/456272p1.html,9.99 USD,8.8,PC,"Oct 21, 2003","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.6,"Blood, Violence",T for Teen,Great
Konami,Fighting,Konami,"GBA update of the classic 16-bit Konami beat 'em up, faithfully recreating the universe of FoxBox's TMNT animated series. Players can choose to be their favorite Teenage Mutant Ninja Turtle and master their ultimate ninja skills in an action packed world. As Leonardo, Michelangelo, Donatello or Raphael, one or two players run, jump, climb, and crash their way through five stages on a collision course with The Shredder and his vile pack of Foot Ninjas. The game features more than 16 levels, over 20 characters, four difficulty settings, and a variety of gameplay styles, including riding a motorcycle, skateboarding, climbing and more.",Teenage Mutant Ninja Turtles [2003],http://www.ign.com/games/teenage-mutant-ninja-turtles-2003/gba-489431,http://gameboy.ign.com/articles/456/456109p1.html,8.99 USD,6.9,GBA PS2 PC Xbox GCN,"October 21, 2003","http://www.ign.com/games/sonic-battle/gba-552368,http://www.ign.com/games/dragon-ball-z-supersonic-warriors/gba-667042,http://www.ign.com/games/mortal-kombat-tournament-edition/gba-536084,http://www.ign.com/games/mario-kart-super-circuit/gba-15249,http://www.ign.com/games/mario-golf-advance-tour/gba-550432,http://www.ign.com/games/super-monkey-ball-jr/gba-480095,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508",Good,7.5,"Animated Violence, Realistic Violence",E for Everyone,Okay
"Rockstar  Games, Take-Two Interactive","Third-Person, Action","Rockstar North, DMA Design","From the dark and seedy streets of Liberty City's underworld to the glamorous hedonism of Vice City in the 1980s. Two towns, each brimming with limitless delights and degradation, where anything can happen. Two criminal sagas of greed and desperation that will take you into the world of Grand Theft Auto.

This collectible double-pack release (and entry in the Greatest Hits line) features two of the highest-selling PlayStation 2 titles from Rockstar: Grand Theft Auto: Vice City and Grand Theft Auto III. There are no additional features in the re-issue.",Grand Theft Auto Double Pack: Grand Theft Auto III & Grand Theft Auto: Vice City,http://www.ign.com/games/grand-theft-auto-double-pack/ps2-573996,http://ps2.ign.com/articles/456/456075p1.html,39.99 USD,9.7,PS2 Xbox,"October 21, 2003","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/god-of-war/ps2-661321,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Amazing,9.3,Strong Sexual Content,M for Mature,Amazing
Ubisoft,"Third-Person, Action","Ubisoft Montreal, Warner Bros.  Interactive","Sin Tzu, cunning master of strategy and martial arts, makes history as the first Batman character to debut in a video game. To commemorate this event, DC Comics and Warner Bros. have showcased the talents of veteran scriptwriter Flint Dille and reknown comic book artist, Jim Lee as Sin Tzu's co-creators and character designers. The third-person action game lets up to two players join forces as Batman and Robin or Nightwing and Batgirl and take on the scum of Gotham City. Utilizing 35 different attacks and plenty of Bat-gadgets, players fight their way through 12 levels, from the Gotham City Docks to the infamous Arkham Asylum.",Batman: Rise of Sin Tzu,http://www.ign.com/games/batman-rise-of-sin-tzu/xbox-552398,http://xbox.ign.com/articles/456/456089p1.html,14.99 USD,6.5,Xbox PS2 GBA GCN PC,"Oct 17, 2003","http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Good,7.4,Mild Realistic Violence,T for Teen,Okay
Activision Value,"Economic, Simulation",Activision Value,"SeaWorld Adventure Park Tycoon is your chance to build the greatest theme park in the world! As the park manager, you will have the chance of a lifetime to construct new attractions, maintain them to keep your customers happy, hire and fire staff, and of course collect admission fees. The game features actual SeaWorld attractions and rides, such as the Great White Rollercoaster and Shamu Stadium.",Sea World Adventure Park Tycoon,http://www.ign.com/games/sea-world-adventure-park-tycoon/pc-610219,http://pc.ign.com/articles/456/456129p1.html,,7.5,PC,"October 22, 2003","http://www.ign.com/games/civilization-beyond-earth/pc-20016115,http://www.ign.com/games/simcity/pc-128952,http://www.ign.com/games/civilization-beyond-earth-rising-tide/pc-20040683,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Okay,6.4,,E for Everyone,Good
Rockstar  Games,"Third-Person, Shooter",Remedy,"Remedy, the developers of the original Max Payne title have joined forces with Rockstar Games to create the dark and gritty sequel

for PlayStation 2, Xbox and PC. The bullet-time fight sequences that made the first title famous are back, and are more stylish than ever. 

A revamped physics engine and detailed interactive environments turn slow-motion shootout levels into breathtaking cinematic experiences. Rockstar Games has ensured the production values in this tragic film-noir love story are top notch, complete with movie quality voice acting, motion capture, and roller-coaster storyline.",Max Payne 2: The Fall of Max Payne,http://www.ign.com/games/action-replay-ultimate-codes-max-payne-2/pc-482121,http://pc.ign.com/articles/455/455259p1.html,19.99 USD,9.4,PC Xbox 360 Xbox PS2,"October 15, 2003","http://www.ign.com/games/ghost-recon-wildlands/pc-20038799,http://www.ign.com/games/tom-clancys-the-division/pc-20004178,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/pc-20007853,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Amazing,9.1,"Blood, Intense Violence, Mature Sexual Themes, Strong Language",M for Mature,Amazing
Capcom,Racing,Capcom Production Studio 1,"Faithful port of Capcom's cel-shaded PlayStation 2 racer, sans online support. The game features nine tracks in all, eight normal and one hidden, and 69 real-world, licensed vehicles -- presented anime-style thanks to the toon-shading technique. Players can choose from arcade mode, a standard enter and race scenario, garage life, which is the career mode of the game, and VJ and Theater, an arena enabling players to watch, edit and direct race replays of their choice. Cars can be fully customized down to the tires, brakes, suspension, turbine kits, mufflers, transmissions and more with hundreds of parts to choose from. Supports two-player split-screen racing.",Auto Modellista,http://www.ign.com/games/auto-modellista/gcn-567517,http://cube.ign.com/articles/455/455219p1.html,39.99 USD,5.5,GCN PS2 Xbox,"October 1, 2003","http://www.ign.com/games/action-replay-ultimate-codes-mario-kart-double-dash/gcn-16574,http://www.ign.com/games/kirby-air-ride/gcn-499716,http://www.ign.com/games/need-for-speed-most-wanted/gcn-740900,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713",Good,7.4,Suitable for Persons Ages Six and Older,E for Everyone,Mediocre
